gene_names	pvalue	corr_coef	fdr	fpkm>0_num	fpkm>0.1_num	fpkm>1_num	fpkm_median	fpkm_mean
GPA33_TSS1559	0.000167179774338361	0.259948713537001	0.00665620282221628	209	209	209	40.1054	42.9696586602871
CD247_TSS14049	5.75551582733849e-08	-0.367861049963647	2.19577223974029e-05	207	207	185	3.23903	4.92405631100478
FASLG_TSS4455	9.09930515344313e-06	-0.304405466143507	0.000727857503161711	196	185	81	0.691387	1.19454288516746
TNFSF4_TSS1981,TSS29487	4.22107749551443e-05	-0.281910761358085	0.00234554264919227	196	174	12	0.264915	0.38012725215311
LOC101928673_TSS4986	0.00247885335843046	-0.210256915191306	0.0497737397445726	187	166	2	0.262173	0.294561471291866
KIAA0040_TSS27712,TSS33488	0.00015726041351717	-0.260965877544379	0.00637041748005131	209	209	209	6.0482	6.64657153110048
QSOX1_TSS3954	0.000129173917906091	0.264210075850547	0.0055214289558488	209	209	209	122.682	127.563468899522
RGS16_TSS258	2.44513890012244e-05	-0.290133610536632	0.00156250488565074	204	199	123	1.31034	1.81642416842105
COLGALT2_TSS28257	0.00192889334184582	-0.215350874246605	0.0419255465228921	182	96	3	0.0887184	0.147937191674641
RGL1_TSS21741,TSS9460	0.000318321684185818	-0.248980279531853	0.0110073182490773	207	206	102	0.978164	1.50499364880383
B3GALT2_TSS25289	4.92551332940537e-08	-0.36960741297859	2.09835077021551e-05	191	141	20	0.172294	0.426204885789474
NR5A2_TSS34731,TSS5566	0.000942925727551825	-0.229289723666115	0.0252642814695516	136	30	0	0.0149196	0.0481336749760766
GPR25_TSS19648	2.91298186584644e-05	-0.287524636871238	0.00177282689221192	175	148	33	0.239109	0.543105483253589
C1orf106_TSS19830,TSS9635	8.21421171068783e-06	-0.305840829955043	0.000668440698648313	174	67	1	0.0588557	0.109673691578947
KIF21B_TSS22875	4.32208787300288e-08	-0.371065029602625	2.00867069312412e-05	209	208	200	2.2737	2.81758580172249
PTPN7_TSS11819,TSS26362	1.41162371237879e-09	-0.406889959189458	2.96257967764586e-06	209	208	184	3.07511	4.5467001062201
KDM5B_TSS29299	0.000159501703334229	-0.260730911967509	0.00643063570808555	209	209	204	2.39072	2.54579151196172
PPFIA4_TSS1615	0.00233169492900026	-0.211510388557156	0.0476138582969137	166	17	0	0.0190557	0.0350897396650718
CHI3L1_TSS33552	3.30878683645585e-06	-0.318275610366074	0.000338303601306592	206	203	183	3.46388	7.41336343923445
CHIT1_TSS23928	0.000251139514064558	-0.253074315031523	0.00906691683475164	206	205	153	2.38222	21.1433327813397
LAX1_TSS16296,TSS32641	6.22262209455214e-10	-0.414869077881183	2.27223490512639e-06	205	202	86	0.779045	1.27709486220096
ATP2B4_TSS20247	2.42508647359988e-05	-0.290255696294394	0.001557478275168	209	209	209	6.89067	7.78919344497608
LINC00260_TSS4864	0.00204009832660162	-0.214222590330231	0.0433854623198044	178	146	11	0.185893	0.293537922966507
IL10_TSS12474	0.000525209939118381	-0.240100515007187	0.01633198449368	197	183	44	0.49019	0.782303934449761
FCMR_TSS21508,TSS30504	0.000395036434502197	-0.245191012380028	0.01291243772674	202	194	77	0.696052	1.12548887320574
CR2_TSS13095	0.00084554683916166	-0.231341160265341	0.0233907172681939	97	13	0	0	0.0257914001913876
CD55_TSS22160	0.00058056805361595	0.238283681263214	0.0175389864468411	209	209	209	35.3043	35.4187440191388
TRAF3IP3_TSS9082,TSS9474	5.17579299146809e-08	-0.369052722525142	2.12478358096635e-05	205	205	188	4.12	6.55824513397129
C1orf74_TSS22217	0.00151388822209819	-0.220164139982169	0.0354039312397547	208	207	82	0.901888	0.934054947368421
TRAF5_TSS34889,TSS35580,TSS8938	1.5857656827556e-07	-0.356234433223168	3.6569749868975e-05	207	207	195	2.10825	2.6493866076555
DISP1_TSS21734	0.00103925157515505	0.22744388950177	0.0268869529479132	209	209	208	5.25701	5.158013215311
DEGS1_TSS17323	4.25046467794066e-05	0.281804605026596	0.00234656863137886	209	209	209	64.6964	66.7126947368421
LOC100130093_TSS12923	0.000752089246020218	-0.233525802638393	0.0214316089381525	208	189	25	0.472537	0.6501322401335
FAM89A_TSS4251	0.000433454139982734	0.243543996918108	0.0139189965729883	209	209	209	52.2642	52.008809569378
PCNXL2_TSS3200	0.000565537342165936	-0.238760584689266	0.0172502386671879	209	208	184	1.53007	1.65579932105263
RYR2_TSS4250	0.000597735621808562	-0.237752741414776	0.0178698482211095	176	13	0	0.011968	0.0282451036842105
CHRM3-AS2_TSS20486	4.53377466618024e-05	-0.280815222083192	0.00246308086498206	185	174	56	0.516935	0.854154560287081
HNRNPU-AS1_TSS474	0.000367645026469415	-0.246458670547508	0.0122681129524605	209	208	203	3.51606	3.74272090989245
LINC00299_TSS181	1.49604112039275e-05	-0.29732127969676	0.00105345198562973	118	49	0	0.0216256	0.0687615918660287
MBOAT2_TSS12021	0.000443703147944362	-0.24312750042173	0.0141591712417051	178	98	1	0.0924332	0.132569785406699
ASAP2_TSS26345	0.000524708535812915	-0.240117766054531	0.01633198449368	188	87	0	0.0818782	0.114831790669856
KLF11_TSS17930,TSS24630,TSS33591	0.000366830027676753	0.246497715272448	0.0122681129524605	209	209	209	14.9187	15.2381180382775
GREB1_TSS11501,TSS21325,TSS4145	0.000324575421120166	-0.248641233368762	0.0111812295677258	203	142	0	0.138501	0.169760637703349
TRIB2_TSS27688	2.74975748735363e-07	-0.349719938538772	5.36538558276688e-05	205	204	160	1.76701	2.55545684497608
LPIN1_TSS10545,TSS22989,TSS4257	0.000240258112122289	-0.253831848516072	0.00877319657708263	209	209	209	7.69474	8.0743143062201
RHOB_TSS11280	0.00148024983439876	0.220605484819437	0.0348403922809086	209	209	209	104.078	120.99015645933
KLHL29_TSS7290	0.000110271796517513	0.266789119378275	0.00491055294561697	209	209	209	4.47723	4.51937755980861
GAREML_TSS15481,TSS18211	0.00111985963422883	-0.226016323629468	0.0283979310521282	165	47	1	0.0332175	0.0707576901913876
AGBL5_TSS11928	0.000196893690275589	0.257207822768913	0.00746706174649009	208	206	205	3.17504	3.29742170821969
KRTCAP3_TSS22210	0.00130396007936958	-0.223080338194479	0.0318952378839864	182	167	26	0.482373	0.575821468919831
FAM179A_TSS4944	1.03545941544839e-06	-0.333394766102024	0.000137615385233489	202	185	19	0.380362	0.537630669043062
LBH_TSS19908	3.29927807994881e-09	-0.398392153697178	4.43857089481956e-06	209	207	178	2.45612	4.15882868272727
RASGRP3_TSS12780,TSS24643,TSS6969	1.93661782555721e-06	-0.325347840061373	0.00022198156161017	209	207	169	1.57884	1.78048691138756
CYP1B1_TSS12002	0.000637475080337992	-0.2365758337545	0.0186390776165902	191	139	25	0.167267	0.503274355502392
GALM_TSS20378	5.44424786262529e-05	-0.277988680390951	0.0028516479429624	209	209	209	6.37632	7.15772598086124
HAAO_TSS1291	0.00250907041889054	-0.21000792343419	0.049966520532379	206	206	160	1.51144	1.95900766028708
EPAS1_TSS12443	1.10439000188787e-05	0.301667911612546	0.000845189007133406	209	209	209	38.8586	39.0580277511962
SPTBN1_TSS10298,TSS9757	0.00163492448668526	-0.218646973527361	0.037279486890421	209	206	134	1.24992	1.43744126751196
ARHGAP25_TSS13911,TSS7885	0.000636833159365206	-0.236594299682331	0.0186390776165902	209	209	209	30.9544	31.1485765550239
ADD2_TSS11823,TSS31038	0.00147229893447254	-0.220711142145784	0.0347171891734803	148	25	0	0.0199275	0.0437277048803828
DYSF_TSS10947,TSS28868	3.86827694426931e-06	-0.316178604745573	0.00037687596140732	208	208	147	1.67572	2.74688610047847
SLC4A5_TSS10699,TSS33009	0.00132559883153707	-0.222760614190674	0.0321476581906253	209	205	31	0.689866	0.721966771291866
MTHFD2_TSS15074	8.15985600067209e-05	-0.271627179134669	0.00395776241429183	209	209	209	20.7179	21.7145562200957
TRABD2A_TSS8933	8.82553638286041e-06	-0.304834749092548	0.00071163891319336	204	201	79	0.818825	1.10087459856459
TCF7L1_TSS4539	0.00195379002453291	-0.21509321755206	0.0422511225186851	202	194	49	0.560328	0.74385660923445
TGOLN2_TSS36240	0.00152007396610095	0.220083958850596	0.0354512870871408	209	209	209	124.366	122.711927272727
GGCX_TSS10865	0.000155937662971701	0.261106020217824	0.00633691987793265	209	209	209	3.36708	3.40172468899522
VAMP5_TSS35100	9.11210050513468e-06	-0.304385703359257	0.000727857503161711	209	209	209	30.391	38.7701824880383
CD8A_TSS24448,TSS30524	0.000225607235256052	-0.254903924149832	0.00838189904124994	207	206	175	2.92575	5.90933393588517
CD8B_TSS31470	0.00114927480592531	-0.225518792328869	0.0289179971961547	192	190	124	1.32777	2.3240706215311
ITPRIPL1_TSS14358,TSS21566,TSS28029,TSS28469	4.61221866129685e-05	-0.280551567884731	0.00248719243040947	198	183	48	0.402094	0.721470768899522
SEMA4C_TSS23547	0.00046917528259243	-0.242129756786447	0.0148423136118132	193	142	8	0.169537	0.281759291244019
ZAP70_TSS22131,TSS35458	8.82991126861264e-09	-0.388228281223394	7.13640856922338e-06	205	205	170	2.76916	4.99797503827751
MITD1_TSS18003	0.000310680282479049	-0.249403061144316	0.0107898080169117	209	208	208	7.41766	7.83135841483254
CHST10_TSS11758	2.93806213903199e-05	-0.287396220993495	0.00177961626388144	186	146	3	0.16989	0.227184541244019
IL18R1_TSS34462	1.70658783168103e-06	-0.326991621928513	0.000203841549371957	200	187	48	0.466638	0.738374816172249
IL18RAP_TSS8155	3.24397354764358e-07	-0.347734815519249	5.71856605871155e-05	203	197	111	1.10431	1.88896787033493
MAP4K4_TSS32868,TSS34730	0.00202354709661309	-0.214386915145524	0.0432112676161464	209	209	209	6.3083	6.51085540669856
FHL2_TSS26640,TSS29141,TSS36177	0.000213225329795472	-0.255861804748232	0.00800330786329232	125	59	2	0.0291222	0.0924582177033493
NCK2_TSS19620,TSS36205	0.00211012840124065	-0.213540481287006	0.0443196319343568	209	209	209	4.20643	4.63957583732057
SH3RF3-AS1_TSS28120	0.00147552343535206	-0.220668229881368	0.0347611562498009	94	2	0	0	0.0115245390332067
SH3RF3_TSS34210	0.00114188276123859	-0.225642713275248	0.0288840027172203	164	42	0	0.0393244	0.0665943335252909
FBLN7_TSS29630	2.82842550987781e-05	-0.287965404750222	0.00173707983836048	162	98	5	0.0960147	0.204027902870813
ZC3H8_TSS25598	0.000742682129386515	-0.233759373760801	0.0212345614197413	208	205	114	1.06268	1.10994435406699
BCL2L11_TSS31819	2.61227813585163e-05	-0.28915128836038	0.00164167011375507	209	209	209	6.62379	7.21603272727273
SLC20A1_TSS28706	5.64670716545296e-06	-0.311034462234739	0.000499430733066239	209	209	209	8.36027	8.53118205741627
PTPN4_TSS14880	0.0017237399103102	-0.217597646544601	0.0387515530760238	209	209	69	0.853709	0.909640655502392
ARHGEF4_TSS18878,TSS33376	0.000842516024215018	-0.231408437088611	0.0233444279781522	156	50	0	0.0338366	0.0724106758373206
CCDC74A_TSS21251	0.00117786439673695	-0.225046296617563	0.0294017498486262	162	128	12	0.176364	0.334644621052632
CXCR4_TSS11797,TSS2007	4.91941428608622e-05	-0.279558138888089	0.00261969059513854	209	209	209	22.5644	29.731573062201
KIF5C_TSS20975,TSS21364	5.39660656025514e-08	-0.368584358828563	2.1553540669794e-05	200	141	8	0.157209	0.260358135837321
SLC4A10_TSS20548	3.14949914278719e-06	-0.318934589124971	0.000326860184527888	178	83	7	0.068266	0.195075268325359
DPP4_TSS16365	5.72911076755611e-09	-0.392736943625971	5.63237693575007e-06	209	206	136	1.81135	3.10097987894737
CYBRD1_TSS22715,TSS9625	0.00184960323668106	-0.216192147702632	0.0405817238908194	204	202	100	0.968177	1.41495529090909
CDCA7_TSS9501	7.28408827834089e-06	-0.307516864190972	0.00061195006658232	203	190	53	0.586259	0.889375975598086
GPR155_TSS19499	0.000588466075235321	-0.238037642943239	0.0176962133518706	207	207	128	1.10031	1.24539906220096
CHRNA1_TSS10845	8.3240681897713e-05	-0.271309874767896	0.00399526411955171	175	146	32	0.229132	0.536552832057416
CHN1_TSS1464,TSS34078,TSS9194	2.31866412819171e-05	-0.290920031082174	0.00149288095165512	188	167	27	0.273414	0.513266972727273
ITGA4_TSS24112	3.21919434124954e-05	-0.2860235270018	0.00188728959992384	209	209	209	9.92245	11.0818024880383
CERKL_TSS7880	0.000822731782094336	-0.231853154511056	0.0230590428531944	208	205	108	1.05863	1.29862331166392
NCKAP1_TSS35105	0.000274030369958966	-0.25157568795885	0.00975555750211855	187	90	4	0.0801504	0.143046834784689
SLC40A1_TSS18329	8.32503175205547e-07	-0.336145798188952	0.000116920954183676	208	204	159	2.12227	3.96547404583732
STAT4_TSS18456,TSS5227	3.95931277333692e-07	-0.345323208308751	6.62396371199303e-05	205	203	135	1.49258	2.24083747799043
LOC105747689_TSS16418	0.000144984822953798	-0.262311096302279	0.00600619028058791	177	156	7	0.22278	0.287488637799043
LOC101927482_TSS13635	0.00211865223269281	-0.213458869095246	0.0443983291415424	156	119	9	0.135736	0.243100658851675
STAT1_TSS30827	4.63581894017105e-07	-0.343399750301003	7.45258917796931e-05	209	209	209	88.5613	98.0402703349282
ANKRD44_TSS3947	0.000191131026763378	-0.25770773469359	0.00732580308318097	209	209	209	9.06907	9.36194038277512
CASP10_TSS25845,TSS2692	0.000410820198393447	0.244497106874885	0.0133092206478262	209	209	209	14.2054	13.7720537799043
NOP58_TSS7375	0.0017558051268977	-0.217230905021058	0.0392995926870684	209	209	208	11.2511	11.2762613875598
CTLA4_TSS31155	1.07100153438878e-09	-0.409603397701833	2.96257967764586e-06	199	192	84	0.823932	1.43992659856459
CD28_TSS30429	1.09444575804011e-07	-0.360542198385438	3.05315404447583e-05	204	199	66	0.675958	1.10690685741627
SPAG16_TSS21716	0.00179284702744481	-0.216814775956387	0.039871004787684	204	202	127	1.12382	1.22198684832536
MREG_TSS21609	4.02248140935048e-05	-0.282646953948761	0.00225975049020676	207	207	195	2.5546	3.47642358851675
RUFY4_TSS28330,TSS4324	9.90698682002573e-05	-0.268520650008455	0.00452200875190496	192	143	8	0.178731	0.270802689760766
CXCR2P1_TSS9900	0.000118271090844581	-0.265650749444169	0.00514137304945295	165	125	20	0.179881	0.3755827215311
RQCD1_TSS20456	0.00063118749962322	-0.236757450854402	0.0185910330332757	209	209	209	11.0571	10.98931
ABCB6_TSS36012	0.000758397044545608	-0.233370688620709	0.0215723403652712	202	191	14	0.411754	0.48460906722488
TUBA4A_TSS2759,TSS28369	2.90531587713866e-07	-0.34906053819006	5.42657987362476e-05	209	206	172	2.4636	3.81653519617225
SGPP2_TSS34499	0.00162385881706276	-0.2187813387329	0.0371265252441335	161	132	12	0.175548	0.305015029186603
EPHA4_TSS132,TSS17757	0.00165411348843409	-0.218415927520395	0.0375829287803233	189	85	1	0.0695581	0.126685769665072
ITM2C_TSS27295,TSS31253,TSS8813	6.7722617119566e-07	-0.338724626815423	9.86427847507013e-05	205	203	126	1.39167	2.26487891244019
ATG16L1_TSS1459	0.00153544919189953	-0.219885946316973	0.0357121171921236	209	209	208	5.07132	5.28756659330144
ARL4C_TSS25821,TSS2669	1.0104020569881e-07	-0.3614621189491	2.95933907319997e-05	209	208	201	4.57039	6.00943908564593
ACKR3_TSS15815	0.000596012769225028	0.2378053833827	0.017860120040048	209	209	208	25.4759	31.5220517559809
GPR35_TSS14073,TSS8839	4.5787539562532e-05	-0.280663524186999	0.00247436638215197	205	199	83	0.801459	1.05670257043062
PDCD1_TSS35277	4.37513398337236e-05	-0.281361808901592	0.00239470663274049	203	181	38	0.387591	0.73957519569378
EDEM1_TSS953	0.0020882085571517	-0.21375174113802	0.0440401806347811	209	209	209	16.3775	16.4564133971292
SRGAP3_TSS19094	3.07530585049776e-07	-0.34837759016229	5.57125142615078e-05	204	168	10	0.206151	0.310248976602871
IL17RE_TSS14161,TSS14784	1.2081556621328e-06	-0.331433455982263	0.000151380719998904	204	199	61	0.665983	0.896738200717703
IRAK2_TSS21766	0.00186299638994244	-0.216047765533768	0.0408405237764311	205	204	159	1.38238	1.42043158899522
PPARG_TSS15582,TSS20814,TSS32543	0.00250995705815792	0.210000658634864	0.049966520532379	209	209	209	197.102	196.325755023923
SLC6A6_TSS1526	4.30775646399849e-05	0.281599620220662	0.00236796909626377	209	209	209	45.6833	46.3137755980861
NR2C2_TSS8503	0.000109562876351838	-0.266893703462935	0.00491055294561697	209	209	207	4.1022	4.29829980382775
COLQ_TSS12444,TSS14956	0.000677703401754282	-0.235451524009332	0.0195737589290861	191	139	3	0.162696	0.227077006555024
OXNAD1_TSS23692	0.000547233797153663	-0.239357411199061	0.0167845984505126	209	208	207	2.53416	2.94018264114833
RFTN1_TSS15037	0.000238060293667654	-0.253988724643063	0.00873321146161435	209	209	208	6.27081	6.85803379904306
SATB1_TSS12226,TSS1662	0.000102341538078156	-0.267996716942488	0.00465471895874689	209	209	196	1.77717	2.12918871291866
SLC4A7_TSS10010,TSS25352	0.00114564781502424	-0.225579503885889	0.0288964077847603	209	209	183	1.99005	2.1516208277512
EOMES_TSS31682	1.43992598529632e-07	-0.35736132031949	3.47225925567539e-05	200	188	64	0.569608	1.08476286363636
LINC00693_TSS36077	0.000235817519233207	0.254150206297138	0.00868549223216137	157	134	41	0.19623	0.589472274162679
CCR4_TSS16110	1.44102211757036e-09	-0.406686445035935	2.96257967764586e-06	203	200	125	1.2537	2.2669267645933
STAC_TSS21713	7.8198378064567e-06	0.306528282640334	0.000642710206337105	209	209	209	62.5661	62.5404698564593
XIRP1_TSS19691,TSS6048	0.000867392529608886	-0.230862702197535	0.0237127491436714	113	3	0	0.00510642	0.00882162320574163
ZNF662_TSS27327,TSS32842	0.00140689341630664	-0.221600666485458	0.033640414045102	166	9	1	0.0177118	0.035299049138756
ABHD5_TSS33615	0.00180460928615288	0.2166842788719	0.0400066070800988	209	209	209	19.7859	19.8908866028708
ZDHHC3_TSS19653	0.00168592025238565	0.218038294154637	0.0382037301163382	209	209	209	9.19638	9.2828361722488
CDCP1_TSS20686	7.81710326682947e-06	0.306533163230952	0.000642710206337105	209	209	209	25.4915	25.7220516746411
XCR1_TSS18485	0.000155759165802841	-0.261125016597636	0.00633691987793265	184	168	54	0.483936	0.818264594736842
CCR9_TSS17878	0.000245101750472513	-0.253490783719771	0.00888658984940129	109	27	0	0.0131674	0.0386366114832536
CXCR6_TSS25765	5.46266620892189e-09	-0.393229186051106	5.59536391697811e-06	208	208	193	5.78245	10.9249298133971
CCR5_TSS491	1.82409047673162e-08	-0.380510366901929	1.16563941689343e-05	209	209	200	5.23042	6.81950903349282
LRRC2_TSS12091	1.58587592224475e-05	-0.296478118717502	0.00109855215307583	147	28	0	0.0163647	0.0458770234449761
NBEAL2_TSS20263	0.000152383964609272	-0.261488100740451	0.00624212583233592	209	209	209	7.45281	8.51103947368421
RBM5_TSS16033	0.000639843740925515	-0.236507843505679	0.0186488550305554	209	209	209	25.7269	25.5579677033493
C3orf18_TSS14983,TSS27486	1.43161636979214e-07	-0.357428783885903	3.47225925567539e-05	207	207	194	2.08069	2.12359685645933
PCBP4_TSS28799,TSS32797,TSS35459	4.42351883691091e-06	-0.314365514216902	0.000409672336921303	205	200	61	0.642298	0.988573688038277
WDR82_TSS6956	0.00130919461289482	-0.223002552039855	0.0319868125656074	209	209	209	22.6084	22.8282129186603
STAB1_TSS12767	0.00130391883513009	-0.223080952226607	0.0318952378839864	206	205	121	1.19156	2.01703387607655
NT5DC2_TSS15451,TSS30912	0.000130417056552737	-0.264053103062336	0.00553752555239952	194	185	46	0.491863	0.678068778242029
ARHGEF3_TSS17111,TSS26076,TSS3072,TSS34632	7.50066400720627e-06	-0.307109179869405	0.000623302742125913	209	209	209	17.4529	17.6502531578947
DNASE1L3_TSS5066	0.00102586694883725	-0.227690721605384	0.0268266628909836	198	195	118	1.20365	1.71122780143541
LRIG1_TSS15288	9.0183472652872e-07	-0.335140164615041	0.000123934394864519	208	207	141	1.22537	1.56903912440191
FRMD4B_TSS1244	0.000941201787708148	-0.229324311343966	0.0252445528810157	209	209	206	3.1284	3.195205784689
PROK2_TSS9995	0.000145214412323592	-0.262284975142652	0.00600619028058791	184	160	35	0.295019	0.713386859808612
EIF4E3_TSS21924,TSS28591,TSS33154,TSS7334,TSS9072	1.7105287309358e-07	-0.355346738905386	3.76920904236638e-05	209	208	99	0.984549	1.27230340688995
VGLL3_TSS35944	0.000196473388681987	0.257243819552132	0.00746219359301673	207	202	156	1.79808	2.56977439665072
FILIP1L_TSS33142,TSS7846	0.0021252235438239	0.213396155250174	0.0444540417378746	209	209	208	6.16837	6.336284215311
CBLB_TSS8829	0.00194621478363969	-0.215171295780478	0.042158640749673	209	209	209	3.16671	3.32329244019139
TRAT1_TSS17010	1.14564211640481e-07	-0.36001453118087	3.05315404447583e-05	203	200	136	1.89128	2.75212824066986
DZIP3_TSS36498	0.00249705096064154	-0.210106637173986	0.0498977560376825	209	209	189	1.56132	1.58426863157895
CD96_TSS35644	2.45214550743064e-08	-0.37730451609347	1.3935597097662e-05	209	208	165	2.37397	3.97483383205742
ZBED2_TSS18019	0.0010021218867865	-0.228135987386652	0.0265994159378501	172	130	10	0.155181	0.287337065550239
PLCXD2_TSS16799	0.000104559453469061	-0.26765038648746	0.00472198620163015	180	128	7	0.144091	0.225565218660287
BTLA_TSS34228	7.4300202521459e-05	-0.273114124733636	0.00370334658070191	196	175	30	0.348874	0.528531348325359
CD200R1_TSS9957	6.69749150842781e-06	-0.308681762189717	0.000575115752049703	202	199	103	0.96114	1.57885298373206
SIDT1_TSS11062	2.54272556067019e-05	-0.28955264590063	0.00160877742713591	201	187	18	0.292696	0.440750932440191
GRAMD1C_TSS12609,TSS24853	7.51396677443973e-05	-0.272936282958975	0.00373666351598159	176	100	7	0.0930841	0.182654319473684
TIGIT_TSS14970	9.21407202937632e-07	-0.334869641579915	0.000124956349234049	206	189	65	0.56513	0.855993331722488
FBXO40_TSS4106	0.00199804291308887	-0.214642539607435	0.0428815910171827	128	6	0	0.00728256	0.0208037157416268
FAM162A_TSS14020	0.00186950075431142	0.215977987686826	0.0409479938140138	209	209	209	22.8519	23.643998277512
PLXNA1_TSS16746	0.00211332883845359	-0.213509803288838	0.0443504092280067	209	209	209	4.41373	4.62155
MGLL_TSS14603,TSS20093	0.0024924804264585	0.210144287444464	0.0498515588268434	209	209	209	26.178	26.8005241626794
PCOLCE2_TSS16578	0.000197219902072958	0.25717993367967	0.00746835246946203	209	209	209	76.0527	78.2344822966507
SLC9A9_TSS35734	8.65011727967551e-08	-0.363242615176748	2.7988056681745e-05	207	194	45	0.535835	0.705872794354067
CPA3_TSS27930	0.000227132568475704	-0.254789330446685	0.00841410954030069	200	188	84	0.72932	1.74252747320574
GPR171_TSS11719	5.32228424290431e-07	-0.341705283607897	8.29529923980958e-05	205	204	153	1.90962	3.11393261052632
P2RY14_TSS14911,TSS31804	1.55220797777394e-05	-0.296788690807736	0.00107815185108369	204	201	143	1.69944	1.90362424162679
RAP2B_TSS29949	0.000190363614590889	-0.257775365735003	0.00731711932715446	209	209	209	6.9475	7.08496138755981
TRIM59_TSS9469	0.000270976163830877	-0.251768753139336	0.0096602813440461	208	206	102	0.989022	1.14478418947368
TNFSF10_TSS1684,TSS18476	0.000398270011007135	-0.245046785404592	0.0130015067067093	209	209	209	23.4095	24.8585557416268
LAMP3_TSS4392	4.88218604116553e-05	-0.279675370455137	0.00260529347386706	207	206	108	1.00959	1.31063531626794
MCF2L2_TSS19451	3.82216386191003e-05	-0.283425061454408	0.00217590936468335	198	121	1	0.119388	0.175913988421053
ETV5_TSS36356	0.000878928791161635	-0.230614495627103	0.0239512780713034	202	196	43	0.547203	0.673170967942584
IGF2BP2_TSS18618,TSS4889	2.52583968851016e-05	-0.289651649764972	0.00160205926248159	207	205	75	0.827591	0.951822913444976
ST6GAL1_TSS18437,TSS23896	9.89169989225137e-08	-0.361706148479974	2.94002024355625e-05	209	208	206	3.70036	4.80735480952153
HES1_TSS25880	0.00119804447469887	0.224719075501954	0.0298181254311371	203	200	73	0.680276	1.11132309617225
BDH1_TSS1591,TSS8113	8.23750323047684e-06	-0.305801215327991	0.000668440698648313	199	188	13	0.365349	0.432184195215311
LOC100130872_TSS16087	8.44831833495404e-05	-0.271073666982452	0.0040288706149209	186	91	3	0.0760974	0.14954926923445
FAM86EP_TSS33709	0.00131585609979497	0.222903972009206	0.0320240882477302	207	202	18	0.479149	0.565383848325359
LYAR_TSS29301,TSS3885	0.000589505590583597	0.238005487598017	0.0177066420692213	209	209	209	19.7702	20.8331407655502
STK32B_TSS2803	0.00239719775436674	-0.210943820681425	0.0486458257590159	172	94	0	0.0880225	0.119854457272727
EVC2_TSS12345,TSS34868	3.87771909745805e-06	-0.316145754839799	0.00037687596140732	193	106	3	0.103886	0.192608465885167
EVC_TSS10713	7.30193538232493e-06	-0.307482836559248	0.00061195006658232	204	168	12	0.244346	0.347484497703349
CRMP1_TSS12143,TSS29146,TSS3223,TSS33417	4.27104223606129e-06	-0.314840834140954	0.00039946380397189	190	126	15	0.162748	0.316732977464115
JAKMIP1_TSS10651,TSS12014	9.07335344256984e-07	-0.335063574749614	0.000124023522644667	198	183	70	0.620221	1.09555498995215
AFAP1_TSS13951	1.93969588139173e-05	-0.293545665206522	0.00128115158719003	207	199	11	0.329827	0.41451760861244
CLNK_TSS3475	8.11632730832621e-06	-0.306008487038503	0.000662816109674525	161	109	10	0.107008	0.238790002870813
CC2D2A_TSS11043	0.000786959998664956	0.232682854916029	0.0222270547247237	209	209	206	3.7845	3.96263474641148
BST1_TSS3614	0.00110449937532211	0.226280914480346	0.0282088003002991	209	209	209	40.4165	41.0915971291866
PROM1_TSS13736,TSS25654,TSS33013	0.000835131953140656	-0.231573283104862	0.0232789616730952	191	145	14	0.221364	0.417758143684211
LAP3_TSS26889	7.9980182107876e-05	-0.271945811979268	0.00390893582191093	209	209	209	82.071	83.9397837320574
DTHD1_TSS35001,TSS35621	0.000638732495383227	-0.236539711810357	0.0186390776165902	190	150	11	0.206666	0.377694068803828
ARAP2_TSS28374	0.000501042346768918	-0.240949878194825	0.0157142864119759	209	209	207	3.82559	3.96695059330144
TLR10_TSS23062	0.000750134286297105	-0.233574120170051	0.0213997572455807	201	169	10	0.264062	0.361586577033493
TMEM156_TSS26680	1.00352969497777e-05	-0.303025005840875	0.000778553599573724	183	150	19	0.221056	0.394858284688995
KLHL5_TSS14972,TSS9470	0.00218606651445656	-0.212823731693466	0.0454662702815494	209	208	164	1.53181	1.61962410181818
RHOH_TSS32015,TSS32437,TSS35929,TSS6305	5.21804267074556e-05	-0.278646862897081	0.00275006987024592	209	209	209	4.87487	5.62597138755981
ATP8A1_TSS31965	0.000117263601004703	-0.265790085313064	0.00510626048599865	207	207	99	0.981522	1.07069413875598
OCIAD2_TSS22255	0.000840350201815157	-0.231456649784902	0.0233444279781522	204	203	190	2.67084	3.32807197129187
DANCR_TSS2134	1.00139102264656e-05	-0.303055160222238	0.000778553599573724	205	205	196	3.28682	3.76702026794258
KIT_TSS6854	0.0012580870948941	-0.223774531307482	0.0311306526936962	192	135	16	0.161173	0.316753768229665
NMU_TSS2783,TSS8676	0.000937289997291884	-0.22940301077746	0.0252190206534504	58	35	2	0	0.0718727531100478
HOPX_TSS27757,TSS36516	8.39608821757925e-07	-0.336039122422598	0.000117274541491554	208	207	185	3.42371	5.42143685119617
CXCL5_TSS15259	0.00197764070203687	0.214849176799724	0.0425610667117096	209	209	209	15.0738	28.057945645933
PARM1_TSS15509	4.2412637647153e-05	-0.281837767287648	0.00234655720973783	206	189	25	0.41547	0.547857294688995
CXCL10_TSS26257	6.51625797583086e-06	-0.309061309170811	0.000562709696352069	209	209	208	25.4222	36.3093927751196
