tracking_ID	pvalue (Hilar Lymphadenopathy)	corr_coef (Hilar Lymphadenopathy)	fdr (Hilar Lymphadenopathy)	pval_dir (Hilar Lymphadenopathy)	fpkm>0_num (Hilar Lymphadenopathy)	fpkm>0.1_num (Hilar Lymphadenopathy)	fpkm>1_num (Hilar Lymphadenopathy)	fpkm_median (Hilar Lymphadenopathy)	fpkm_mean (Hilar Lymphadenopathy)	pvalue (Bronchial Wall Thickening)	corr_coef (Bronchial Wall Thickening)	fdr (Bronchial Wall Thickening)	fpkm>0_num (Bronchial Wall Thickening)	fpkm>0.1_num (Bronchial Wall Thickening)	fpkm>1_num (Bronchial Wall Thickening)	fpkm_median (Bronchial Wall Thickening)	fpkm_mean (Bronchial Wall Thickening)
MREG_TSS21609	0.000236320477075979	NA	0.0331902138646421	-0.000236320477075979	201	201	189	2.51997	3.41061443349754	8.60780942518723e-05	0.272071284149021	0.0130966795665006	207	207	195	2.5546	3.47642358851675
TUBA4A_TSS2759,TSS28369	0.000122105279672457	NA	0.0231195041015383	-0.000122105279672457	203	200	168	2.44902	3.76418400492611	0.000180775723251838	0.259884868757548	0.0199090703765646	209	206	172	2.4636	3.81653519617225
ARL4C_TSS25821,TSS2669	2.3237934771351e-06	NA	0.00618514500620379	-2.3237934771351e-06	203	202	195	4.43754	5.97398915714286	0.00017251957200759	0.260670130322924	0.0194073045436149	209	208	201	4.57039	6.00943908564593
OXNAD1_TSS23692	0.000197542234619977	NA	0.0291871506307586	-0.000197542234619977	203	202	201	2.48754	2.92408872906404	0.000172248886777747	0.260696465314446	0.0194073045436149	209	208	207	2.53416	2.94018264114833
CXCR6_TSS25765	0.000342455029130478	NA	0.0403386774175306	-0.000342455029130478	202	202	187	5.77837	10.8095756699507	8.52493411073011e-05	0.272226403420708	0.0130966795665006	208	208	193	5.78245	10.9249298133971
CCR5_TSS491	0.000487586279933246	NA	0.0482119234111547	-0.000487586279933246	203	203	194	5.05365	6.73545979310345	0.000159209172811584	0.262013214890535	0.018928119377846	209	209	200	5.23042	6.81950903349282
CD96_TSS35644	1.88879756307333e-05	NA	0.0120698886274294	-1.88879756307333e-05	203	202	161	2.36207	3.90045696502463	3.89982788320266e-05	0.28446898235815	0.00832858924536602	209	208	165	2.37397	3.97483383205742
SLC9A9_TSS35734	8.60606030732241e-05	NA	0.0188559572873759	-8.60606030732241e-05	201	188	44	0.527186	0.697704803054187	0.000353194020360162	0.248354221687928	0.0288434260524796	207	194	45	0.535835	0.705872794354067
ST6GAL1_TSS18437,TSS23896	2.6570963687885e-05	NA	0.0123729780967011	-2.6570963687885e-05	203	202	200	3.67524	4.72293987778325	2.25171529280758e-06	0.324896386464263	0.00250243889562846	209	208	206	3.70036	4.80735480952153
ELOVL6_TSS32069,TSS794	0.000182043063594275	NA	0.0280313418586342	-0.000182043063594275	193	169	27	0.290127	0.505295809852217	0.000156223107118501	0.262328891662901	0.01865990112643	199	174	29	0.305799	0.513148875598086
OXCT1_TSS11306	0.000327037012490156	NA	0.0396248364932871	-0.000327037012490156	197	188	35	0.473595	0.634527352364532	0.000331046043187258	0.249492861022208	0.0279269567983812	203	194	38	0.502368	0.647026571913876
EMB_TSS17303	6.27331077702861e-05	NA	0.0168732462519834	-6.27331077702861e-05	202	202	178	2.89544	4.11863304926108	2.28546185562484e-05	0.292517913403261	0.00679542897063547	208	208	184	2.89705	4.19367018660287
PDE4D_TSS16039,TSS22359,TSS25408,TSS25617,TSS29920,TSS3013,TSS3508,TSS3690	1.52157860361951e-05	NA	0.0113954492392685	-1.52157860361951e-05	200	172	26	0.292927	0.529098618719212	0.000566723735388306	0.239875407485263	0.0374315901815516	206	177	28	0.293168	0.536165931578947
F2R_TSS19258	0.000494171743426413	NA	0.0482119234111547	-0.000494171743426413	201	197	89	0.820898	1.5201539408867	4.03090926699492e-06	0.317111830814592	0.00324424953446904	207	203	93	0.826875	1.55786377511962
ACSL6_TSS12829,TSS22056,TSS33015	1.70171938043439e-05	NA	0.0115902314578381	-1.70171938043439e-05	178	50	1	0.0456306	0.0975042102955665	0.00073540363919846	0.235073150272352	0.043113881700807	183	54	1	0.0458318	0.100488133444976
DCANP1_TSS21320	2.08365754408729e-05	NA	0.0123729780967011	-2.08365754408729e-05	183	164	16	0.3116	0.409699283251232	0.000309292920363438	0.250682278401494	0.0272628223615414	189	170	17	0.312419	0.417967681818182
ANXA6_TSS11300,TSS22637	2.44107231705189e-05	NA	0.0123729780967011	-2.44107231705189e-05	203	202	200	7.96973	11.545315053202	0.000774463981437845	0.234107700238004	0.0448890563027954	209	208	206	8.16094	11.7399961521531
ITK_TSS1054	8.31125216365174e-05	NA	0.0188003465977967	-8.31125216365174e-05	203	202	183	3.50155	5.25191878906404	0.000276111462478265	0.252655514569797	0.0252862785265061	209	208	188	3.50486	5.3292971491866
ADAM19_TSS1594	8.97636575681889e-06	NA	0.0105648333277311	-8.97636575681889e-06	203	202	168	2.43976	3.60953788985222	0.000401249989323998	0.246095707590736	0.0312453560856841	209	208	173	2.45939	3.68064251502392
SFXN1_TSS35167	2.93705677347588e-05	NA	0.0123729780967011	-2.93705677347588e-05	199	197	187	2.42325	2.77027782807882	3.49701478146102e-05	0.286131108046033	0.00790608243800284	205	203	193	2.43978	2.80103999569378
TRERF1_TSS31764	9.18011040031732e-05	NA	0.0190617296995188	-9.18011040031732e-05	203	198	81	0.7395	1.21031212162562	1.64945170127944e-06	0.328970329849678	0.00237797692362631	209	204	85	0.749142	1.22622211334928
RCAN2_TSS18088,TSS31718,TSS8426	4.89166289452294e-05	NA	0.0148852137198691	-4.89166289452294e-05	187	158	22	0.270941	0.495314214926108	0.000809189024924901	0.233286365898986	0.0457603554559854	193	162	22	0.267285	0.487840865215311
THEMIS_TSS11521,TSS3012	2.83089899524138e-05	NA	0.0123729780967011	-2.83089899524138e-05	201	195	108	1.06368	2.01610032167488	0.000168990230093327	0.261016568970694	0.0194073045436149	207	201	112	1.08552	2.03631658038277
ZC3H12D_TSS11859	0.000177910203405217	NA	0.0278253938635781	-0.000177910203405217	202	202	58	0.761279	0.932022064039409	0.00064643309472601	0.237461905682226	0.0404104194978093	208	208	62	0.76351	0.944607248803828
SYNE1_TSS17246,TSS33718	7.37115885510358e-05	NA	0.0179519129959173	-7.37115885510358e-05	203	203	70	0.728234	0.997153039408867	1.40975493614052e-05	0.299592449762066	0.00549724221793166	209	209	74	0.733832	1.00511580861244
CDK6_TSS10640,TSS17533	0.000188379311782518	NA	0.0284920922394849	-0.000188379311782518	203	199	56	0.660712	0.814447790344828	4.43667706415865e-05	0.28248906981374	0.00875883711475371	209	205	60	0.662732	0.827723595406699
ZC3HAV1L_TSS13263	0.000272610776752752	NA	0.0359185776524593	-0.000272610776752752	172	136	7	0.180998	0.282524919704433	0.000858977649327873	0.232163658469486	0.0467429838148191	178	142	8	0.181635	0.28638296507177
TCAF2_TSS17748,TSS27449,TSS2942	4.70639063019795e-05	NA	0.014697046329175	-4.70639063019795e-05	191	135	2	0.151543	0.222873299901478	0.000252298597312814	0.254212610499079	0.0240634494250479	197	141	2	0.152875	0.226534573588517
EPHA1_TSS30610	0.000315240054647303	NA	0.0389306873116388	-0.000315240054647303	198	171	28	0.323228	0.533828354137931	0.000552934674909277	0.240324481983051	0.0370959664707507	204	177	29	0.323228	0.536256248277512
GIMAP8_TSS8362	0.000378656761528232	NA	0.0424510766729085	-0.000378656761528232	202	202	202	4.36555	4.5828236453202	0.000670894116250372	0.236776312712211	0.041322227724038	208	208	208	4.41456	4.59872875598086
DUSP4_TSS11832,TSS35696	5.84337404736636e-05	NA	0.0158896259600778	-5.84337404736636e-05	202	192	75	0.675219	1.10193670004926	0.000225843199409596	0.256111782699519	0.0223751086050725	208	198	79	0.698707	1.10442946464115
PDE7A_TSS27686,TSS8654	0.000274407423272138	NA	0.035969887929534	-0.000274407423272138	202	202	197	2.4405	2.88280245812808	1.22380366604982e-05	0.30162902243975	0.00496534055680942	208	208	203	2.44174	2.90904549760766
TRAF1_TSS10088,TSS10913,TSS12784	0.000422212297504084	NA	0.0449673689020912	-0.000422212297504084	203	202	202	3.44242	4.21243683546798	0.000129353506011204	0.265454320449381	0.016287709197795	209	208	208	3.45725	4.27023429473684
FAM102A_TSS27745,TSS28229	5.22367986234826e-05	NA	0.0154862157264818	-5.22367986234826e-05	202	202	201	4.33509	6.01787077339901	0.000827091009359633	0.232875541846803	0.0462801278270529	208	208	207	4.33932	6.13919118181818
DBH-AS1_TSS15307	0.000228328372602018	NA	0.0326050364920681	-0.000228328372602018	166	117	20	0.165523	0.364034429064039	1.8966683400828e-05	0.295270388535172	0.00629619992738396	171	121	21	0.167591	0.371366221052632
SPOCK2_TSS25443,TSS27340	4.71483040175405e-05	NA	0.014697046329175	-4.71483040175405e-05	203	202	191	5.23378	8.43481472167488	0.000749580495473558	0.234717395193236	0.0436933014178305	209	208	197	5.26395	8.61235243301435
ANKRD22_TSS21907	5.59272586689178e-06	NA	0.00915810142533568	-5.59272586689178e-06	194	180	71	0.571633	0.963141130541872	0.000102563864878314	0.269245378055167	0.0148114968935287	200	186	74	0.572189	0.990218796650718
CD6_TSS4778	0.000361779244785449	NA	0.041843616633307	-0.000361779244785449	202	202	202	6.55119	9.59990866995074	0.000722205075732842	0.235410085273263	0.0427533421590226	208	208	208	6.57103	9.70740995215311
MYO7A_TSS21748,TSS8185	0.000342455029130478	NA	0.0403386774175306	-0.000342455029130478	202	199	100	0.972075	1.55207434758621	2.22609200869973e-05	0.292908150095811	0.00677394498028258	208	205	105	1.00335	1.57458260555024
ETS1_TSS21595,TSS35401	2.36445651753722e-05	NA	0.0123729780967011	-2.36445651753722e-05	203	203	202	5.38401	8.11115871428571	0.000130001042926447	0.265372123354631	0.0162890032266809	209	209	208	5.38477	8.25492674162679
CCND2_TSS27869	9.91964320118725e-06	NA	0.0105648333277311	-9.91964320118725e-06	202	202	160	1.59332	2.13379168965517	0.00010569958071272	0.268756568780202	0.0151571870013963	208	208	166	1.59757	2.15908054066986
CLSTN3_TSS25679	4.34196753708255e-05	NA	0.0146032937125483	-4.34196753708255e-05	203	202	189	2.75558	3.49478782561576	0.000750415058973733	0.234696646412037	0.0436933014178305	209	208	194	2.75558	3.50686680669856
CLEC2D_TSS13210	2.54690670322112e-05	NA	0.0123729780967011	-2.54690670322112e-05	203	203	147	1.65249	2.36116892610837	3.18278903668068e-05	0.287558156666659	0.00789241781549392	209	209	151	1.65955	2.39925194258373
SLC38A1_TSS10899,TSS19178,TSS5709	0.000166390054054019	NA	0.0277907196634165	-0.000166390054054019	203	201	127	1.3791	2.09357263448276	0.000349249972060386	0.248552044072676	0.0287177656817292	209	207	131	1.38788	2.13238356363636
IFNG_TSS15869	0.000491924532453086	NA	0.0482119234111547	-0.000491924532453086	198	194	139	2.25253	4.72898948719212	0.000318743597656871	0.250156282670531	0.0275925093226358	204	200	143	2.25826	4.67213829617225
PLXNC1_TSS1135,TSS5112	5.22367986234826e-05	NA	0.0154862157264818	-5.22367986234826e-05	203	203	172	2.1798	2.96388399507389	6.71734853066482e-06	0.310100111379255	0.00385499135886099	209	209	178	2.22571	2.99771364114833
CMKLR1_TSS22814,TSS7058	9.93030972893724e-07	NA	0.00587255904482368	-9.93030972893724e-07	203	202	166	2.10195	3.39936411576355	2.34387404840614e-07	0.35326076839331	0.000612638734948525	209	208	172	2.14495	3.48928969138756
SLAIN1_TSS11653,TSS1730,TSS20020	0.000388279226538479	NA	0.0433397611770746	-0.000388279226538479	189	175	18	0.3239	0.455370275862069	0.00043666498894458	0.244586645087516	0.0325410897446426	195	181	18	0.342433	0.458287076555024
DOCK9_TSS26804,TSS28758	5.53467335452971e-06	NA	0.00915810142533568	-5.53467335452971e-06	202	191	50	0.462307	0.706380591625616	0.000896858123169739	0.231348910368586	0.0479917838445581	208	197	53	0.477498	0.718512407177033
GNG2_TSS18014	2.24182380091477e-05	NA	0.0123729780967011	-2.24182380091477e-05	203	202	166	2.20995	3.27860573694581	3.22539919649384e-05	0.287357053095039	0.00789241781549392	209	208	170	2.26327	3.3047382277512
GCH1_TSS30510	0.00017961699415087	NA	0.0278253938635781	-0.00017961699415087	203	203	198	4.7202	5.43678380295566	0.000445489389825764	0.244228317282828	0.0329680454433622	209	209	204	4.72506	5.4735436937799
SYNE2_TSS16945,TSS1711,TSS22406	2.62913152131331e-05	NA	0.0123729780967011	-2.62913152131331e-05	203	203	163	2.37108	3.83729851724138	0.00053709059298553	0.24085344821781	0.0362231468266574	209	209	168	2.43776	3.86285644976077
TMEM63C_TSS15614	0.000198925907677583	NA	0.0292226731387742	-0.000198925907677583	174	82	4	0.0685373	0.158361378275862	1.13872640722911e-05	0.302660568213108	0.00477163699921036	180	85	4	0.0691611	0.160043306172249
TC2N_TSS15706,TSS15930	0.000175379998732181	NA	0.0278253938635781	-0.000175379998732181	201	199	105	1.01698	1.83060304630542	1.18847240741914e-05	0.302048894567088	0.00489976503323236	207	205	109	1.03737	1.86901702105263
BCL11B_TSS27034	9.59488164197256e-06	NA	0.0105648333277311	-9.59488164197256e-06	200	193	69	0.619519	1.13331925128079	0.000253926305876787	0.254101909525424	0.024128662842069	206	198	73	0.633631	1.15132941727273
GPR132_TSS30533	0.0001399006364387	NA	0.0253617033192172	-0.0001399006364387	200	197	123	1.1442	1.51722195374384	1.97232483284773e-05	0.294695362112897	0.00638159431043302	206	203	128	1.18441	1.54090603162679
RASGRP1_TSS8855	1.19656724940342e-05	NA	0.0113954492392685	-1.19656724940342e-05	203	203	159	2.03208	3.16445229064039	0.000189937447965711	0.259051725389404	0.0205918784816058	209	209	163	2.0543	3.19589926794258
DAPK2_TSS33783	0.000148158980337636	NA	0.0261142250668558	-0.000148158980337636	194	177	73	0.588366	1.1594908270936	3.40406050400846e-05	0.286540231489892	0.00789902562535361	200	183	77	0.59444	1.18065313827751
NLRC3_TSS14670	4.58488797938796e-06	NA	0.00901494781854889	-4.58488797938796e-06	201	200	126	1.42143	2.36399406571429	5.59942395645879e-05	0.278877684853295	0.0100614692500795	207	206	130	1.43093	2.4020147384689
PRKCB_TSS17400	6.38430516388627e-07	NA	0.00587255904482368	-6.38430516388627e-07	202	202	152	1.68677	2.21978186206897	0.000130993900395138	0.265246832637391	0.0163333418926835	208	208	158	1.70821	2.24461156937799
IL21R_TSS14281,TSS4541	8.95466745575085e-05	NA	0.0188559572873759	-8.95466745575085e-05	199	193	96	0.937375	1.4503610817842	1.60481196768313e-06	0.32932663427844	0.00237797692362631	205	199	100	0.959957	1.46859268709183
SEPT1_TSS3220	1.41001425492121e-05	NA	0.0113954492392685	-1.41001425492121e-05	202	202	190	4.80409	7.89808799507389	0.000270029455645641	0.25304096308207	0.0251093504136198	208	208	196	4.81238	8.13327097129187
NLRC5_TSS42	1.14873421322008e-06	NA	0.00587255904482368	-1.14873421322008e-06	203	203	203	9.5902	11.1650290640394	0.000199888387901732	0.258188256879508	0.0207702635928997	209	209	209	9.59746	11.2534526794258
ZNRF1_TSS35402	0.00025948353369791	NA	0.0350992150288605	-0.00025948353369791	199	195	56	0.6626	0.904233422019704	0.000403386702721949	0.246001225230036	0.0312453560856841	205	201	58	0.664654	0.912066740047847
CPNE7_TSS19730	0.000457642885780241	NA	0.0468177485602994	-0.000457642885780241	194	176	74	0.607079	1.36006592857143	0.000303238338416345	0.251027164119128	0.0270072305514292	200	180	77	0.607079	1.38269142057416
FAM101B_TSS30306	3.99708909060486e-05	NA	0.0142598238778773	-3.99708909060486e-05	200	198	145	1.69615	2.54926507241379	0.000757270722115791	0.234527002443856	0.0439922657454585	206	204	149	1.69692	2.57768335741627
ATP2A3_TSS26016	0.00016322952766291	NA	0.0274494076091555	-0.00016322952766291	203	203	186	3.17065	4.66642156157635	0.000445310904130769	0.244235499553243	0.0329680454433622	209	209	192	3.18073	4.74448931578947
ACAP1_TSS17528	0.000324099788935512	NA	0.0396248364932871	-0.000324099788935512	203	203	194	4.24194	7.15320095073892	4.80040929661226e-05	0.281272073993416	0.00923893282318618	209	209	199	4.26146	7.29895793301435
HS3ST3B1_TSS7808	0.00015408348591343	NA	0.0266116755637377	-0.00015408348591343	202	190	24	0.360581	0.516481117832512	3.26613553620839e-05	0.287167121944063	0.00789241781549392	208	196	28	0.365773	0.529076080956938
SLFN12L_TSS15211	0.000169589797496479	NA	0.0277907196634165	-0.000169589797496479	198	194	108	1.06775	1.77461839802956	0.000819253811254523	0.233054376117552	0.0461254331926803	204	199	112	1.07289	1.80124513732057
PLXDC1_TSS22967	4.52376157885374e-05	NA	0.0146369455338077	-4.52376157885374e-05	197	134	11	0.170586	0.307097786305419	0.000525919697185077	0.24123514146878	0.0357738350142415	203	138	11	0.170586	0.307492113971292
IKZF3_TSS27733,TSS29524	0.000361779244785449	NA	0.041843616633307	-0.000361779244785449	203	201	134	1.45399	2.45487865221675	6.5846794355833e-05	0.276333066038013	0.0111619221878353	209	207	138	1.4621	2.46949757607655
HLF_TSS22427	9.24711272149105e-05	NA	0.0190617296995188	-9.24711272149105e-05	189	127	12	0.1494	0.299619921182266	3.15187409204452e-05	0.287705658811541	0.00789241781549392	195	131	13	0.154282	0.305211244497608
PSTPIP2_TSS28471	2.90371034288351e-06	NA	0.00618514500620379	-2.90371034288351e-06	203	203	198	4.51031	5.06270208866995	2.88462066802087e-05	0.28904089649234	0.00768060300992515	209	209	204	4.53493	5.09686786602871
BCL2_TSS20723	7.9395985302305e-06	NA	0.010493219464158	-7.9395985302305e-06	202	200	166	1.81331	2.23009378719212	6.786691097717e-06	0.309957264001	0.00385499135886099	208	206	170	1.81542	2.25534995598086
CD226_TSS14812,TSS30052	0.000401679480831922	NA	0.044255729351486	-0.000401679480831922	199	196	112	1.14909	1.75540950394089	0.000121292850965656	0.266511069984292	0.0160617603216247	205	202	116	1.21365	1.7766807861244
CYP4F22_TSS6115	0.000404197782590872	NA	0.0442970209606394	-0.000404197782590872	182	132	16	0.187175	0.337027155270936	0.000718616416443768	0.235502678739666	0.0427533421590226	188	137	17	0.189949	0.34141741062201
JAK3_TSS2274	0.000149693476414713	NA	0.0261142250668558	-0.000149693476414713	203	201	155	1.8812	3.09937479507389	6.63750312018685e-05	0.276206977290727	0.0111619221878353	209	207	159	1.91512	3.17893387751196
SLA2_TSS26439	0.000370126277150364	NA	0.0424251021087015	-0.000370126277150364	201	200	141	1.7747	2.77910751625616	0.000293172371003914	0.251614973625748	0.0263865456874332	207	206	146	1.78232	2.80458343923445
PPP1R16B_TSS11572	3.17802860856322e-05	NA	0.0131021918166911	-3.17802860856322e-05	203	202	159	2.03316	3.37783681527094	0.000217944578399009	0.256719083564612	0.0218465936017924	209	208	163	2.09606	3.41611994497608
PLCG1_TSS1695	0.000240795370037324	NA	0.033633718325268	-0.000240795370037324	203	203	203	3.96555	5.1463497044335	0.000196914486094296	0.258442030434173	0.0207702635928997	209	209	209	4.00441	5.23605277511962
NFATC2_TSS11321,TSS27718	3.56533474633796e-05	NA	0.0139720059084229	-3.56533474633796e-05	202	201	147	1.64644	2.49221302610837	4.21123920556976e-06	0.316517869010108	0.00324424953446904	208	207	152	1.65408	2.52637979569378
CASS4_TSS28755,TSS30185	0.000292811284023073	NA	0.0376108001553455	-0.000292811284023073	200	197	93	0.945349	1.34074001068966	0.000503429553710275	0.242026899575928	0.0354494843591965	206	203	97	0.953591	1.363749345311
UBASH3A_TSS7178	4.4781059116353e-05	NA	0.0146369455338077	-4.4781059116353e-05	199	193	117	1.2551	1.99273471871921	0.000147647460670214	0.263267864245832	0.017886335271049	205	199	121	1.3045	2.02666295167464
MIAT_TSS7965	2.24182380091477e-05	NA	0.0123729780967011	-2.24182380091477e-05	203	201	133	1.54273	3.01329325763548	0.000857812657681977	0.232189236007145	0.0467429838148191	209	207	137	1.58455	3.0678700110048
APOBEC3G_TSS23486	0.000303850104771051	NA	0.0384490719210536	-0.000303850104771051	203	203	203	17.3675	20.5684569458128	0.000271867177974112	0.252923652665291	0.0251093504136198	209	209	209	17.5753	20.5898524401914
P2RY8_TSS20289	0.000441705853683701	NA	0.0462838892813971	-0.000441705853683701	202	200	122	1.25773	2.11147579812808	0.000279618109982652	0.252436854337161	0.025435297186002	208	206	126	1.28026	2.14348618191388
GPR174_TSS27218	0.000122036555439077	NA	0.0231195041015383	-0.000122036555439077	185	178	87	0.795209	1.37587845418719	0.000282595327323589	0.252253199898126	0.0256149615663768	191	184	91	0.818488	1.39493388133971
P2RY10_TSS25200	2.67185880193083e-06	NA	0.00618514500620379	-2.67185880193083e-06	193	190	87	0.856142	1.32001951625616	0.000430701087122213	0.24483263734081	0.0324753701708876	199	195	91	0.874331	1.33818824784689
ITM2A_TSS6954	0.000399880849818912	NA	0.044248287455503	-0.000399880849818912	203	200	154	1.98509	3.357762	0.000411966195627273	0.24562646592362	0.0316855834685112	209	206	158	2.00753	3.40745899043062
SH2D1A_TSS30904	0.000443524073217125	NA	0.0462838892813971	-0.000443524073217125	195	183	72	0.657047	1.10395241921182	4.43009535274466e-05	0.282511945074968	0.00875883711475371	201	188	76	0.663915	1.12194827703349
