tracking_ID	pvalue (Lymphocyte)	corr_coef (Lymphocyte)	fdr (Lymphocyte)	fpkm>0_num (Lymphocyte)	fpkm>0.1_num (Lymphocyte)	fpkm>1_num (Lymphocyte)	fpkm_median (Lymphocyte)	fpkm_mean (Lymphocyte)	pvalue (Macrophage)	corr_coef (Macrophage)	fdr (Macrophage)	fpkm>0_num (Macrophage)	fpkm>0.1_num (Macrophage)	fpkm>1_num (Macrophage)	fpkm_median (Macrophage)	fpkm_mean (Macrophage)
CXCR4_TSS11797,TSS2007	1.51962809896471e-06	0.328491581782486	0.000126114330641678	209	209	209	22.5644	29.731573062201	4.91941428608622e-05	-0.279558138888089	0.00261969059513854	209	209	209	22.5644	29.731573062201
KIF5C_TSS20975,TSS21364	1.18550544387344e-07	0.359619125615675	1.55398485388969e-05	200	141	8	0.157209	0.260358135837321	5.39660656025514e-08	-0.368584358828563	2.1553540669794e-05	200	141	8	0.157209	0.260358135837321
SLC4A10_TSS20548	1.80916927584172e-06	0.326233997208481	0.000144964495878618	178	83	7	0.068266	0.195075268325359	3.14949914278719e-06	-0.318934589124971	0.000326860184527888	178	83	7	0.068266	0.195075268325359
DPP4_TSS16365	1.15713949463474e-10	0.430627549405755	6.8785215400834e-08	209	206	136	1.81135	3.10097987894737	5.72911076755611e-09	-0.392736943625971	5.63237693575007e-06	209	206	136	1.81135	3.10097987894737
CDCA7_TSS9501	1.33383878675946e-07	0.358252148520302	1.72193198123023e-05	203	190	53	0.586259	0.889375975598086	7.28408827834089e-06	-0.307516864190972	0.00061195006658232	203	190	53	0.586259	0.889375975598086
CHN1_TSS1464,TSS34078,TSS9194	0.000131757591738397	0.263885392490905	0.00417330334873007	188	167	27	0.273414	0.513266972727273	2.31866412819171e-05	-0.290920031082174	0.00149288095165512	188	167	27	0.273414	0.513266972727273
ITGA4_TSS24112	0.00265248006190452	0.208862111836014	0.0343117625821566	209	209	209	9.92245	11.0818024880383	3.21919434124954e-05	-0.2860235270018	0.00188728959992384	209	209	209	9.92245	11.0818024880383
STAT4_TSS18456,TSS5227	8.96184895918617e-08	0.362837825709291	1.23205399581948e-05	205	203	135	1.49258	2.24083747799043	3.95931277333692e-07	-0.345323208308751	6.62396371199303e-05	205	203	135	1.49258	2.24083747799043
CASP10_TSS25845,TSS2692	2.54983627838742e-05	-0.289511140532777	0.00122974273795964	209	209	209	14.2054	13.7720537799043	0.000410820198393447	0.244497106874885	0.0133092206478262	209	209	209	14.2054	13.7720537799043
CTLA4_TSS31155	6.44372564502338e-08	0.366587930357225	9.63205094809607e-06	199	192	84	0.823932	1.43992659856459	1.07100153438878e-09	-0.409603397701833	2.96257967764586e-06	199	192	84	0.823932	1.43992659856459
CD28_TSS30429	1.02945131503991e-08	0.386612305842711	2.26843147101165e-06	204	199	66	0.675958	1.10690685741627	1.09444575804011e-07	-0.360542198385438	3.05315404447583e-05	204	199	66	0.675958	1.10690685741627
TUBA4A_TSS2759,TSS28369	5.91376205085227e-13	0.475375836181894	1.51161671781835e-09	209	206	172	2.4636	3.81653519617225	2.90531587713866e-07	-0.34906053819006	5.42657987362476e-05	209	206	172	2.4636	3.81653519617225
SGPP2_TSS34499	0.00408110509993147	0.199772583087715	0.0450419375903922	161	132	12	0.175548	0.305015029186603	0.00162385881706276	-0.2187813387329	0.0371265252441335	161	132	12	0.175548	0.305015029186603
EPHA4_TSS132,TSS17757	9.3772254692195e-06	0.303982024247228	0.000567988768290805	189	85	1	0.0695581	0.126685769665072	0.00165411348843409	-0.218415927520395	0.0375829287803233	189	85	1	0.0695581	0.126685769665072
ITM2C_TSS27295,TSS31253,TSS8813	1.87702610443158e-10	0.426178852412901	9.46580879976061e-08	205	203	126	1.39167	2.26487891244019	6.7722617119566e-07	-0.338724626815423	9.86427847507013e-05	205	203	126	1.39167	2.26487891244019
ATG16L1_TSS1459	0.000117256622681493	0.265791054316962	0.00377956687561368	209	209	208	5.07132	5.28756659330144	0.00153544919189953	-0.219885946316973	0.0357121171921236	209	209	208	5.07132	5.28756659330144
ARL4C_TSS25821,TSS2669	6.80645939851143e-09	0.390949124542635	1.61092508041991e-06	209	208	201	4.57039	6.00943908564593	1.0104020569881e-07	-0.3614621189491	2.95933907319997e-05	209	208	201	4.57039	6.00943908564593
GPR35_TSS14073,TSS8839	4.06198685131548e-07	0.345011902920112	4.30823426997822e-05	205	199	83	0.801459	1.05670257043062	4.5787539562532e-05	-0.280663524186999	0.00247436638215197	205	199	83	0.801459	1.05670257043062
PDCD1_TSS35277	2.40663735222668e-05	0.29036886554271	0.00117846853180587	203	181	38	0.387591	0.73957519569378	4.37513398337236e-05	-0.281361808901592	0.00239470663274049	203	181	38	0.387591	0.73957519569378
SRGAP3_TSS19094	4.0692006798046e-06	0.315495493835639	0.00028563248944691	204	168	10	0.206151	0.310248976602871	3.07530585049776e-07	-0.34837759016229	5.57125142615078e-05	204	168	10	0.206151	0.310248976602871
IL17RE_TSS14161,TSS14784	1.53792279949516e-05	0.296922395620698	0.000838184321490313	204	199	61	0.665983	0.896738200717703	1.2081556621328e-06	-0.331433455982263	0.000151380719998904	204	199	61	0.665983	0.896738200717703
PPARG_TSS15582,TSS20814,TSS32543	3.81326535238248e-05	-0.283460511081988	0.00167475731395616	209	209	209	197.102	196.325755023923	0.00250995705815792	0.210000658634864	0.049966520532379	209	209	209	197.102	196.325755023923
SLC6A6_TSS1526	4.10160588129054e-05	-0.282349624109998	0.00175907966328301	209	209	209	45.6833	46.3137755980861	4.30775646399849e-05	0.281599620220662	0.00236796909626377	209	209	209	45.6833	46.3137755980861
OXNAD1_TSS23692	5.39446800410289e-07	0.341539441521996	5.38624986925289e-05	209	208	207	2.53416	2.94018264114833	0.000547233797153663	-0.239357411199061	0.0167845984505126	209	208	207	2.53416	2.94018264114833
RFTN1_TSS15037	0.000104613280747525	0.267642067115669	0.0034891987929033	209	209	208	6.27081	6.85803379904306	0.000238060293667654	-0.253988724643063	0.00873321146161435	209	209	208	6.27081	6.85803379904306
EOMES_TSS31682	3.19853170951593e-10	0.421200866060091	1.27746357854589e-07	200	188	64	0.569608	1.08476286363636	1.43992598529632e-07	-0.35736132031949	3.47225925567539e-05	200	188	64	0.569608	1.08476286363636
LINC00693_TSS36077	0.00134145015743779	-0.22252942172684	0.0217568575344336	157	134	41	0.19623	0.589472274162679	0.000235817519233207	0.254150206297138	0.00868549223216137	157	134	41	0.19623	0.589472274162679
CCR4_TSS16110	1.9341129900665e-07	0.353901063328651	2.34302664166303e-05	203	200	125	1.2537	2.2669267645933	1.44102211757036e-09	-0.406686445035935	2.96257967764586e-06	203	200	125	1.2537	2.2669267645933
STAC_TSS21713	2.88574851132621e-05	-0.287665263656041	0.00134188048506902	209	209	209	62.5661	62.5404698564593	7.8198378064567e-06	0.306528282640334	0.000642710206337105	209	209	209	62.5661	62.5404698564593
ABHD5_TSS33615	0.00019512367010774	-0.257359903979584	0.00566124419026554	209	209	209	19.7859	19.8908866028708	0.00180460928615288	0.2166842788719	0.0400066070800988	209	209	209	19.7859	19.8908866028708
CXCR6_TSS25765	1.54436331293209e-09	0.406001608101491	4.59017100486711e-07	208	208	193	5.78245	10.9249298133971	5.46266620892189e-09	-0.393229186051106	5.59536391697811e-06	208	208	193	5.78245	10.9249298133971
CCR5_TSS491	2.18724496431795e-05	0.29178134077727	0.00109409331766989	209	209	200	5.23042	6.81950903349282	1.82409047673162e-08	-0.380510366901929	1.16563941689343e-05	209	209	200	5.23042	6.81950903349282
NBEAL2_TSS20263	2.51746351971856e-08	0.377018001434447	4.80215559906911e-06	209	209	209	7.45281	8.51103947368421	0.000152383964609272	-0.261488100740451	0.00624212583233592	209	209	209	7.45281	8.51103947368421
PCBP4_TSS28799,TSS32797,TSS35459	1.33672233387117e-06	0.33014020963822	0.000113893198586936	205	200	61	0.642298	0.988573688038277	4.42351883691091e-06	-0.314365514216902	0.000409672336921303	205	200	61	0.642298	0.988573688038277
LRIG1_TSS15288	3.34205447797806e-06	0.318141800938451	0.000245477742849417	208	207	141	1.22537	1.56903912440191	9.0183472652872e-07	-0.335140164615041	0.000123934394864519	208	207	141	1.22537	1.56903912440191
EIF4E3_TSS21924,TSS28591,TSS33154,TSS7334,TSS9072	1.04250127722097e-05	0.302485934220114	0.000619706398768494	209	208	99	0.984549	1.27230340688995	1.7105287309358e-07	-0.355346738905386	3.76920904236638e-05	209	208	99	0.984549	1.27230340688995
VGLL3_TSS35944	0.000111028004462734	-0.266678250827356	0.00362913915865977	207	202	156	1.79808	2.56977439665072	0.000196473388681987	0.257243819552132	0.00746219359301673	207	202	156	1.79808	2.56977439665072
FILIP1L_TSS33142,TSS7846	0.000227351324987583	-0.25477295474563	0.00637206931799079	209	209	208	6.16837	6.336284215311	0.0021252235438239	0.213396155250174	0.0444540417378746	209	209	208	6.16837	6.336284215311
TRAT1_TSS17010	1.81044038857983e-08	0.380591303471609	3.70213334179913e-06	203	200	136	1.89128	2.75212824066986	1.14564211640481e-07	-0.36001453118087	3.05315404447583e-05	203	200	136	1.89128	2.75212824066986
CD96_TSS35644	3.55769042893475e-11	0.441210650495912	2.79707347603836e-08	209	208	165	2.37397	3.97483383205742	2.45214550743064e-08	-0.37730451609347	1.3935597097662e-05	209	208	165	2.37397	3.97483383205742
ZBED2_TSS18019	0.00360410776068099	0.202433462478449	0.0417609240574645	172	130	10	0.155181	0.287337065550239	0.0010021218867865	-0.228135987386652	0.0265994159378501	172	130	10	0.155181	0.287337065550239
PLCXD2_TSS16799	0.0027730306386843	0.207941625715609	0.035334713935897	180	128	7	0.144091	0.225565218660287	0.000104559453469061	-0.26765038648746	0.00472198620163015	180	128	7	0.144091	0.225565218660287
BTLA_TSS34228	1.06645853369174e-05	0.30216395032755	0.000632476718786414	196	175	30	0.348874	0.528531348325359	7.4300202521459e-05	-0.273114124733636	0.00370334658070191	196	175	30	0.348874	0.528531348325359
CD200R1_TSS9957	3.37698533891622e-06	0.318002659359999	0.000246298459899104	202	199	103	0.96114	1.57885298373206	6.69749150842781e-06	-0.308681762189717	0.000575115752049703	202	199	103	0.96114	1.57885298373206
SIDT1_TSS11062	8.47196175001292e-05	0.27102908859813	0.00297870446068886	201	187	18	0.292696	0.440750932440191	2.54272556067019e-05	-0.28955264590063	0.00160877742713591	201	187	18	0.292696	0.440750932440191
TIGIT_TSS14970	9.22280043889784e-08	0.362509247254303	1.26052651990027e-05	206	189	65	0.56513	0.855993331722488	9.21407202937632e-07	-0.334869641579915	0.000124956349234049	206	189	65	0.56513	0.855993331722488
SLC9A9_TSS35734	7.3314327801434e-07	0.337736289908306	6.96649640495336e-05	207	194	45	0.535835	0.705872794354067	8.65011727967551e-08	-0.363242615176748	2.7988056681745e-05	207	194	45	0.535835	0.705872794354067
GPR171_TSS11719	2.91605417714397e-07	0.34901627688	3.25490221930031e-05	205	204	153	1.90962	3.11393261052632	5.32228424290431e-07	-0.341705283607897	8.29529923980958e-05	205	204	153	1.90962	3.11393261052632
ST6GAL1_TSS18437,TSS23896	2.64767140453913e-06	0.321240443376385	0.000200970767355366	209	208	206	3.70036	4.80735480952153	9.89169989225137e-08	-0.361706148479974	2.94002024355625e-05	209	208	206	3.70036	4.80735480952153
BDH1_TSS1591,TSS8113	0.00167752009773235	0.218137390578304	0.0254317865238481	199	188	13	0.365349	0.432184195215311	8.23750323047684e-06	-0.305801215327991	0.000668440698648313	199	188	13	0.365349	0.432184195215311
LOC100130872_TSS16087	6.46837575669461e-06	0.309163260085128	0.000421781001828752	186	91	3	0.0760974	0.14954926923445	8.44831833495404e-05	-0.271073666982452	0.0040288706149209	186	91	3	0.0760974	0.14954926923445
EVC2_TSS12345,TSS34868	1.11216784222021e-06	0.332487753845061	9.73565829280509e-05	193	106	3	0.103886	0.192608465885167	3.87771909745805e-06	-0.316145754839799	0.00037687596140732	193	106	3	0.103886	0.192608465885167
EVC_TSS10713	0.00117404884989463	0.225108743312178	0.0198187312263164	204	168	12	0.244346	0.347484497703349	7.30193538232493e-06	-0.307482836559248	0.00061195006658232	204	168	12	0.244346	0.347484497703349
CRMP1_TSS12143,TSS29146,TSS3223,TSS33417	2.50091039532705e-06	0.321993911528974	0.00019196928112599	190	126	15	0.162748	0.316732977464115	4.27104223606129e-06	-0.314840834140954	0.00039946380397189	190	126	15	0.162748	0.316732977464115
JAKMIP1_TSS10651,TSS12014	1.91221438629447e-09	0.403879203770724	5.43090132534143e-07	198	183	70	0.620221	1.09555498995215	9.07335344256984e-07	-0.335063574749614	0.000124023522644667	198	183	70	0.620221	1.09555498995215
AFAP1_TSS13951	5.94913146241144e-05	0.276607810305684	0.00230691350973728	207	199	11	0.329827	0.41451760861244	1.93969588139173e-05	-0.293545665206522	0.00128115158719003	207	199	11	0.329827	0.41451760861244
CLNK_TSS3475	0.00250529909671025	0.210038850342106	0.0332664676420835	161	109	10	0.107008	0.238790002870813	8.11632730832621e-06	-0.306008487038503	0.000662816109674525	161	109	10	0.107008	0.238790002870813
TMEM156_TSS26680	4.05175521995697e-05	0.282536313522348	0.00175240127203587	183	150	19	0.221056	0.394858284688995	1.00352969497777e-05	-0.303025005840875	0.000778553599573724	183	150	19	0.221056	0.394858284688995
RHOH_TSS32015,TSS32437,TSS35929,TSS6305	4.82029131865467e-07	0.342921940707752	4.88934390460842e-05	209	209	209	4.87487	5.62597138755981	5.21804267074556e-05	-0.278646862897081	0.00275006987024592	209	209	209	4.87487	5.62597138755981
OCIAD2_TSS22255	1.74805473186838e-05	0.295064387562429	0.000924305669937642	204	203	190	2.67084	3.32807197129187	0.000840350201815157	-0.231456649784902	0.0233444279781522	204	203	190	2.67084	3.32807197129187
DANCR_TSS2134	5.45398755792488e-06	0.311510727598799	0.000363993148741822	205	205	196	3.28682	3.76702026794258	1.00139102264656e-05	-0.303055160222238	0.000778553599573724	205	205	196	3.28682	3.76702026794258
NMU_TSS2783,TSS8676	3.02403322952204e-05	0.286963746307635	0.00138525651218302	58	35	2	0	0.0718727531100478	0.000937289997291884	-0.22940301077746	0.0252190206534504	58	35	2	0	0.0718727531100478
HOPX_TSS27757,TSS36516	9.5826103476044e-11	0.432344501677359	5.97417324622234e-08	208	207	185	3.42371	5.42143685119617	8.39608821757925e-07	-0.336039122422598	0.000117274541491554	208	207	185	3.42371	5.42143685119617
CXCL10_TSS26257	8.82457882446281e-05	0.270377739746878	0.003052301208824	209	209	208	25.4222	36.3093927751196	6.51625797583086e-06	-0.309061309170811	0.000562709696352069	209	209	208	25.4222	36.3093927751196
CXCL11_TSS8000	0.000655056057271847	0.236076646573843	0.013320515417602	204	202	154	1.99269	3.12135048038277	9.12960378781549e-05	-0.269833698321527	0.00427402568535443	204	202	154	1.99269	3.12135048038277
CXCL9_TSS34713	5.77730783992579e-07	0.340693882676566	5.74606092203669e-05	208	208	202	13.1118	20.4912319760766	2.9219090517357e-07	-0.348992209921415	5.42657987362476e-05	208	208	202	13.1118	20.4912319760766
PRDM8_TSS23907,TSS378	0.00307140537627705	0.205810553919624	0.0378170485660008	203	178	14	0.298294	0.414038046889952	0.000128405826369377	-0.264307771584682	0.00549779116889051	203	178	14	0.298294	0.414038046889952
ANTXR2_TSS10288,TSS15192	0.0034516905251443	0.203350967354613	0.0406958770817406	209	207	175	2.20603	2.62645104961722	1.90259175016655e-05	-0.293828288626396	0.00126331438606359	209	207	175	2.20603	2.62645104961722
ARHGAP24_TSS15343,TSS18263,TSS19521,TSS33986	1.00189769010787e-05	-0.303048010909272	0.000601162132789842	209	209	208	5.7682	5.99021101913876	8.23344654146013e-05	0.2714842475523	0.00397560910346898	209	209	208	5.7682	5.99021101913876
TSPAN5_TSS26330	2.29846294439997e-07	0.351857731783072	2.68269458090445e-05	201	168	40	0.326261	0.5778200915311	1.0861102784632e-06	-0.332788971248494	0.00013950786345627	201	168	40	0.326261	0.5778200915311
LEF1_TSS17,TSS29617	1.15775847652304e-07	0.359892968635744	1.52543631022708e-05	206	198	86	0.719474	1.40551362535885	1.29101928700365e-05	-0.299440687710163	0.000945551403871067	206	198	86	0.719474	1.40551362535885
ELOVL6_TSS32069,TSS794	1.95351124445036e-08	0.379770740365859	3.90107038432778e-06	199	174	29	0.305799	0.513148875598086	8.06607807303171e-08	-0.364040244388465	2.64534731658531e-05	199	174	29	0.305799	0.513148875598086
INPP4B_TSS1248	1.8186513578207e-07	0.354626335583381	2.23493016140649e-05	202	176	34	0.345824	0.539728465741627	4.55814255952397e-05	-0.280732863594051	0.0024684466517795	202	176	34	0.345824	0.539728465741627
ZNF827_TSS22419	8.05827251701195e-05	0.271826479924775	0.00285287401395211	199	102	1	0.0940501	0.156491634354067	9.72747130437264e-06	-0.303465021252331	0.000762711331322297	199	102	1	0.0940501	0.156491634354067
LOC100996286_TSS11530,TSS16355	4.94638406886159e-07	0.342605312304309	4.97773713323508e-05	174	130	28	0.175501	0.522792648325359	0.00199431852627221	-0.214680116992972	0.0428376267647428	174	130	28	0.175501	0.522792648325359
WWC2_TSS14282	5.74950616657013e-05	-0.27714011581458	0.00226097118651845	209	209	200	2.07524	2.06352513397129	0.000392952574731093	0.245284539890386	0.0128772573880788	209	209	200	2.07524	2.06352513397129
ANKRD33B_TSS26098	0.000207378264884007	0.256332301008594	0.00593010474081788	205	99	0	0.0902558	0.117781425263158	2.64131563502296e-05	-0.288986703242008	0.00164669924260541	205	99	0	0.0902558	0.117781425263158
ANXA2R_TSS7258	6.34999924368504e-05	0.275587770960642	0.00239398717799164	204	203	149	1.48581	1.78317453923445	0.000361595292171637	-0.24675043561483	0.0121295764608913	204	203	149	1.48581	1.78317453923445
EMB_TSS17303	1.18201220902751e-05	0.300701253453047	0.000688232666855401	208	208	184	2.89705	4.19367018660287	3.28733503243118e-07	-0.34757474696065	5.75531306602558e-05	208	208	184	2.89705	4.19367018660287
GZMK_TSS29633	1.33855059417466e-08	0.383827139397579	2.89955014726257e-06	200	196	140	1.83	3.78468942488038	8.5477971678337e-05	-0.270886888228678	0.00405362232666043	200	196	140	1.83	3.78468942488038
GZMA_TSS29553	3.61652914279658e-10	0.420042150776498	1.40063790028823e-07	207	206	193	6.85968	13.5977488066986	6.40409336727545e-06	-0.309301263047245	0.000556153031281342	207	206	193	6.85968	13.5977488066986
PDE4D_TSS16039,TSS22359,TSS25408,TSS25617,TSS29920,TSS3013,TSS3508,TSS3690	5.89248529972265e-07	0.340449975731452	5.77525819600542e-05	206	177	28	0.293168	0.536165931578947	1.8027889395857e-05	-0.294615171322306	0.00120947737755249	206	177	28	0.293168	0.536165931578947
F2R_TSS19258	6.4930969630374e-09	0.391439206853146	1.56575520256792e-06	207	203	93	0.826875	1.55786377511962	4.11303569769521e-08	-0.371616097933286	1.9469130642368e-05	207	203	93	0.826875	1.55786377511962
LINC00461_TSS15544,TSS24754,TSS24956	4.85144823886676e-05	0.279772799335444	0.00200012691022054	63	10	0	0	0.0177305104114065	0.000114057821341811	-0.266241022865374	0.00501857755388399	63	10	0	0	0.0177305104114065
CAMK4_TSS22704	7.66541116861633e-07	0.337179831874564	7.23009501405911e-05	196	185	66	0.556101	0.832158864114833	2.74617358175653e-05	-0.288406256416091	0.00169144440778985	196	185	66	0.556101	0.832158864114833
CSF2_TSS5702	0.000600795249239181	0.237659598695701	0.0126157667934868	147	131	30	0.206435	0.579142427751196	0.00210403912637136	-0.213598967564364	0.0442280790371531	147	131	30	0.206435	0.579142427751196
IRF1_TSS9433	0.00166797560655316	0.218250538124742	0.0253478742444146	209	209	209	29.7875	30.9781057416268	0.00034631598660354	-0.247507997530268	0.0117303461656234	209	209	209	29.7875	30.9781057416268
TCF7_TSS15828,TSS20783,TSS24879	5.34598370349719e-06	0.311784676099507	0.000357719082316994	205	195	68	0.69041	1.19683093435407	1.08346740422868e-05	-0.301939487233164	0.000836692154667347	205	195	68	0.69041	1.19683093435407
DCANP1_TSS21320	0.00117091560475766	0.225160162539646	0.0198079244031836	189	170	17	0.312419	0.417967681818182	3.60850942585172e-05	-0.284298514242067	0.00209154443161442	189	170	17	0.312419	0.417967681818182
PPP2R2B_TSS16827,TSS20701,TSS25167,TSS32472,TSS7462	4.01150327486439e-07	0.34516401423852	4.28431618808489e-05	193	169	31	0.357744	0.547576531100478	2.85537280768791e-06	-0.320239448181359	0.000301180202498008	193	169	31	0.357744	0.547576531100478
GPX3_TSS27092	2.65217827109736e-05	0.288925572257197	0.00126008046073457	209	209	209	51.9675	64.1682688995215	0.000546939045212202	-0.239367172380296	0.0167845984505126	209	209	209	51.9675	64.1682688995215
ANXA6_TSS11300,TSS22637	5.44544065606929e-10	0.416149012478561	1.98844155156839e-07	209	208	206	8.16094	11.7399961521531	4.60558803205778e-08	-0.370357343963089	2.09835077021551e-05	209	208	206	8.16094	11.7399961521531
FAXDC2_TSS30820	5.7325234745842e-05	-0.277186199120772	0.00226097118651845	209	207	206	4.9534	4.94847545167464	0.000234084301309803	0.254275982262264	0.00864657344765879	209	207	206	4.9534	4.94847545167464
ITK_TSS1054	1.50932372573718e-11	0.448681731954292	1.62255567064899e-08	209	208	188	3.50486	5.3292971491866	5.75433274434669e-08	-0.367863362157552	2.19577223974029e-05	209	208	188	3.50486	5.3292971491866
ADAM19_TSS1594	3.44620237631704e-11	0.441491339724535	2.79707347603836e-08	209	208	173	2.45939	3.68064251502392	5.45807465243606e-10	-0.416126825546672	2.27223490512639e-06	209	208	173	2.45939	3.68064251502392
SFXN1_TSS35167	0.000246425420759446	0.253398669414441	0.00672239080046127	205	203	193	2.43978	2.80103999569378	2.96228603718521e-07	-0.348827484575178	5.43991441573288e-05	205	203	193	2.43978	2.80103999569378
RGS14_TSS17035	8.52112370218511e-05	0.27093676874159	0.00299187421636749	209	209	207	5.08145	5.60095373205742	0.00152971514529437	-0.219959580387063	0.0356346445140649	209	209	207	5.08145	5.60095373205742
DBN1_TSS1325,TSS5931	2.4260227976951e-05	0.290249974465314	0.00118568965070525	191	159	14	0.267524	0.362703917942584	8.25640696870685e-05	-0.271439897794024	0.00397560910346898	191	159	14	0.267524	0.362703917942584
N4BP3_TSS29942	0.00279569247049441	0.207772650488973	0.0355525846956755	169	37	0	0.033617	0.0581889814354067	0.000688013299939391	-0.235173307428528	0.0198267282522557	169	37	0	0.033617	0.0581889814354067
IRF4_TSS24385	5.06631732636005e-05	0.279103543951119	0.00206539293746554	208	203	59	0.633393	0.840736901435407	2.92972897210679e-07	-0.348960137468785	5.42657987362476e-05	208	203	59	0.633393	0.840736901435407
SERPINB9_TSS19853	0.00201365901163822	0.214485671655248	0.0287227332569669	209	205	166	2.03821	2.4087370607177	4.44980217315947e-07	-0.343900359452911	7.24467473554962e-05	209	205	166	2.03821	2.4087370607177
NEDD9_TSS2582,TSS36312	0.000134034226653507	0.263604191968583	0.00420890524261708	209	208	208	4.50565	4.66459853684211	0.000115232252497369	-0.266074461466428	0.00505223260048926	209	208	208	4.50565	4.66459853684211
FAM65B_TSS26410,TSS33187,TSS33243,TSS8047	0.00100115834560068	0.228154259564524	0.0176975162322954	209	209	202	3.40262	4.5450450430622	0.000288814732097792	-0.250668528568708	0.0101966759214802	209	209	202	3.40262	4.5450450430622
BTN3A1_TSS10674	0.00403373847437295	0.200023892293942	0.0446154864316084	209	209	209	20.7061	21.5988596172249	0.000913797736407496	-0.229882093128822	0.0247432033266017	209	209	209	20.7061	21.5988596172249
BTN3A3_TSS30613	2.73720732504422e-05	0.288455064398119	0.00128142411053948	209	209	209	13.0136	13.5065683253589	7.81484993289276e-07	-0.336938314270145	0.000112222123109366	209	209	209	13.0136	13.5065683253589
UBD_TSS23057	1.14692556906497e-05	0.301130513272527	0.000669984506050222	199	196	142	2.09573	3.20792728325359	2.32603805024486e-06	-0.322948761307898	0.000250868601697506	199	196	142	2.09573	3.20792728325359
HLA-F_TSS2646	6.72273255370393e-06	0.308629676813786	0.000432845760214675	209	209	209	125.182	132.424362200957	0.000192666530483075	-0.257573169837993	0.00736135902194001	209	209	209	125.182	132.424362200957
HLA-A_TSS18705	1.98509309984873e-06	0.325025322639955	0.000157092770047162	209	209	209	958.01	995.807009569378	4.15825025573718e-06	-0.315202944999797	0.000394419546063759	209	209	209	958.01	995.807009569378
HCG26_TSS29922	0.00139321849806694	0.221791420394164	0.0223133195670985	204	200	144	1.48652	1.79718514976077	0.000157137525189485	-0.260978850815711	0.00637041748005131	204	200	144	1.48652	1.79718514976077
HCP5_TSS25393	1.42784634713944e-05	0.297993962985643	0.000791695888920419	209	209	209	16.0145	17.4561983253589	9.70417504288298e-08	-0.361925901092349	2.94002024355625e-05	209	209	209	16.0145	17.4561983253589
LTA_TSS29973,TSS7408	2.69619131566175e-08	0.376269161342968	5.03046322771022e-06	200	191	81	0.745743	1.02407561866029	1.11079948234578e-05	-0.301585691625637	0.000847556584126581	200	191	81	0.745743	1.02407561866029
LTB_TSS17784	1.80263122507596e-07	0.354730438803465	2.22594477024959e-05	208	208	207	8.63151	14.7487457416268	1.5051421734117e-06	-0.328615046866166	0.000181476127804606	208	208	207	8.63151	14.7487457416268
NCR3_TSS35424	4.4015176830841e-07	0.344033578160501	4.61095055316855e-05	197	187	97	0.853359	1.76900706937799	3.07676133868185e-06	-0.31924612890174	0.000321000394196109	197	187	97	0.853359	1.76900706937799
HLA-B_TSS4858	4.49831169899501e-06	0.314138028367539	0.000308260979458475	209	209	209	2676.8	2720.54555023923	0.000302921989277054	-0.24984231429989	0.0105821536363455	209	209	209	2676.8	2720.54555023923
HLA-DOB_TSS25505	4.48006282626374e-05	0.280998238540155	0.00187729321151029	206	206	138	1.42456	1.97381485645933	0.000547645049400553	-0.239343800044373	0.0167845984505126	206	206	138	1.42456	1.97381485645933
PSMB9_TSS19767	2.59117780479628e-07	0.350430028457469	2.94369314970656e-05	209	209	209	64.4721	71.1442755980861	0.000853245280097977	-0.23117126627907	0.0234766443536969	209	209	209	64.4721	71.1442755980861
TAP1_TSS30082,TSS4674	1.66679816903825e-09	0.405245422940797	4.84148045440759e-07	209	209	209	43.5889	47.9095722488038	7.90447697093416e-11	-0.434087399019032	1.01023167927024e-06	209	209	209	43.5889	47.9095722488038
ITPR3_TSS34335	3.61110381867947e-11	0.441079187378884	2.79707347603836e-08	209	209	197	2.16893	2.62010752631579	0.000124120174667827	-0.264863121386557	0.00535918206872352	209	209	197	2.16893	2.62010752631579
PACSIN1_TSS19751,TSS4094	0.00187958308562062	0.215870262219913	0.0272945986693107	171	46	2	0.0355396	0.10146678215311	0.00020265326504675	-0.25672163195617	0.00765143295104872	171	46	2	0.0355396	0.10146678215311
ETV7_TSS4126,TSS537	3.79320265518355e-05	0.283540723103669	0.00166881330583729	201	200	162	1.86764	2.44257937751196	0.00132166521045332	-0.222818378276548	0.0321131981410621	201	200	162	1.86764	2.44257937751196
CCDC167_TSS2094	0.000326827267786104	0.248520634146337	0.00810284363906945	206	205	204	9.79329	11.2422380181818	0.00145590157000608	-0.22093070045083	0.0344576852138197	206	205	204	9.79329	11.2422380181818
LOC100505530_TSS20189	0.00234971070975378	0.211353132904647	0.0316777191202618	142	107	19	0.101354	0.377140679425837	0.00014067166651161	-0.262809143587507	0.00586575606476877	142	107	19	0.101354	0.377140679425837
KCNK5_TSS33854	0.00132641279462111	0.222748680984784	0.0216365267666306	174	80	1	0.0763944	0.129307228899522	0.000386266688951123	-0.2455877519508	0.0127398230145544	174	80	1	0.0763944	0.129307228899522
TREM2_TSS28347	0.00260263819206925	0.209253819938645	0.0339072552637524	209	209	209	82.5211	92.1779719617225	0.000607531254096313	-0.237456072539934	0.0180991915920231	209	209	209	82.5211	92.1779719617225
