tracking_ID	pvalue (Macrophage)	corr_coef (Macrophage)	fdr (Macrophage)	fpkm>0_num (Macrophage)	fpkm>0.1_num (Macrophage)	fpkm>1_num (Macrophage)	fpkm_median (Macrophage)	fpkm_mean (Macrophage)	pvalue (Bronchial Wall Thickening)	corr_coef (Bronchial Wall Thickening)	fdr (Bronchial Wall Thickening)	fpkm>0_num (Bronchial Wall Thickening)	fpkm>0.1_num (Bronchial Wall Thickening)	fpkm>1_num (Bronchial Wall Thickening)	fpkm_median (Bronchial Wall Thickening)	fpkm_mean (Bronchial Wall Thickening)
CDK6_TSS10640,TSS17533	8.17918033710483e-07	-0.336367516448432	0.000116148904775965	209	205	60	0.662732	0.827723595406699	4.43667706415865e-05	0.28248906981374	0.00875883711475371	209	205	60	0.662732	0.827723595406699
GAL3ST4_TSS15819	0.00158851774892661	-0.219216142509714	0.0365144803779793	202	194	88	0.876877	1.29071236985646	3.47503783506672e-06	0.319116279522507	0.00320545937275026	202	194	88	0.876877	1.29071236985646
PVRIG_TSS10408	1.27679493195999e-06	-0.330727521551501	0.000156153852898704	200	191	46	0.488162	0.722468277990431	0.00061592017670613	0.238351507384148	0.0390658452525692	200	191	46	0.488162	0.722468277990431
TCAF2_TSS17748,TSS27449,TSS2942	0.000581179199580393	-0.23826453284466	0.0175389864468411	197	141	2	0.152875	0.226534573588517	0.000252298597312814	0.254212610499079	0.0240634494250479	197	141	2	0.152875	0.226534573588517
EPHA1_TSS30610	6.02078143043037e-06	-0.310152538220647	0.000530679979804244	204	177	29	0.323228	0.536256248277512	0.000552934674909277	0.240324481983051	0.0370959664707507	204	177	29	0.323228	0.536256248277512
GIMAP5_TSS17510	6.55225099326972e-05	-0.275095884609242	0.00333905679235352	209	195	188	3.79885	4.6358184767651	0.000191732212300856	0.258892917410227	0.0205918784816058	209	195	188	3.79885	4.6358184767651
MSRA_TSS15618,TSS19089	0.00138477931698284	0.221909996968768	0.0332787851623893	209	209	209	18.8639	19.0915292822967	0.000808769055898901	-0.233296103681106	0.0457603554559854	209	209	209	18.8639	19.0915292822967
ADAMDEC1_TSS4471	0.00135014234403313	-0.222403705637763	0.0326499417746744	174	141	35	0.253402	0.674015088038277	0.000208944645566853	0.257436580195939	0.0212031154582064	174	141	35	0.253402	0.674015088038277
DUSP4_TSS11832,TSS35696	3.44639344869794e-07	-0.347004415085634	5.99273897565768e-05	208	198	79	0.698707	1.10442946464115	0.000225843199409596	0.256111782699519	0.0223751086050725	208	198	79	0.698707	1.10442946464115
PDE7A_TSS27686,TSS8654	1.27705183355049e-05	-0.299596449509037	0.000943431269288559	208	208	203	2.44174	2.90904549760766	1.22380366604982e-05	0.30162902243975	0.00496534055680942	208	208	203	2.44174	2.90904549760766
ADHFE1_TSS6280	0.000839144625534588	-0.231483536326049	0.0233444279781522	200	190	59	0.636595	0.730208723444976	0.000793265244701477	0.233658888760357	0.0453616396416431	200	190	59	0.636595	0.730208723444976
ENPP2_TSS16940,TSS35000	4.29766230164194e-06	-0.314756699629257	0.00039946380397189	206	203	146	1.51226	2.20068467703349	0.000265093862427394	0.253359740517888	0.0248207480494748	206	203	146	1.51226	2.20068467703349
UBAP1_TSS30076	3.86924090217025e-05	0.283238801440907	0.00219294161198168	209	209	209	17.6551	17.5926411483254	0.000483403892840698	-0.242759941997977	0.0346080625408667	209	209	209	17.6551	17.5926411483254
CORO2A_TSS20932,TSS22985	0.000913527440895034	0.22988767094667	0.0247432033266017	209	209	209	22.4344	22.3545371291866	0.000258189746478372	-0.253815052226801	0.0244429189249395	209	209	209	22.4344	22.3545371291866
TNFSF8_TSS11185	1.35324862402297e-05	-0.29876556272977	0.000982681479507137	208	208	155	1.64713	2.04119125358852	0.00016850682858859	0.261064544415661	0.0194073045436149	208	208	155	1.64713	2.04119125358852
TRAF1_TSS10088,TSS10913,TSS12784	5.02206164645818e-08	-0.369390289793595	2.10440848762488e-05	209	208	208	3.45725	4.27023429473684	0.000129353506011204	0.265454320449381	0.016287709197795	209	208	208	3.45725	4.27023429473684
FAM102A_TSS27745,TSS28229	1.47439966341074e-08	-0.382795180538145	9.9176657359058e-06	208	208	207	4.33932	6.13919118181818	0.000827091009359633	0.232875541846803	0.0462801278270529	208	208	207	4.33932	6.13919118181818
RALGDS_TSS13171,TSS14319,TSS20402,TSS31005	0.000151386250645814	-0.261596868188498	0.00623121409461781	209	209	209	31.8993	33.3884459330144	0.000460414144812411	0.243636977018657	0.033624702730143	209	209	209	31.8993	33.3884459330144
SARDH_TSS13303,TSS25151	1.09596028273704e-05	-0.301776738114498	0.000843790385151852	195	165	37	0.374472	0.58198833076555	1.41942015720625e-05	0.299493688237714	0.00549724221793166	195	165	37	0.374472	0.58198833076555
DBH-AS1_TSS15307	3.83384852413954e-05	-0.283378630336361	0.00217771115834513	171	121	21	0.167591	0.371366221052632	1.8966683400828e-05	0.295270388535172	0.00629619992738396	171	121	21	0.167591	0.371366221052632
LINC00094_TSS29449	0.00135518431644179	0.222331122216335	0.03274089443532	209	208	204	2.13779	2.22096072535885	0.000272105553952219	-0.252908490094415	0.0251093504136198	209	208	204	2.13779	2.22096072535885
SPOCK2_TSS25443,TSS27340	8.98566208525929e-09	-0.38804460436087	7.13640856922338e-06	209	208	197	5.26395	8.61235243301435	0.000749580495473558	0.234717395193236	0.0436933014178305	209	208	197	5.26395	8.61235243301435
KCNMA1_TSS18323	0.000921532150963322	-0.229723125320138	0.0249262257256862	209	208	205	20.4727	23.2479295550239	0.000708439342589134	0.235767602733922	0.0427533421590226	209	208	205	20.4727	23.2479295550239
STAMBPL1_TSS19314	2.09362777156025e-06	-0.324329623274504	0.000232674867255877	205	198	84	0.840054	1.05705898181818	0.000304365868546606	0.250962454820427	0.0270135276594437	205	198	84	0.840054	1.05705898181818
ANKRD22_TSS21907	9.85173769199707e-08	-0.361752640928967	2.94002024355625e-05	200	186	74	0.572189	0.990218796650718	0.000102563864878314	0.269245378055167	0.0148114968935287	200	186	74	0.572189	0.990218796650718
PDLIM1_TSS23538	8.44134984048548e-05	0.27108682803059	0.0040288706149209	209	209	209	160.686	165.61306937799	6.44257010925205e-06	-0.31068027922278	0.00382973336192073	209	209	209	160.686	165.61306937799
ENTPD1_TSS23460,TSS4290,TSS7598	2.23746708884295e-05	-0.291446560405062	0.00144789610779531	209	209	208	3.94187	3.97986890430622	8.01560914286186e-05	0.273211970527659	0.0126473447716477	209	209	208	3.94187	3.97986890430622
DUSP5_TSS20173	2.44145096067453e-05	-0.290155992800351	0.00156250488565074	209	209	205	3.38332	3.71189055502392	0.000402493980990577	0.246040643517554	0.0312453560856841	209	209	205	3.38332	3.71189055502392
AFAP1L2_TSS17654	7.27216608307906e-06	-0.3075396393953	0.00061195006658232	155	59	1	0.0416491	0.0904212969856459	0.000207037943432205	0.257592278793656	0.0211683874882823	155	59	1	0.0416491	0.0904212969856459
ADAM8_TSS4574	1.63098137203676e-07	-0.355905217917473	3.6569749868975e-05	208	207	184	2.4087	3.47483703444976	6.88677079092805e-05	0.275624415357064	0.0114306979342151	208	207	184	2.4087	3.47483703444976
GVINP1_TSS31063	0.000467338435129136	-0.242200006620133	0.0148208904966946	209	209	206	3.61006	4.01070779425837	0.000121903740166472	0.266428715135686	0.0160617603216247	209	209	206	3.61006	4.01070779425837
DENND5A_TSS12877	0.000966118151401493	0.228829977237137	0.0257776054989286	209	209	209	60.6601	60.1269454545455	0.000230972319773599	-0.255727930247337	0.0225495233926763	209	209	209	60.6601	60.1269454545455
AMPD3_TSS14989,TSS22629,TSS25071,TSS25967,TSS36176	1.04537980102284e-06	-0.333273919224175	0.000137736871618273	208	207	116	1.18702	1.63070045933014	5.14220448696598e-06	0.313791000342534	0.00345894444450888	208	207	116	1.18702	1.63070045933014
SVIP_TSS31510	0.00101156583452617	-0.227957745971069	0.026755518855496	208	208	203	3.20846	3.63760265550239	5.78815466549318e-05	0.278359264325098	0.0102743764864355	208	208	203	3.20846	3.63760265550239
SLC43A1_TSS14866,TSS9610	6.82621477830601e-06	-0.308418062380668	0.000581616253160933	188	150	9	0.200723	0.314768272248804	0.000201336184242934	0.258065982948354	0.0207702635928997	188	150	9	0.200723	0.314768272248804
CD6_TSS4778	3.31014102154057e-10	-0.420877731899182	2.27223490512639e-06	208	208	208	6.57103	9.70740995215311	0.000722205075732842	0.235410085273263	0.0427533421590226	208	208	208	6.57103	9.70740995215311
PELI3_TSS14501,TSS28537	0.000173197501421179	0.259358768776763	0.00682141962068839	209	209	209	9.90599	10.3773895215311	2.38324891496026e-08	-0.379351562720977	0.000304591127576496	209	209	209	9.90599	10.3773895215311
LAMTOR1_TSS19163	0.000656834579918874	0.236026838908604	0.0190487361952485	209	209	209	125.068	128.888501913876	0.000523408458606205	-0.24132197839961	0.0357723091188054	209	209	209	125.068	128.888501913876
DGAT2_TSS13748	9.67773208203812e-05	0.26889753452503	0.00444914585879454	208	207	203	4.8078	5.35869074832536	0.000419294576651015	-0.245312042085451	0.0319928020112734	208	207	203	4.8078	5.35869074832536
GDPD4_TSS6477	0.000504551379641967	-0.24082423208468	0.0157934230607691	79	16	0	0	0.0265067373205742	0.000381569831228535	0.246988569805083	0.0302897716025856	79	16	0	0	0.0265067373205742
MYO7A_TSS21748,TSS8185	1.12928492086617e-07	-0.360180615298393	3.05315404447583e-05	208	205	105	1.00335	1.57458260555024	2.22609200869973e-05	0.292908150095811	0.00677394498028258	208	205	105	1.00335	1.57458260555024
SYTL2_TSS15012,TSS1743,TSS3351,TSS9599	3.19761083697216e-05	-0.286124824226624	0.00188327489870611	207	204	97	0.959184	1.18524245933014	0.000401957704480475	0.246064361894908	0.0312453560856841	207	204	97	0.959184	1.18524245933014
PVRL1_TSS35475	0.000383680138072772	0.245706362365184	0.0126882573129751	209	208	208	3.58714	3.63710708277512	0.000481439361505837	-0.24283336076222	0.0345676166276705	209	208	208	3.58714	3.63710708277512
ETS1_TSS21595,TSS35401	1.34291756031906e-07	-0.358173298100143	3.30060728454958e-05	209	209	208	5.38477	8.25492674162679	0.000130001042926447	0.265372123354631	0.0162890032266809	209	209	208	5.38477	8.25492674162679
KCNJ5_TSS12525	0.000191716134356177	-0.257656339897392	0.00733601214113509	205	199	122	1.35636	1.81629113909091	0.000855996568090594	0.232229172318748	0.0467429838148191	205	199	122	1.35636	1.81629113909091
CCND2_TSS27869	4.60317461495217e-10	-0.417753456676758	2.27223490512639e-06	208	208	166	1.59757	2.15908054066986	0.00010569958071272	0.268756568780202	0.0151571870013963	208	208	166	1.59757	2.15908054066986
ENO2_TSS27326	2.42034196822611e-07	-0.351243214040157	4.87136701179745e-05	204	197	86	0.810917	1.11595570287081	5.94639316860265e-05	0.277936705863052	0.0104066194108889	204	197	86	0.810917	1.11595570287081
CLSTN3_TSS25679	1.21648760669756e-09	-0.408354833601936	2.96257967764586e-06	209	208	194	2.75558	3.50686680669856	0.000750415058973733	0.234696646412037	0.0436933014178305	209	208	194	2.75558	3.50686680669856
KLRB1_TSS24007	4.88521077360066e-06	-0.313015811177385	0.00044123983245232	202	202	182	3.82605	6.61825223923445	6.63550628464911e-05	0.276211726516323	0.0111619221878353	202	202	182	3.82605	6.61825223923445
LOC374443_TSS10607,TSS10875,TSS25587,TSS25811,TSS26348	0.00030362255918171	-0.249802223078306	0.0105878529812328	206	206	142	1.27649	1.70668065550239	4.4422649233761e-06	0.315791316644319	0.00324424953446904	206	206	142	1.27649	1.70668065550239
CLEC2D_TSS13210	1.79687819840853e-07	-0.354768040303598	3.89237318894241e-05	209	209	151	1.65955	2.39925194258373	3.18278903668068e-05	0.287558156666659	0.00789241781549392	209	209	151	1.65955	2.39925194258373
KLRD1_TSS26063,TSS36364	0.000278695729202114	-0.251284607049973	0.00989408546407671	198	183	41	0.427156	0.736513836650718	0.000577820728269857	0.239521281861336	0.0379683178285496	198	183	41	0.427156	0.736513836650718
SLC38A1_TSS10899,TSS19178,TSS5709	2.81372481667766e-06	-0.320434479764023	0.000298429958668455	209	207	131	1.38788	2.13238356363636	0.000349249972060386	0.248552044072676	0.0287177656817292	209	207	131	1.38788	2.13238356363636
FKBP11_TSS14833,TSS9581	0.00088498435682381	-0.230485405487611	0.0240813184531447	204	203	195	3.50919	4.05997099330144	0.000115880288898516	0.267258189223509	0.0156999332542305	204	203	195	3.50919	4.05997099330144
NFE2_TSS25490,TSS3434	0.00237660502750217	0.211120405567962	0.0482896670174746	208	207	205	7.90111	8.5213067291866	3.55818453484678e-06	-0.318797840851857	0.00320545937275026	208	207	205	7.90111	8.5213067291866
SLC16A7_TSS22722,TSS25486	0.000177308642028591	-0.25896663901242	0.00692994831634987	204	168	3	0.19704	0.250628462440191	0.000150402549997336	0.262960766601587	0.0181341489645373	204	168	3	0.19704	0.250628462440191
IFNG_TSS15869	3.50591885894847e-06	-0.317500667186301	0.000351519831150217	204	200	143	2.25826	4.67213829617225	0.000318743597656871	0.250156282670531	0.0275925093226358	204	200	143	2.25826	4.67213829617225
PLXNC1_TSS1135,TSS5112	7.03931057840994e-08	-0.36558761247534	2.4578479142825e-05	209	209	178	2.22571	2.99771364114833	6.71734853066482e-06	0.310100111379255	0.00385499135886099	209	209	178	2.22571	2.99771364114833
CMKLR1_TSS22814,TSS7058	2.09168978234174e-06	-0.324341741166939	0.000232674867255877	209	208	172	2.14495	3.48928969138756	2.34387404840614e-07	0.35326076839331	0.000612638734948525	209	208	172	2.14495	3.48928969138756
SELPLG_TSS11918,TSS24366	0.000116373661260114	0.265914099203282	0.00509353964977702	209	209	209	141.883	148.833581818182	0.000107520891406043	-0.268478854324155	0.0151571870013963	209	209	209	141.883	148.833581818182
TPCN1_TSS13472,TSS23287	3.02317193170475e-05	-0.286968021218055	0.00181397412550012	207	206	101	0.964829	1.41755153444976	1.76532383432713e-05	0.29632222890243	0.00601645900389811	207	206	101	0.964829	1.41755153444976
SDS_TSS12760	3.44337813535787e-05	-0.285007658656657	0.00200612579326969	199	192	114	1.11377	2.37169808755981	2.85680825143238e-05	0.289186492027413	0.00768060300992515	199	192	114	1.11377	2.37169808755981
PXN_TSS25869,TSS31433	2.48452350406091e-08	-0.3771615845111	1.3935597097662e-05	208	206	185	2.35243	3.19977445574163	0.000698304341147678	0.236034942799371	0.0425998980049542	208	206	185	2.35243	3.19977445574163
HIP1R_TSS21369,TSS28145	1.84753160130767e-06	-0.325961156839611	0.000215921874539889	206	187	29	0.344851	0.538868724784689	1.88306403067562e-05	0.295376082718734	0.00629619992738396	206	187	29	0.344851	0.538868724784689
SLC7A1_TSS3015	0.00142651504840557	-0.221329903912518	0.0340075335408702	209	209	203	2.52784	2.55805097129187	0.000127614619299333	0.265676970832247	0.0161483033856943	209	209	203	2.52784	2.55805097129187
LPAR6_TSS25909,TSS5480,TSS7289	0.000166943000633879	-0.259972328740105	0.00665620282221628	209	209	208	7.16187	7.51318003827751	2.39677138980683e-07	0.352994226357908	0.000612638734948525	209	209	208	7.16187	7.51318003827751
SLAIN1_TSS11653,TSS1730,TSS20020	0.000319241159269742	-0.248930044235621	0.0110123121080889	195	181	18	0.342433	0.458287076555024	0.00043666498894458	0.244586645087516	0.0325410897446426	195	181	18	0.342433	0.458287076555024
DOCK9_TSS26804,TSS28758	8.25042218072141e-07	-0.336258749000385	0.000116513282520122	208	197	53	0.477498	0.718512407177033	0.000896858123169739	0.231348910368586	0.0479917838445581	208	197	53	0.477498	0.718512407177033
GPR183_TSS5088	0.00162905279681923	-0.218718166869841	0.0372035694440628	208	207	190	2.7018	3.60545477751196	0.000557166139774436	0.240185583206401	0.0372819992114512	208	207	190	2.7018	3.60545477751196
IRS2_TSS5397	3.86327122678992e-08	0.372310974664547	1.89902068899956e-05	209	209	209	14.0603	14.2529357894737	0.000341480782672883	-0.248947866975549	0.0284974258771091	209	209	209	14.0603	14.2529357894737
GZMH_TSS23901	8.0634621673787e-07	-0.336546132745695	0.000115145338804674	205	204	164	3.41181	6.27305045311005	0.000371953931848099	0.247440477579769	0.0296466478260279	205	204	164	3.41181	6.27305045311005
GNG2_TSS18014	2.97949226635344e-07	-0.348757941571775	5.43991441573288e-05	209	208	170	2.26327	3.3047382277512	3.22539919649384e-05	0.287357053095039	0.00789241781549392	209	208	170	2.26327	3.3047382277512
GCH1_TSS30510	1.25282747955287e-05	-0.299870459810848	0.000936274087751311	209	209	204	4.72506	5.4735436937799	0.000445489389825764	0.244228317282828	0.0329680454433622	209	209	204	4.72506	5.4735436937799
SYNE2_TSS16945,TSS1711,TSS22406	7.11066925697592e-08	-0.365473267209445	2.4578479142825e-05	209	209	168	2.43776	3.86285644976077	0.00053709059298553	0.24085344821781	0.0362231468266574	209	209	168	2.43776	3.86285644976077
ZFP36L1_TSS13769,TSS28851	0.000328324269594896	-0.24844088756544	0.0112951502760634	209	209	209	18.7517	21.3846675598086	5.1766364777361e-05	0.280101363915766	0.00958840615995742	209	209	209	18.7517	21.3846675598086
TMEM63C_TSS15614	0.000346212622520223	-0.247513227284532	0.0117303461656234	180	85	4	0.0691611	0.160043306172249	1.13872640722911e-05	0.302660568213108	0.00477163699921036	180	85	4	0.0691611	0.160043306172249
GPR68_TSS16190,TSS35383	2.04169576258932e-09	-0.403225342574909	3.34096096081671e-06	205	201	106	1.01093	1.51351318229665	0.000339191993019273	0.249066070613539	0.0284265132248054	205	201	106	1.01093	1.51351318229665
CCDC88C_TSS12116	1.13169379676511e-06	-0.332266425875279	0.000144568022556003	208	208	138	1.32026	1.94459071291866	0.000710238300557323	0.235720518961201	0.0427533421590226	208	208	138	1.32026	1.94459071291866
TC2N_TSS15706,TSS15930	3.96489357980882e-07	-0.345306089797767	6.62396371199303e-05	207	205	109	1.03737	1.86901702105263	1.18847240741914e-05	0.302048894567088	0.00489976503323236	207	205	109	1.03737	1.86901702105263
LGMN_TSS835	0.000230604195438419	-0.254531167428835	0.00853035287930743	209	209	209	43.2905	53.7584148325359	0.00052239866151729	0.241357005176908	0.0357723091188054	209	209	209	43.2905	53.7584148325359
BCL11B_TSS27034	8.44075898695152e-09	-0.388701236620177	7.13640856922338e-06	206	198	73	0.633631	1.15132941727273	0.000253926305876787	0.254101909525424	0.024128662842069	206	198	73	0.633631	1.15132941727273
GPR132_TSS30533	2.5078731915514e-08	-0.377059617327004	1.3935597097662e-05	206	203	128	1.18441	1.54090603162679	1.97232483284773e-05	0.294695362112897	0.00638159431043302	206	203	128	1.18441	1.54090603162679
FMN1_TSS31659,TSS32621	0.00102729675007173	-0.227664213306788	0.0268266628909836	208	201	30	0.44737	0.619375437129187	0.000167140742614754	0.261200820303591	0.0194073045436149	208	201	30	0.44737	0.619375437129187
RASGRP1_TSS8855	3.20397066758262e-08	-0.374376858950207	1.67136110681794e-05	209	209	163	2.0543	3.19589926794258	0.000189937447965711	0.259051725389404	0.0205918784816058	209	209	163	2.0543	3.19589926794258
PATL2_TSS11322	4.45164195070007e-05	-0.281095916480441	0.00242619232200095	206	206	167	1.52309	1.89272934449761	0.000477417459117373	0.242984537005007	0.0345127896717971	206	206	167	1.52309	1.89272934449761
C15orf48_TSS10458	0.000590860524462136	-0.237963653964153	0.0177265092321322	209	209	207	16.5195	21.2813681722488	0.000491466782209192	0.24246147876073	0.0348102436232082	209	209	207	16.5195	21.2813681722488
DAPK2_TSS33783	9.07296714569997e-09	-0.387942984646524	7.13640856922338e-06	200	183	77	0.59444	1.18065313827751	3.40406050400846e-05	0.286540231489892	0.00789902562535361	200	183	77	0.59444	1.18065313827751
LOXL1-AS1_TSS1251,TSS13349,TSS25298	0.000198837238331853	-0.257042293687253	0.00751845953994155	168	116	3	0.126512	0.197257825837321	0.000642244435728556	0.237581700424652	0.0404104194978093	168	116	3	0.126512	0.197257825837321
CSPG4_TSS34313	0.000146717528909109	0.262114908021182	0.00605855695710137	209	208	183	2.69232	3.15999306555024	1.59106125672876e-09	-0.407547560310294	4.06691167832438e-05	209	208	183	2.69232	3.15999306555024
ODF3L1_TSS109	0.000906979825150026	0.230023253436531	0.024610733875435	206	205	180	2.3205	2.74379872583732	0.000511282383673432	-0.241746790627922	0.0356937100382748	206	205	180	2.3205	2.74379872583732
PSTPIP1_TSS3455	7.96261222223322e-05	-0.272016326654702	0.00389908680100581	207	207	207	5.80971	7.30585961722488	0.000245575402235961	0.254677016010822	0.0236873692700129	207	207	207	5.80971	7.30585961722488
ISG20_TSS31978,TSS7565	7.45921882491566e-09	-0.389994594935373	7.06167008828405e-06	206	206	199	4.15741	6.05581267464115	0.000346279067783707	0.2487024304878	0.028644787222069	206	206	199	4.15741	6.05581267464115
NLRC3_TSS14670	2.5900524944225e-09	-0.40083921225011	3.89437245940786e-06	207	206	130	1.43093	2.4020147384689	5.59942395645879e-05	0.278877684853295	0.0100614692500795	207	206	130	1.43093	2.4020147384689
ADCY9_TSS3133	0.000111968486666028	0.266541347916156	0.00496879598553878	207	207	205	2.88791	2.93499788995215	1.79172944207628e-06	-0.327893106878954	0.00237797692362631	207	207	205	2.88791	2.93499788995215
XYLT1_TSS26523	1.18488998242686e-06	-0.331681452228411	0.000149196910545877	208	204	44	0.561298	0.691048080191388	5.62884903861884e-05	0.278795786760322	0.0100614692500795	208	204	44	0.561298	0.691048080191388
RRN3P1_TSS34716	0.00103498265731352	-0.227522295875017	0.0268266628909836	206	201	106	1.01616	1.14010458803828	8.12418930482396e-06	0.307443112356322	0.00415324805641211	206	201	106	1.01616	1.14010458803828
PRKCB_TSS17400	1.93210271271241e-05	-0.293603084230761	0.00127944242071611	208	208	158	1.70821	2.24461156937799	0.000130993900395138	0.265246832637391	0.0163333418926835	208	208	158	1.70821	2.24461156937799
IL21R_TSS14281,TSS4541	1.13391088178687e-07	-0.360133412111638	3.05315404447583e-05	205	199	100	0.959957	1.46859268709183	1.60481196768313e-06	0.32932663427844	0.00237797692362631	205	199	100	0.959957	1.46859268709183
SEPT1_TSS3220	1.30706184976411e-07	-0.358487747581356	3.27547136684514e-05	208	208	196	4.81238	8.13327097129187	0.000270029455645641	0.25304096308207	0.0251093504136198	208	208	196	4.81238	8.13327097129187
CES1_TSS31413	0.0016427172017763	0.218552847851167	0.0373904669586857	209	209	209	233.79	241.076084688995	0.000484710550824705	-0.242711262165164	0.0346080625408667	209	209	209	233.79	241.076084688995
NLRC5_TSS42	5.91592767590881e-08	-0.367551701585264	2.22377981358684e-05	209	209	209	9.59746	11.2534526794258	0.000199888387901732	0.258188256879508	0.0207702635928997	209	209	209	9.59746	11.2534526794258
B3GNT9_TSS35875	3.21079507972567e-05	-0.286062870666747	0.00188669271339926	205	190	22	0.428416	0.51512505657807	0.000746456732935732	0.234795247134697	0.0436617403903209	205	190	22	0.428416	0.51512505657807
RLTPR_TSS13878	1.54378564429953e-07	-0.35654825720476	3.62024815173763e-05	205	201	76	0.719954	1.15574890861244	0.000231132394228754	0.255716078836617	0.0225495233926763	205	201	76	0.719954	1.15574890861244
ZNRF1_TSS35402	3.74457348003889e-06	-0.316616171556342	0.000368134779704901	205	201	58	0.664654	0.912066740047847	0.000403386702721949	0.246001225230036	0.0312453560856841	205	201	58	0.664654	0.912066740047847
BCAR1_TSS11528,TSS12694,TSS13521,TSS29281,TSS29637,TSS6650,TSS7009	7.9478027313371e-06	0.306301683790237	0.000651133928255473	209	209	209	9.10515	9.67724	2.82093975813743e-07	-0.35104064880502	0.000655509465070461	209	209	209	9.10515	9.67724
SLC7A5_TSS11446	4.74057309888213e-09	-0.394689877100197	5.36833119323096e-06	208	207	172	1.86702	2.54794016555024	0.000605875470553996	0.238653279380672	0.0386272841026212	208	207	172	1.86702	2.54794016555024
CPNE7_TSS19730	5.23693774112437e-08	-0.368921133654599	2.12478358096635e-05	200	180	77	0.607079	1.38269142057416	0.000303238338416345	0.251027164119128	0.0270072305514292	200	180	77	0.607079	1.38269142057416
SPIRE2_TSS12543	7.67366764027354e-05	0.272603043573961	0.00378661425778054	207	207	206	5.59326	5.68016766028708	7.72343194611591e-05	-0.273804207015633	0.012473406035458	207	207	206	5.59326	5.68016766028708
FAM101B_TSS30306	1.06905016064681e-07	-0.36081280575789	3.05315404447583e-05	206	204	149	1.69692	2.57768335741627	0.000757270722115791	0.234527002443856	0.0439922657454585	206	204	149	1.69692	2.57768335741627
SCARF1_TSS19186	9.80732344319944e-06	-0.303349623693887	0.000766620778384162	209	208	197	2.52465	2.6606847784689	1.95366047479177e-06	0.326762180712079	0.00237797692362631	209	208	197	2.52465	2.6606847784689
ATP2A3_TSS26016	4.38224974196668e-09	-0.395496569006545	5.33403265021002e-06	209	209	192	3.18073	4.74448931578947	0.000445310904130769	0.244235499553243	0.0329680454433622	209	209	192	3.18073	4.74448931578947
CLEC10A_TSS21185	0.000138231268508718	-0.26309730118976	0.00580185460484619	209	208	192	3.33101	4.40404494688995	3.81384226102189e-05	0.284809741187841	0.00832858924536602	209	208	192	3.33101	4.40404494688995
ACAP1_TSS17528	2.24064012151262e-08	-0.378285514807585	1.36364290823772e-05	209	209	199	4.26146	7.29895793301435	4.80040929661226e-05	0.281272073993416	0.00923893282318618	209	209	199	4.26146	7.29895793301435
CHD3_TSS13044,TSS18390	3.10606125004137e-05	-0.286561786424186	0.00184208890051757	209	208	205	3.67107	4.55627856215311	1.99820850400541e-05	0.294503412157994	0.0063845259463603	209	208	205	3.67107	4.55627856215311
PIK3R6_TSS30017	0.00115499474832636	-0.225423403486026	0.0289723461844651	207	201	131	1.17859	1.45517254354067	2.02516266858757e-05	0.294306005267848	0.00639076332984777	207	201	131	1.17859	1.45517254354067
HS3ST3B1_TSS7808	3.15372208189209e-07	-0.348074658885327	5.59807570383637e-05	208	196	28	0.365773	0.529076080956938	3.26613553620839e-05	0.287167121944063	0.00789241781549392	208	196	28	0.365773	0.529076080956938
PLD6_TSS13802	2.48627477934221e-05	-0.289886093145721	0.0015848296667024	204	198	34	0.497621	0.65708346076555	3.42684606858084e-05	0.286438978957566	0.00789902562535361	204	198	34	0.497621	0.65708346076555
SPECC1_TSS11661,TSS21829,TSS9232	2.83385741010258e-05	-0.287936718523856	0.00173707983836048	209	204	136	1.20581	1.33966531100478	6.2340435194972e-05	0.277194938487817	0.0107667828649911	209	204	136	1.20581	1.33966531100478
SLFN12L_TSS15211	1.84242000388071e-07	-0.354473490299562	3.95748720329368e-05	204	199	112	1.07289	1.80124513732057	0.000819253811254523	0.233054376117552	0.0461254331926803	204	199	112	1.07289	1.80124513732057
MLLT6_TSS15448	3.6763860401392e-07	-0.346222823359605	6.34946645756744e-05	209	209	209	7.10136	7.83620688995215	0.000317267342737556	0.25023748353007	0.0275925093226358	209	209	209	7.10136	7.83620688995215
LINC00672_TSS26469	9.32699239318234e-06	-0.304057670937383	0.000738102949108774	205	182	4	0.284914	0.333905639856459	0.00017386928291099	0.260539389733087	0.0194073045436149	205	182	4	0.284914	0.333905639856459
PLXDC1_TSS22967	9.29323826520721e-08	-0.362422086153592	2.86198148550556e-05	203	138	11	0.170586	0.307492113971292	0.000525919697185077	0.24123514146878	0.0357738350142415	203	138	11	0.170586	0.307492113971292
IKZF3_TSS27733,TSS29524	1.52923829567762e-07	-0.356658920554259	3.61933889590885e-05	209	207	138	1.4621	2.46949757607655	6.5846794355833e-05	0.276333066038013	0.0111619221878353	209	207	138	1.4621	2.46949757607655
RARA_TSS19901,TSS20305,TSS8154	0.00081728748933097	0.231977260958187	0.0229567972689988	209	209	209	47.1502	47.252980861244	0.000599996937337659	-0.238832038111002	0.0385339741590148	209	209	209	47.1502	47.252980861244
AOC3_TSS29860,TSS5849	0.00102016966944152	0.227796686480692	0.0268266628909836	209	209	209	52.3673	58.1172094736842	5.97382833938374e-06	-0.311726496613236	0.00382362322035123	209	209	209	52.3673	58.1172094736842
