tracking_ID	pvalue (Macrophage)	corr_coef (Macrophage)	fdr (Macrophage)	fpkm>0_num (Macrophage)	fpkm>0.1_num (Macrophage)	fpkm>1_num (Macrophage)	fpkm_median (Macrophage)	fpkm_mean (Macrophage)	pvalue (Bronchial Wall Thickening)	corr_coef (Bronchial Wall Thickening)	fdr (Bronchial Wall Thickening)	fpkm>0_num (Bronchial Wall Thickening)	fpkm>0.1_num (Bronchial Wall Thickening)	fpkm>1_num (Bronchial Wall Thickening)	fpkm_median (Bronchial Wall Thickening)	fpkm_mean (Bronchial Wall Thickening)
CD55_TSS22160	0.00058056805361595	0.238283681263214	0.0175389864468411	209	209	209	35.3043	35.4187440191388	0.000946878272985256	-0.230320249639145	0.049698471326029	209	209	209	35.3043	35.4187440191388
TRAF3IP3_TSS9082,TSS9474	5.17579299146809e-08	-0.369052722525142	2.12478358096635e-05	205	205	188	4.12	6.55824513397129	9.44061670165158e-05	0.270585826012978	0.0140297443901695	205	205	188	4.12	6.55824513397129
TRAF5_TSS34889,TSS35580,TSS8938	1.5857656827556e-07	-0.356234433223168	3.6569749868975e-05	207	207	195	2.10825	2.6493866076555	0.000125168103164149	0.265995081198811	0.0161483033856943	207	207	195	2.10825	2.6493866076555
FAM89A_TSS4251	0.000433454139982734	0.243543996918108	0.0139189965729883	209	209	209	52.2642	52.008809569378	3.26017838089872e-05	-0.287194756976632	0.00789241781549392	209	209	209	52.2642	52.008809569378
TRIB2_TSS27688	2.74975748735363e-07	-0.349719938538772	5.36538558276688e-05	205	204	160	1.76701	2.55545684497608	0.000851818543669941	0.232321345119632	0.0467429838148191	205	204	160	1.76701	2.55545684497608
RASGRP3_TSS12780,TSS24643,TSS6969	1.93661782555721e-06	-0.325347840061373	0.00022198156161017	209	207	169	1.57884	1.78048691138756	1.52541827513477e-05	0.298450468766076	0.0055643611685874	209	207	169	1.57884	1.78048691138756
DYSF_TSS10947,TSS28868	3.86827694426931e-06	-0.316178604745573	0.00037687596140732	208	208	147	1.67572	2.74688610047847	0.000371419191017011	0.247465925179914	0.0296466478260279	208	208	147	1.67572	2.74688610047847
ZAP70_TSS22131,TSS35458	8.82991126861264e-09	-0.388228281223394	7.13640856922338e-06	205	205	170	2.76916	4.99797503827751	0.000598377262627004	0.23888157464055	0.0385339741590148	205	205	170	2.76916	4.99797503827751
CHST10_TSS11758	2.93806213903199e-05	-0.287396220993495	0.00177961626388144	186	146	3	0.16989	0.227184541244019	0.000869765949821029	0.231928304978021	0.0472018841685251	186	146	3	0.16989	0.227184541244019
IL18R1_TSS34462	1.70658783168103e-06	-0.326991621928513	0.000203841549371957	200	187	48	0.466638	0.738374816172249	5.05497691308107e-05	0.280470921745855	0.00950075477024009	200	187	48	0.466638	0.738374816172249
SLC20A1_TSS28706	5.64670716545296e-06	-0.311034462234739	0.000499430733066239	209	209	209	8.36027	8.53118205741627	0.000220067206979314	0.256553891345066	0.0219731948343681	209	209	209	8.36027	8.53118205741627
ARHGEF4_TSS18878,TSS33376	0.000842516024215018	-0.231408437088611	0.0233444279781522	156	50	0	0.0338366	0.0724106758373206	0.000799263528546105	0.233517762360647	0.0455010580248708	156	50	0	0.0338366	0.0724106758373206
KIF5C_TSS20975,TSS21364	5.39660656025514e-08	-0.368584358828563	2.1553540669794e-05	200	141	8	0.157209	0.260358135837321	0.000173787608013474	0.260547274248925	0.0194073045436149	200	141	8	0.157209	0.260358135837321
CYBRD1_TSS22715,TSS9625	0.00184960323668106	-0.216192147702632	0.0405817238908194	204	202	100	0.968177	1.41495529090909	0.000178590143308879	0.260089433900812	0.0197616565070055	204	202	100	0.968177	1.41495529090909
CDCA7_TSS9501	7.28408827834089e-06	-0.307516864190972	0.00061195006658232	203	190	53	0.586259	0.889375975598086	0.000247236085278423	0.254561213463263	0.0237579006609089	203	190	53	0.586259	0.889375975598086
ITGA4_TSS24112	3.21919434124954e-05	-0.2860235270018	0.00188728959992384	209	209	209	9.92245	11.0818024880383	0.000390704909705583	0.246568939408082	0.0307286406061059	209	209	209	9.92245	11.0818024880383
SLC40A1_TSS18329	8.32503175205547e-07	-0.336145798188952	0.000116920954183676	208	204	159	2.12227	3.96547404583732	2.26056033472747e-07	0.353692502648258	0.000612638734948525	208	204	159	2.12227	3.96547404583732
STAT4_TSS18456,TSS5227	3.95931277333692e-07	-0.345323208308751	6.62396371199303e-05	205	203	135	1.49258	2.24083747799043	7.80777342699146e-05	0.273631119590233	0.012473406035458	205	203	135	1.49258	2.24083747799043
CD28_TSS30429	1.09444575804011e-07	-0.360542198385438	3.05315404447583e-05	204	199	66	0.675958	1.10690685741627	0.000363090699836757	0.247866718046149	0.0292774806893608	204	199	66	0.675958	1.10690685741627
MREG_TSS21609	4.02248140935048e-05	-0.282646953948761	0.00225975049020676	207	207	195	2.5546	3.47642358851675	8.60780942518723e-05	0.272071284149021	0.0130966795665006	207	207	195	2.5546	3.47642358851675
TUBA4A_TSS2759,TSS28369	2.90531587713866e-07	-0.34906053819006	5.42657987362476e-05	209	206	172	2.4636	3.81653519617225	0.000180775723251838	0.259884868757548	0.0199090703765646	209	206	172	2.4636	3.81653519617225
ARL4C_TSS25821,TSS2669	1.0104020569881e-07	-0.3614621189491	2.95933907319997e-05	209	208	201	4.57039	6.00943908564593	0.00017251957200759	0.260670130322924	0.0194073045436149	209	208	201	4.57039	6.00943908564593
SLC6A6_TSS1526	4.30775646399849e-05	0.281599620220662	0.00236796909626377	209	209	209	45.6833	46.3137755980861	0.000424158632038019	-0.245106150333554	0.0321718658561537	209	209	209	45.6833	46.3137755980861
OXNAD1_TSS23692	0.000547233797153663	-0.239357411199061	0.0167845984505126	209	208	207	2.53416	2.94018264114833	0.000172248886777747	0.260696465314446	0.0194073045436149	209	208	207	2.53416	2.94018264114833
SATB1_TSS12226,TSS1662	0.000102341538078156	-0.267996716942488	0.00465471895874689	209	209	196	1.77717	2.12918871291866	0.00056086405364698	0.240064994532249	0.0373455367751329	209	209	196	1.77717	2.12918871291866
CXCR6_TSS25765	5.46266620892189e-09	-0.393229186051106	5.59536391697811e-06	208	208	193	5.78245	10.9249298133971	8.52493411073011e-05	0.272226403420708	0.0130966795665006	208	208	193	5.78245	10.9249298133971
CCR5_TSS491	1.82409047673162e-08	-0.380510366901929	1.16563941689343e-05	209	209	200	5.23042	6.81950903349282	0.000159209172811584	0.262013214890535	0.018928119377846	209	209	200	5.23042	6.81950903349282
STAB1_TSS12767	0.00130391883513009	-0.223080952226607	0.0318952378839864	206	205	121	1.19156	2.01703387607655	3.98088673375519e-05	0.284154168112309	0.0083406103115997	206	205	121	1.19156	2.01703387607655
NT5DC2_TSS15451,TSS30912	0.000130417056552737	-0.264053103062336	0.00553752555239952	194	185	46	0.491863	0.678068778242029	4.13794349255943e-07	0.346394663189316	0.000881416446777596	194	185	46	0.491863	0.678068778242029
CD96_TSS35644	2.45214550743064e-08	-0.37730451609347	1.3935597097662e-05	209	208	165	2.37397	3.97483383205742	3.89982788320266e-05	0.28446898235815	0.00832858924536602	209	208	165	2.37397	3.97483383205742
ZBED2_TSS18019	0.0010021218867865	-0.228135987386652	0.0265994159378501	172	130	10	0.155181	0.287337065550239	0.000383419186717266	0.246902870745448	0.0303423462281115	172	130	10	0.155181	0.287337065550239
SIDT1_TSS11062	2.54272556067019e-05	-0.28955264590063	0.00160877742713591	201	187	18	0.292696	0.440750932440191	4.44572433185418e-05	0.282457677397009	0.00875883711475371	201	187	18	0.292696	0.440750932440191
MGLL_TSS14603,TSS20093	0.0024924804264585	0.210144287444464	0.0498515588268434	209	209	209	26.178	26.8005241626794	7.28418484899596e-08	-0.366888727490807	0.000465477622312964	209	209	209	26.178	26.8005241626794
PCOLCE2_TSS16578	0.000197219902072958	0.25717993367967	0.00746835246946203	209	209	209	76.0527	78.2344822966507	4.57491868691608e-05	-0.282015837996394	0.00892667912643222	209	209	209	76.0527	78.2344822966507
SLC9A9_TSS35734	8.65011727967551e-08	-0.363242615176748	2.7988056681745e-05	207	194	45	0.535835	0.705872794354067	0.000353194020360162	0.248354221687928	0.0288434260524796	207	194	45	0.535835	0.705872794354067
CPA3_TSS27930	0.000227132568475704	-0.254789330446685	0.00841410954030069	200	188	84	0.72932	1.74252747320574	0.000221515471387196	0.256442031017499	0.0220317391600315	200	188	84	0.72932	1.74252747320574
ETV5_TSS36356	0.000878928791161635	-0.230614495627103	0.0239512780713034	202	196	43	0.547203	0.673170967942584	2.57563274910429e-05	0.29073855919315	0.00731508318887275	202	196	43	0.547203	0.673170967942584
ST6GAL1_TSS18437,TSS23896	9.89169989225137e-08	-0.361706148479974	2.94002024355625e-05	209	208	206	3.70036	4.80735480952153	2.25171529280758e-06	0.324896386464263	0.00250243889562846	209	208	206	3.70036	4.80735480952153
KLHL5_TSS14972,TSS9470	0.00218606651445656	-0.212823731693466	0.0454662702815494	209	208	164	1.53181	1.61962410181818	0.000495960821152702	0.242297084571231	0.0350200401919453	209	208	164	1.53181	1.61962410181818
ANTXR2_TSS10288,TSS15192	1.90259175016655e-05	-0.293828288626396	0.00126331438606359	209	207	175	2.20603	2.62645104961722	0.000514569231114236	0.241630729482725	0.0356937100382748	209	207	175	2.20603	2.62645104961722
TSPAN5_TSS26330	1.0861102784632e-06	-0.332788971248494	0.00013950786345627	201	168	40	0.326261	0.5778200915311	0.000133969820681062	0.264876545846529	0.0165430076639064	201	168	40	0.326261	0.5778200915311
ELOVL6_TSS32069,TSS794	8.06607807303171e-08	-0.364040244388465	2.64534731658531e-05	199	174	29	0.305799	0.513148875598086	0.000156223107118501	0.262328891662901	0.01865990112643	199	174	29	0.305799	0.513148875598086
ZNF827_TSS22419	9.72747130437264e-06	-0.303465021252331	0.000762711331322297	199	102	1	0.0940501	0.156491634354067	0.000526229880104643	0.241224442177345	0.0357738350142415	199	102	1	0.0940501	0.156491634354067
FAM198B_TSS21137,TSS8367	0.00212149535365582	-0.213431713838959	0.0444124019122001	208	206	127	1.21759	1.72426393875598	0.000717322289726538	0.235536174020549	0.0427533421590226	208	206	127	1.21759	1.72426393875598
TLR3_TSS3408	0.000687645040095692	-0.235183178617869	0.0198267282522557	200	190	43	0.553533	0.656646839712919	0.000107523642523289	0.268478438174646	0.0151571870013963	200	190	43	0.553533	0.656646839712919
PDZD2_TSS12068	0.00131145806379862	-0.222969004926154	0.0319868125656074	192	17	0	0.0264708	0.0411067949760766	0.000936250301167941	0.230534560699036	0.0493212235038211	192	17	0	0.0264708	0.0411067949760766
FYB_TSS21357,TSS30941	5.89502616552172e-05	-0.27675040482857	0.0030564455135274	209	209	209	12.9828	14.773551291866	6.21992321576394e-06	0.311167875580956	0.00382362322035123	209	209	209	12.9828	14.773551291866
OXCT1_TSS11306	0.000105426923828272	-0.267516799028051	0.00474883276433827	203	194	38	0.502368	0.647026571913876	0.000331046043187258	0.249492861022208	0.0279269567983812	203	194	38	0.502368	0.647026571913876
SEPP1_TSS35282	0.000335972172333118	-0.248038673828395	0.0114656671522121	207	206	187	3.58969	7.60575014032091	3.0458255823776e-05	0.288222221029481	0.00786407552637918	207	206	187	3.58969	7.60575014032091
EMB_TSS17303	3.28733503243118e-07	-0.34757474696065	5.75531306602558e-05	208	208	184	2.89705	4.19367018660287	2.28546185562484e-05	0.292517913403261	0.00679542897063547	208	208	184	2.89705	4.19367018660287
PDE4D_TSS16039,TSS22359,TSS25408,TSS25617,TSS29920,TSS3013,TSS3508,TSS3690	1.8027889395857e-05	-0.294615171322306	0.00120947737755249	206	177	28	0.293168	0.536165931578947	0.000566723735388306	0.239875407485263	0.0374315901815516	206	177	28	0.293168	0.536165931578947
F2R_TSS19258	4.11303569769521e-08	-0.371616097933286	1.9469130642368e-05	207	203	93	0.826875	1.55786377511962	4.03090926699492e-06	0.317111830814592	0.00324424953446904	207	203	93	0.826875	1.55786377511962
RHOBTB3_TSS35763	5.3528254401557e-05	-0.278251535057064	0.00281529981637489	209	206	77	0.744939	0.92817366076555	2.19422908198613e-06	0.325237145293954	0.00250243889562846	209	206	77	0.744939	0.92817366076555
ST8SIA4_TSS26762	4.32386501985985e-05	-0.281542447587714	0.00237172347151583	208	208	151	1.54974	1.97837151674641	9.6195327238838e-06	0.305060551638042	0.00431376975359989	208	208	151	1.54974	1.97837151674641
DCANP1_TSS21320	3.60850942585172e-05	-0.284298514242067	0.00209154443161442	189	170	17	0.312419	0.417967681818182	0.000309292920363438	0.250682278401494	0.0272628223615414	189	170	17	0.312419	0.417967681818182
PPP2R2B_TSS16827,TSS20701,TSS25167,TSS32472,TSS7462	2.85537280768791e-06	-0.320239448181359	0.000301180202498008	193	169	31	0.357744	0.547576531100478	0.000581591990264644	0.239402363782756	0.0380841473693416	193	169	31	0.357744	0.547576531100478
ANXA6_TSS11300,TSS22637	4.60558803205778e-08	-0.370357343963089	2.09835077021551e-05	209	208	206	8.16094	11.7399961521531	0.000774463981437845	0.234107700238004	0.0448890563027954	209	208	206	8.16094	11.7399961521531
ITK_TSS1054	5.75433274434669e-08	-0.367863362157552	2.19577223974029e-05	209	208	188	3.50486	5.3292971491866	0.000276111462478265	0.252655514569797	0.0252862785265061	209	208	188	3.50486	5.3292971491866
ADAM19_TSS1594	5.45807465243606e-10	-0.416126825546672	2.27223490512639e-06	209	208	173	2.45939	3.68064251502392	0.000401249989323998	0.246095707590736	0.0312453560856841	209	208	173	2.45939	3.68064251502392
SFXN1_TSS35167	2.96228603718521e-07	-0.348827484575178	5.43991441573288e-05	205	203	193	2.43978	2.80103999569378	3.49701478146102e-05	0.286131108046033	0.00790608243800284	205	203	193	2.43978	2.80103999569378
SERPINB9_TSS19853	4.44980217315947e-07	-0.343900359452911	7.24467473554962e-05	209	205	166	2.03821	2.4087370607177	9.84221927391915e-05	0.269912914317022	0.014294145844355	209	205	166	2.03821	2.4087370607177
BPHL_TSS22360	1.70118023941193e-05	0.2954598003471	0.00115956981598955	208	208	208	8.10704	8.34340119617225	0.000435343108105001	-0.244640898816669	0.0325410897446426	208	208	208	8.10704	8.34340119617225
BRPF3_TSS2944	3.4993799412642e-05	0.284763637395257	0.0020329011517876	209	209	209	5.00754	5.0799895215311	7.38790637853198e-06	-0.308773785442613	0.00401792074343949	209	209	209	5.00754	5.0799895215311
TREM2_TSS28347	0.000607531254096313	-0.237456072539934	0.0180991915920231	209	209	209	82.5211	92.1779719617225	8.80785416566707e-06	0.306306276540027	0.00416391766825873	209	209	209	82.5211	92.1779719617225
TREM1_TSS9189	2.23401831194923e-05	0.291469321789344	0.00144789610779531	209	209	209	195.256	196.030401913876	3.37212605456888e-05	-0.286683219533621	0.00789902562535361	209	209	209	195.256	196.030401913876
TRERF1_TSS31764	4.83046897399601e-09	-0.394496745157191	5.36833119323096e-06	209	204	85	0.749142	1.22622211334928	1.64945170127944e-06	0.328970329849678	0.00237797692362631	209	204	85	0.749142	1.22622211334928
RCAN2_TSS18088,TSS31718,TSS8426	5.16475997225407e-07	-0.342074799436822	8.14916232412261e-05	193	162	22	0.267285	0.487840865215311	0.000809189024924901	0.233286365898986	0.0457603554559854	193	162	22	0.267285	0.487840865215311
TDRD6_TSS352	0.000474085706365419	-0.24194320161747	0.0149791158719487	194	92	7	0.0783972	0.191294600526316	0.000116721568233213	0.267139947382975	0.0157027368716272	194	92	7	0.0783972	0.191294600526316
PLA2G7_TSS21440,TSS24190	1.52965555430215e-05	-0.297000312328395	0.00106829304982288	205	200	155	2.32229	4.61703503732057	3.52604905102431e-05	0.286005417863009	0.00790608243800284	205	200	155	2.32229	4.61703503732057
PRDM1_TSS16731,TSS30061	9.23579000448054e-08	-0.362493125725342	2.86198148550556e-05	206	204	127	1.29282	1.86578941578947	5.03904541630135e-05	0.280519934068953	0.00950075477024009	206	204	127	1.29282	1.86578941578947
SCML4_TSS32503,TSS9590	2.20605726806215e-07	-0.352344840737731	4.58447396983225e-05	204	189	81	0.63486	1.15214363856459	5.86819186474731e-05	0.278144195163275	0.0103446105003314	204	189	81	0.63486	1.15214363856459
MARCKS_TSS16012	0.000238138116221791	-0.253983146825214	0.00873321146161435	208	208	181	2.16985	3.04046989473684	0.000124540812534169	0.266077581915396	0.0161483033856943	208	208	181	2.16985	3.04046989473684
TRAF3IP2_TSS10177,TSS1329,TSS18482	0.00225914059150736	0.21215509077887	0.046606854446747	209	209	209	10.4207	10.4536591866029	2.72507758214475e-05	-0.289894788641683	0.00749923253630277	209	209	209	10.4207	10.4536591866029
SMPDL3A_TSS14511	0.000222771424736507	-0.255118901910341	0.00832494208726589	203	201	159	2.05051	2.43421643827751	3.95112387356127e-05	0.284269052854025	0.0083406103115997	203	201	159	2.05051	2.43421643827751
THEMIS_TSS11521,TSS3012	4.79457277141586e-06	-0.31327092766971	0.000434588917057308	207	201	112	1.08552	2.03631658038277	0.000168990230093327	0.261016568970694	0.0194073045436149	207	201	112	1.08552	2.03631658038277
SGK1_TSS16025,TSS22389,TSS30808,TSS33151	0.000284490740381614	-0.250929291553128	0.0100718390788011	209	209	209	58.0586	63.1534033492823	0.000433927836753247	0.244699155010035	0.0325410897446426	209	209	209	58.0586	63.1534033492823
ZC3H12D_TSS11859	1.51645233130345e-05	-0.297125579671095	0.00106489115495735	208	208	62	0.76351	0.944607248803828	0.00064643309472601	0.237461905682226	0.0404104194978093	208	208	62	0.76351	0.944607248803828
SYNE1_TSS17246,TSS33718	2.04996112763428e-06	-0.324605293060283	0.000229820422734473	209	209	74	0.733832	1.00511580861244	1.40975493614052e-05	0.299592449762066	0.00549724221793166	209	209	74	0.733832	1.00511580861244
CCR6_TSS15799,TSS20563	1.75610846785516e-07	-0.355037867242022	3.83657167067058e-05	208	205	131	1.37228	2.12305273827751	0.000229414807812904	0.255843644604024	0.0225495233926763	208	205	131	1.37228	2.12305273827751
GLCCI1_TSS29894	0.000114071967403724	-0.266239007092961	0.00501857755388399	208	203	82	0.847063	1.0551380337799	0.000135291553884088	0.264714546596633	0.0165463512384267	208	203	82	0.847063	1.0551380337799
WIPF3_TSS11127	4.60444436015569e-07	-0.343482821748734	7.44900014493289e-05	161	46	0	0.0353305	0.0696278958851675	0.000884579728099667	0.231609472635043	0.0478028381182993	161	46	0	0.0353305	0.0696278958851675
POR_TSS20694	3.01307498870536e-05	0.287018221596174	0.00181216964203054	209	209	209	97.8255	99.6826148325359	1.4120036950949e-05	-0.2995694143246	0.00549724221793166	209	209	209	97.8255	99.6826148325359
ABCB1_TSS12396	9.86411172644602e-05	-0.268590509115178	0.00451448857459609	197	141	10	0.179237	0.285990054832536	0.000720846323086014	0.235445093374689	0.0427533421590226	197	141	10	0.179237	0.285990054832536
