tracking_ID	pvalue (Macrophage)	corr_coef (Macrophage)	fdr (Macrophage)	fpkm>0_num (Macrophage)	fpkm>0.1_num (Macrophage)	fpkm>1_num (Macrophage)	fpkm_median (Macrophage)	fpkm_mean (Macrophage)	pvalue (Hilar Lymphadenopathy)	corr_coef (Hilar Lymphadenopathy)	fdr (Hilar Lymphadenopathy)	pval_dir (Hilar Lymphadenopathy)	fpkm>0_num (Hilar Lymphadenopathy)	fpkm>0.1_num (Hilar Lymphadenopathy)	fpkm>1_num (Hilar Lymphadenopathy)	fpkm_median (Hilar Lymphadenopathy)	fpkm_mean (Hilar Lymphadenopathy)
IL15RA_TSS18224,TSS18694	5.47255967780809e-09	-0.393210497844788	5.59536391697811e-06	207	207	205	4.67136	5.50811010526316	8.82269435161969e-05	NA	0.0188559572873759	-8.82269435161969e-05	201	201	199	4.67136	5.4816037044335
PRKCQ_TSS12645	5.82810594273558e-07	-0.340585741196405	8.90989697875872e-05	209	207	122	1.2443	1.73623622511962	3.71697665104166e-05	NA	0.0139720059084229	-3.71697665104166e-05	203	201	118	1.24271	1.71418337463054
ZEB1_TSS23011,TSS4728	8.66696371055268e-07	-0.335640225849377	0.000119749329408344	198	165	18	0.252361	0.400887854976077	8.55236394444117e-05	NA	0.0188559572873759	-8.55236394444117e-05	192	160	16	0.252127	0.391821967438424
SPOCK2_TSS25443,TSS27340	8.98566208525929e-09	-0.38804460436087	7.13640856922338e-06	209	208	197	5.26395	8.61235243301435	4.71483040175405e-05	NA	0.014697046329175	-4.71483040175405e-05	203	202	191	5.23378	8.43481472167488
ANKRD22_TSS21907	9.85173769199707e-08	-0.361752640928967	2.94002024355625e-05	200	186	74	0.572189	0.990218796650718	5.59272586689178e-06	NA	0.00915810142533568	-5.59272586689178e-06	194	180	71	0.571633	0.963141130541872
ANO9_TSS22755	4.18167117809471e-06	-0.31512699160994	0.000394419546063759	201	192	69	0.658907	1.07398842200957	2.33810564618259e-05	NA	0.0123729780967011	-2.33810564618259e-05	195	187	66	0.653561	1.05649706896552
CD5_TSS26111	3.54640383651007e-08	-0.373257590611382	1.81299256930068e-05	207	207	206	4.53083	6.59470154066986	1.41000425780527e-05	NA	0.0113954492392685	-1.41000425780527e-05	201	201	200	4.51058	6.46168666009852
CD6_TSS4778	3.31014102154057e-10	-0.420877731899182	2.27223490512639e-06	208	208	208	6.57103	9.70740995215311	0.000361779244785449	NA	0.041843616633307	-0.000361779244785449	202	202	202	6.55119	9.59990866995074
CCND1_TSS13895	2.40378603693951e-07	-0.351324924381506	4.87136701179745e-05	206	196	35	0.493469	0.649185563301435	0.000418403270503229	NA	0.0449361596526598	-0.000418403270503229	200	190	33	0.491512	0.639306299162562
MYO7A_TSS21748,TSS8185	1.12928492086617e-07	-0.360180615298393	3.05315404447583e-05	208	205	105	1.00335	1.57458260555024	0.000342455029130478	NA	0.0403386774175306	-0.000342455029130478	202	199	100	0.972075	1.55207434758621
BIRC3_TSS31006	3.73792478080157e-05	-0.283763813545902	0.00213747416827895	209	208	193	2.55111	3.18610700430622	0.000161670529329493	NA	0.0274494076091555	-0.000161670529329493	203	202	187	2.44378	3.13517267931034
ETS1_TSS21595,TSS35401	1.34291756031906e-07	-0.358173298100143	3.30060728454958e-05	209	209	208	5.38477	8.25492674162679	2.36445651753722e-05	NA	0.0123729780967011	-2.36445651753722e-05	203	203	202	5.38401	8.11115871428571
CRACR2A_TSS16641	3.91260140571999e-05	-0.283069125184188	0.00221261071972585	207	205	117	1.0708	1.35320421578947	9.45700480663283e-05	NA	0.0191849603065351	-9.45700480663283e-05	201	199	113	1.06414	1.34700938472906
CCND2_TSS27869	4.60317461495217e-10	-0.417753456676758	2.27223490512639e-06	208	208	166	1.59757	2.15908054066986	9.91964320118725e-06	NA	0.0105648333277311	-9.91964320118725e-06	202	202	160	1.59332	2.13379168965517
VAMP1_TSS28587	3.980698686522e-06	-0.31579234085956	0.000383964675947882	208	208	195	2.21972	2.75329164593301	2.95274701263161e-05	NA	0.0123729780967011	-2.95274701263161e-05	202	202	189	2.20045	2.73616159605911
C1S_TSS7208	0.000141905216417427	-0.26266526201467	0.00590755576033527	202	197	104	0.993414	1.45051340813397	2.10184754158886e-05	NA	0.0123729780967011	-2.10184754158886e-05	196	191	100	0.953364	1.42321520837438
CLSTN3_TSS25679	1.21648760669756e-09	-0.408354833601936	2.96257967764586e-06	209	208	194	2.75558	3.50686680669856	4.34196753708255e-05	NA	0.0146032937125483	-4.34196753708255e-05	203	202	189	2.75558	3.49478782561576
CLEC2D_TSS13210	1.79687819840853e-07	-0.354768040303598	3.89237318894241e-05	209	209	151	1.65955	2.39925194258373	2.54690670322112e-05	NA	0.0123729780967011	-2.54690670322112e-05	203	203	147	1.65249	2.36116892610837
KLRK1_TSS7227	2.95353926554296e-05	-0.287317490136948	0.00178476163514288	204	204	154	1.96793	3.33737799521531	0.000190159104519733	NA	0.0285920992389935	-0.000190159104519733	198	198	149	1.96266	3.32505233497537
DUSP16_TSS14260	1.18847828716809e-05	-0.300623465220403	0.000896126651867363	209	209	203	2.11792	2.22888489473684	2.19074320615728e-06	NA	0.00618514500620379	-2.19074320615728e-06	203	203	197	2.11792	2.22505035960591
ST8SIA1_TSS20281	1.12185767545889e-07	-0.360256792589126	3.05315404447583e-05	187	79	0	0.070968	0.116426603923445	0.000309991002522708	NA	0.0386520976365021	-0.000309991002522708	182	76	0	0.070968	0.114933876453202
ABCD2_TSS16216	7.7381737460568e-07	-0.337061678595264	0.000111748846962123	195	137	17	0.168501	0.325354091674641	7.23369096254018e-06	NA	0.0102722430385272	-7.23369096254018e-06	189	132	16	0.166133	0.31579791408867
NELL2_TSS16845,TSS21479,TSS24540,TSS5660	6.66519557245631e-08	-0.366205958265863	2.43384377182222e-05	201	189	69	0.5677	1.14070876028708	1.36379698194611e-05	NA	0.0113954492392685	-1.36379698194611e-05	195	183	65	0.558738	1.1246289453202
SLC38A1_TSS10899,TSS19178,TSS5709	2.81372481667766e-06	-0.320434479764023	0.000298429958668455	209	207	131	1.38788	2.13238356363636	0.000166390054054019	NA	0.0277907196634165	-0.000166390054054019	203	201	127	1.3791	2.09357263448276
IL26_TSS30365	7.53493788650315e-06	-0.307045688525713	0.000623302742125913	147	121	27	0.157509	0.537651686124402	0.000222062400858661	NA	0.0318884102716193	-0.000222062400858661	141	117	27	0.157509	0.545775771921182
IFNG_TSS15869	3.50591885894847e-06	-0.317500667186301	0.000351519831150217	204	200	143	2.25826	4.67213829617225	0.000491924532453086	NA	0.0482119234111547	-0.000491924532453086	198	194	139	2.25253	4.72898948719212
RAB3IP_TSS34250,TSS35162,TSS6267	0.00163013957894254	-0.21870497214444	0.0372035694440628	204	188	0	0.217059	0.233933562966507	0.000414602528627915	NA	0.0447201257064264	-0.000414602528627915	198	182	0	0.216755	0.233678860394089
PLXNC1_TSS1135,TSS5112	7.03931057840994e-08	-0.36558761247534	2.4578479142825e-05	209	209	178	2.22571	2.99771364114833	5.22367986234826e-05	NA	0.0154862157264818	-5.22367986234826e-05	203	203	172	2.1798	2.96388399507389
BTBD11_TSS16782,TSS545	0.000121839763845921	-0.265165981076697	0.00526962132599928	190	130	9	0.162221	0.287851940334928	2.02121335613172e-06	NA	0.00618514500620379	-2.02121335613172e-06	184	126	8	0.159388	0.282890877487685
CMKLR1_TSS22814,TSS7058	2.09168978234174e-06	-0.324341741166939	0.000232674867255877	209	208	172	2.14495	3.48928969138756	9.93030972893724e-07	NA	0.00587255904482368	-9.93030972893724e-07	203	202	166	2.10195	3.39936411576355
KLF12_TSS9262	1.58987720109755e-07	-0.356204127340937	3.6569749868975e-05	206	201	30	0.505696	0.619634114354067	8.2285830479315e-05	NA	0.0187799786686843	-8.2285830479315e-05	200	195	28	0.501464	0.608559339408867
SLAIN1_TSS11653,TSS1730,TSS20020	0.000319241159269742	-0.248930044235621	0.0110123121080889	195	181	18	0.342433	0.458287076555024	0.000388279226538479	NA	0.0433397611770746	-0.000388279226538479	189	175	18	0.3239	0.455370275862069
DOCK9_TSS26804,TSS28758	8.25042218072141e-07	-0.336258749000385	0.000116513282520122	208	197	53	0.477498	0.718512407177033	5.53467335452971e-06	NA	0.00915810142533568	-5.53467335452971e-06	202	191	50	0.462307	0.706380591625616
GPR18_TSS2231	8.68266189150767e-06	-0.305063825073117	0.000702333925977303	181	164	40	0.369648	0.65894289138756	6.8232129046619e-05	NA	0.0175587719939974	-6.8232129046619e-05	175	158	37	0.367481	0.643802356157635
GNG2_TSS18014	2.97949226635344e-07	-0.348757941571775	5.43991441573288e-05	209	208	170	2.26327	3.3047382277512	2.24182380091477e-05	NA	0.0123729780967011	-2.24182380091477e-05	203	202	166	2.20995	3.27860573694581
GCH1_TSS30510	1.25282747955287e-05	-0.299870459810848	0.000936274087751311	209	209	204	4.72506	5.4735436937799	0.00017961699415087	NA	0.0278253938635781	-0.00017961699415087	203	203	198	4.7202	5.43678380295566
SYNE2_TSS16945,TSS1711,TSS22406	7.11066925697592e-08	-0.365473267209445	2.4578479142825e-05	209	209	168	2.43776	3.86285644976077	2.62913152131331e-05	NA	0.0123729780967011	-2.62913152131331e-05	203	203	163	2.37108	3.83729851724138
DPF3_TSS24213,TSS35469	0.000929446413328337	-0.229561726258699	0.0250872014478201	203	195	21	0.391423	0.510954900956938	0.000443627122332549	NA	0.0462838892813971	-0.000443627122332549	197	189	20	0.380537	0.509874272413793
TMEM63C_TSS15614	0.000346212622520223	-0.247513227284532	0.0117303461656234	180	85	4	0.0691611	0.160043306172249	0.000198925907677583	NA	0.0292226731387742	-0.000198925907677583	174	82	4	0.0685373	0.158361378275862
TC2N_TSS15706,TSS15930	3.96489357980882e-07	-0.345306089797767	6.62396371199303e-05	207	205	109	1.03737	1.86901702105263	0.000175379998732181	NA	0.0278253938635781	-0.000175379998732181	201	199	105	1.01698	1.83060304630542
ASB2_TSS10290,TSS25101	1.57455844728458e-06	-0.328033390649805	0.00018895440596733	194	170	38	0.354814	0.623911778803828	0.000106117511006748	NA	0.0211387769790818	-0.000106117511006748	188	165	37	0.339292	0.619281058965517
BCL11B_TSS27034	8.44075898695152e-09	-0.388701236620177	7.13640856922338e-06	206	198	73	0.633631	1.15132941727273	9.59488164197256e-06	NA	0.0105648333277311	-9.59488164197256e-06	200	193	69	0.619519	1.13331925128079
GPR132_TSS30533	2.5078731915514e-08	-0.377059617327004	1.3935597097662e-05	206	203	128	1.18441	1.54090603162679	0.0001399006364387	NA	0.0253617033192172	-0.0001399006364387	200	197	123	1.1442	1.51722195374384
RASGRP1_TSS8855	3.20397066758262e-08	-0.374376858950207	1.67136110681794e-05	209	209	163	2.0543	3.19589926794258	1.19656724940342e-05	NA	0.0113954492392685	-1.19656724940342e-05	203	203	159	2.03208	3.16445229064039
DAPK2_TSS33783	9.07296714569997e-09	-0.387942984646524	7.13640856922338e-06	200	183	77	0.59444	1.18065313827751	0.000148158980337636	NA	0.0261142250668558	-0.000148158980337636	194	177	73	0.588366	1.1594908270936
NLRC3_TSS14670	2.5900524944225e-09	-0.40083921225011	3.89437245940786e-06	207	206	130	1.43093	2.4020147384689	4.58488797938796e-06	NA	0.00901494781854889	-4.58488797938796e-06	201	200	126	1.42143	2.36399406571429
ACSM5_TSS28237	0.000140296812653647	-0.262853100349607	0.00586575606476877	200	189	39	0.533727	0.730741840669856	0.000271702373592059	NA	0.0359185776524593	-0.000271702373592059	194	183	35	0.514037	0.713983604433498
PRKCB_TSS17400	1.93210271271241e-05	-0.293603084230761	0.00127944242071611	208	208	158	1.70821	2.24461156937799	6.38430516388627e-07	NA	0.00587255904482368	-6.38430516388627e-07	202	202	152	1.68677	2.21978186206897
IL21R_TSS14281,TSS4541	1.13391088178687e-07	-0.360133412111638	3.05315404447583e-05	205	199	100	0.959957	1.46859268709183	8.95466745575085e-05	NA	0.0188559572873759	-8.95466745575085e-05	199	193	96	0.937375	1.4503610817842
SEPT1_TSS3220	1.30706184976411e-07	-0.358487747581356	3.27547136684514e-05	208	208	196	4.81238	8.13327097129187	1.41001425492121e-05	NA	0.0113954492392685	-1.41001425492121e-05	202	202	190	4.80409	7.89808799507389
NKD1_TSS3837	0.000116861392390176	-0.265846023945943	0.0051007561890575	193	69	1	0.060144	0.0965866702870813	0.000377410011726067	NA	0.0424510766729085	-0.000377410011726067	187	67	1	0.0593947	0.0947709553694581
GNAO1_TSS29948	1.85952253609304e-05	-0.29416295769731	0.00124427370536843	208	194	40	0.645462	0.765754293110048	0.000519057218887557	NA	0.0498782765864092	-0.000519057218887557	202	188	38	0.630119	0.75537039044335
NLRC5_TSS42	5.91592767590881e-08	-0.367551701585264	2.22377981358684e-05	209	209	209	9.59746	11.2534526794258	1.14873421322008e-06	NA	0.00587255904482368	-1.14873421322008e-06	203	203	203	9.5902	11.1650290640394
ZNRF1_TSS35402	3.74457348003889e-06	-0.316616171556342	0.000368134779704901	205	201	58	0.664654	0.912066740047847	0.00025948353369791	NA	0.0350992150288605	-0.00025948353369791	199	195	56	0.6626	0.904233422019704
CPNE7_TSS19730	5.23693774112437e-08	-0.368921133654599	2.12478358096635e-05	200	180	77	0.607079	1.38269142057416	0.000457642885780241	NA	0.0468177485602994	-0.000457642885780241	194	176	74	0.607079	1.36006592857143
FAM101B_TSS30306	1.06905016064681e-07	-0.36081280575789	3.05315404447583e-05	206	204	149	1.69692	2.57768335741627	3.99708909060486e-05	NA	0.0142598238778773	-3.99708909060486e-05	200	198	145	1.69615	2.54926507241379
P2RX5_TSS12718	1.29011779716447e-05	-0.299450692624967	0.000945551403871067	200	182	62	0.599645	1.00296835027033	8.55737496162671e-05	NA	0.0188559572873759	-8.55737496162671e-05	194	176	58	0.595084	0.994767877864529
ATP2A3_TSS26016	4.38224974196668e-09	-0.395496569006545	5.33403265021002e-06	209	209	192	3.18073	4.74448931578947	0.00016322952766291	NA	0.0274494076091555	-0.00016322952766291	203	203	186	3.17065	4.66642156157635
ACAP1_TSS17528	2.24064012151262e-08	-0.378285514807585	1.36364290823772e-05	209	209	199	4.26146	7.29895793301435	0.000324099788935512	NA	0.0396248364932871	-0.000324099788935512	203	203	194	4.24194	7.15320095073892
HS3ST3B1_TSS7808	3.15372208189209e-07	-0.348074658885327	5.59807570383637e-05	208	196	28	0.365773	0.529076080956938	0.00015408348591343	NA	0.0266116755637377	-0.00015408348591343	202	190	24	0.360581	0.516481117832512
SLC46A1_TSS5717	8.15699672328725e-05	-0.271632756952517	0.00395776241429183	209	207	205	4.94238	5.50068923075537	9.38450440637613e-06	NA	0.0105648333277311	-9.38450440637613e-06	203	201	199	4.91996	5.45232236072844
SLFN12L_TSS15211	1.84242000388071e-07	-0.354473490299562	3.95748720329368e-05	204	199	112	1.07289	1.80124513732057	0.000169589797496479	NA	0.0277907196634165	-0.000169589797496479	198	194	108	1.06775	1.77461839802956
PLXDC1_TSS22967	9.29323826520721e-08	-0.362422086153592	2.86198148550556e-05	203	138	11	0.170586	0.307492113971292	4.52376157885374e-05	NA	0.0146369455338077	-4.52376157885374e-05	197	134	11	0.170586	0.307097786305419
IKZF3_TSS27733,TSS29524	1.52923829567762e-07	-0.356658920554259	3.61933889590885e-05	209	207	138	1.4621	2.46949757607655	0.000361779244785449	NA	0.041843616633307	-0.000361779244785449	203	201	134	1.45399	2.45487865221675
HLF_TSS22427	2.23190268210974e-06	-0.323491486364991	0.000243801984860713	195	131	13	0.154282	0.305211244497608	9.24711272149105e-05	NA	0.0190617296995188	-9.24711272149105e-05	189	127	12	0.1494	0.299619921182266
PSTPIP2_TSS28471	3.82386722016338e-07	-0.345745919933553	6.51612466763975e-05	209	209	204	4.53493	5.09686786602871	2.90371034288351e-06	NA	0.00618514500620379	-2.90371034288351e-06	203	203	198	4.51031	5.06270208866995
MEX3C_TSS6116	2.57984855082232e-05	-0.289337153831181	0.00162823478537208	206	206	199	2.31559	2.44857414832536	0.000179613148586146	NA	0.0278253938635781	-0.000179613148586146	200	200	193	2.30399	2.43031136453202
BCL2_TSS20723	1.10900345148743e-07	-0.360389783467714	3.05315404447583e-05	208	206	170	1.81542	2.25534995598086	7.9395985302305e-06	NA	0.010493219464158	-7.9395985302305e-06	202	200	166	1.81331	2.23009378719212
CD226_TSS14812,TSS30052	2.29351298042872e-06	-0.323133874409219	0.00024840883598618	205	202	116	1.21365	1.7766807861244	0.000401679480831922	NA	0.044255729351486	-0.000401679480831922	199	196	112	1.14909	1.75540950394089
TNFSF14_TSS27579	9.38289232230452e-09	-0.38758970909664	7.13640856922338e-06	204	201	127	1.18979	1.64942039703349	7.44455528957095e-05	NA	0.0179519129959173	-7.44455528957095e-05	198	195	123	1.18979	1.64582094078818
ICAM1_TSS170	2.68969960490591e-05	-0.288716218568192	0.00166468308961259	209	209	209	17.0734	18.7117527751196	0.000315271400708471	NA	0.0389306873116388	-0.000315271400708471	203	203	203	16.6991	18.6246986699507
CYP4F22_TSS6115	1.89353156276218e-05	-0.293898091631176	0.00126331438606359	188	137	17	0.189949	0.34141741062201	0.000404197782590872	NA	0.0442970209606394	-0.000404197782590872	182	132	16	0.187175	0.337027155270936
JAK3_TSS2274	1.01847643221445e-08	-0.386725450439686	7.23146557884269e-06	209	207	159	1.91512	3.17893387751196	0.000149693476414713	NA	0.0261142250668558	-0.000149693476414713	203	201	155	1.8812	3.09937479507389
ZNF507_TSS30693	1.06393652486222e-06	-0.333050779771694	0.00013875143628573	200	158	7	0.216019	0.32349932937799	4.85868593391712e-05	NA	0.0148852137198691	-4.85868593391712e-05	194	153	7	0.213841	0.318830434679803
RELB_TSS28992	1.90280520572153e-05	-0.293826647878491	0.00126331438606359	207	207	204	2.7998	3.364297784689	0.000123301524119619	NA	0.0231743401325116	-0.000123301524119619	201	201	198	2.79205	3.310309591133
IL4I1_TSS24439,TSS29594	1.20603180725949e-05	-0.300414297051082	0.000906687618392933	208	208	207	5.46152	6.84765942105263	3.52835263057472e-05	NA	0.0139720059084229	-3.52835263057472e-05	202	202	201	5.4601	6.74319920689655
SLA2_TSS26439	3.15850184180542e-06	-0.318896507542611	0.000326860184527888	207	206	146	1.78232	2.80458343923445	0.000370126277150364	NA	0.0424251021087015	-0.000370126277150364	201	200	141	1.7747	2.77910751625616
PPP1R16B_TSS11572	1.30910869185576e-09	-0.407633203417779	2.96257967764586e-06	209	208	163	2.09606	3.41611994497608	3.17802860856322e-05	NA	0.0131021918166911	-3.17802860856322e-05	203	202	159	2.03316	3.37783681527094
PLCG1_TSS1695	3.80773980020942e-08	-0.372471336927693	1.89902068899956e-05	209	209	209	4.00441	5.23605277511962	0.000240795370037324	NA	0.033633718325268	-0.000240795370037324	203	203	203	3.96555	5.1463497044335
NFATC2_TSS11321,TSS27718	4.08148542619266e-08	-0.371701598064592	1.9469130642368e-05	208	207	152	1.65408	2.52637979569378	3.56533474633796e-05	NA	0.0139720059084229	-3.56533474633796e-05	202	201	147	1.64644	2.49221302610837
CASS4_TSS28755,TSS30185	2.00199752297353e-06	-0.324914617308015	0.000225431976584698	206	203	97	0.953591	1.363749345311	0.000292811284023073	NA	0.0376108001553455	-0.000292811284023073	200	197	93	0.945349	1.34074001068966
ZNF831_TSS20169	3.8156469956296e-07	-0.345772033852902	6.51612466763975e-05	204	169	27	0.291919	0.507969614210526	0.000321099752381771	NA	0.0394597633203387	-0.000321099752381771	198	164	26	0.289155	0.503180404778325
TMPRSS3_TSS15446,TSS19569,TSS20009	5.69009270824394e-05	-0.277301900261984	0.0029622089555076	182	145	18	0.204024	0.37252195645933	0.000439557761514503	NA	0.0462838892813971	-0.000439557761514503	177	140	17	0.200708	0.370642275369458
UBASH3A_TSS7178	6.46585206737203e-07	-0.339299841284146	9.60893283105212e-05	205	199	121	1.3045	2.02666295167464	4.4781059116353e-05	NA	0.0146369455338077	-4.4781059116353e-05	199	193	117	1.2551	1.99273471871921
ITGB2-AS1_TSS32326	6.23006760064059e-08	-0.366968586531982	2.30792402811557e-05	204	197	113	1.1057	2.0268671277512	6.86936035131543e-05	NA	0.0175587719939974	-6.86936035131543e-05	198	191	110	1.1057	1.97514810689655
MIAT_TSS7965	2.09128654485612e-09	-0.402985486695467	3.34096096081671e-06	209	207	137	1.58455	3.0678700110048	2.24182380091477e-05	NA	0.0123729780967011	-2.24182380091477e-05	203	201	133	1.54273	3.01329325763548
APOL3_TSS3419,TSS5040	2.29952638042357e-07	-0.351852236023263	4.74017692016185e-05	209	209	209	11.6819	13.1568916746411	0.000342455029130478	NA	0.0403386774175306	-0.000342455029130478	203	203	203	11.6564	13.1186468472906
IL2RB_TSS32311	4.32773165883533e-09	-0.395624858817062	5.33403265021002e-06	209	208	192	3.72647	5.833840184689	0.000177911156823479	NA	0.0278253938635781	-0.000177911156823479	203	202	187	3.7261	5.78765550541872
APOBEC3C_TSS16140	0.000399008122900391	-0.245014015724731	0.0130089880477766	209	209	209	26.6005	28.3055174641148	0.000487586279933246	NA	0.0482119234111547	-0.000487586279933246	203	203	203	26.569	28.2340401477833
APOBEC3G_TSS23486	9.02934284132738e-06	-0.304513993169773	0.000725783120651475	209	209	209	17.5753	20.5898524401914	0.000303850104771051	NA	0.0384490719210536	-0.000303850104771051	203	203	203	17.3675	20.5684569458128
SCUBE1_TSS3149	0.000717957841382981	-0.234386516390528	0.0205967681072844	189	111	9	0.110735	0.248480788899522	5.28783106493461e-05	NA	0.0154862157264818	-5.28783106493461e-05	183	107	9	0.110137	0.247128290049261
CERK_TSS17622	1.75728605533778e-06	-0.326611913031302	0.000208920878420879	209	209	209	7.49052	8.22545325358852	0.000298285863029341	NA	0.0379327609198656	-0.000298285863029341	203	203	203	7.46361	8.17877699507389
MAPK11_TSS16672	6.41857299119737e-06	-0.309270063431895	0.000556153031281342	203	199	62	0.638078	0.90674814354067	0.000494095621675978	NA	0.0482119234111547	-0.000494095621675978	197	194	60	0.638078	0.905688363054187
P2RY8_TSS20289	1.14247253848881e-06	-0.332145805564304	0.000144568022556003	208	206	126	1.28026	2.14348618191388	0.000441705853683701	NA	0.0462838892813971	-0.000441705853683701	202	200	122	1.25773	2.11147579812808
CXCR3_TSS967	9.20580895457833e-08	-0.36253036858717	2.86198148550556e-05	202	200	156	2.50364	4.13879098803828	3.63909337643064e-05	NA	0.0139720059084229	-3.63909337643064e-05	196	194	151	2.50364	4.07397570197044
GPR174_TSS27218	2.42018625907554e-06	-0.322426507782247	0.000258838414093012	191	184	91	0.818488	1.39493388133971	0.000122036555439077	NA	0.0231195041015383	-0.000122036555439077	185	178	87	0.795209	1.37587845418719
P2RY10_TSS25200	1.05731052708223e-06	-0.333130025752482	0.000138594432732045	199	195	91	0.874331	1.33818824784689	2.67185880193083e-06	NA	0.00618514500620379	-2.67185880193083e-06	193	190	87	0.856142	1.32001951625616
ITM2A_TSS6954	3.1493409506245e-07	-0.348091392338872	5.59807570383637e-05	209	206	158	2.00753	3.40745899043062	0.000399880849818912	NA	0.044248287455503	-0.000399880849818912	203	200	154	1.98509	3.357762
SH2D1A_TSS30904	2.83717387286643e-07	-0.349345116150687	5.42657987362476e-05	201	188	76	0.663915	1.12194827703349	0.000443524073217125	NA	0.0462838892813971	-0.000443524073217125	195	183	72	0.657047	1.10395241921182
STK26_TSS12422,TSS32181	0.00120898062926712	-0.224543851027742	0.0300318307723002	207	206	149	1.40876	1.62487549665072	0.000128200744095887	NA	0.0237459363756156	-0.000128200744095887	201	200	143	1.40373	1.60457654581281
DDX26B_TSS25422	4.0341083437818e-06	-0.315612456233944	0.000387653546524085	209	209	201	2.27777	2.4835429569378	0.000478926951797067	NA	0.0481962669877355	-0.000478926951797067	203	203	195	2.2766	2.47217506403941
CD40LG_TSS4143	5.52209798988064e-10	-0.416015151443799	2.27223490512639e-06	206	206	162	2.58731	4.25902380861244	0.00017454133153139	NA	0.0278253938635781	-0.00017454133153139	200	200	158	2.58731	4.20172177832512
