tracking_ID	pvalue (Lymphocyte)	corr_coef (Lymphocyte)	fdr (Lymphocyte)	fpkm>0_num (Lymphocyte)	fpkm>0.1_num (Lymphocyte)	fpkm>1_num (Lymphocyte)	fpkm_median (Lymphocyte)	fpkm_mean (Lymphocyte)	pvalue (Hilar Lymphadenopathy)	corr_coef (Hilar Lymphadenopathy)	fdr (Hilar Lymphadenopathy)	pval_dir (Hilar Lymphadenopathy)	fpkm>0_num (Hilar Lymphadenopathy)	fpkm>0.1_num (Hilar Lymphadenopathy)	fpkm>1_num (Hilar Lymphadenopathy)	fpkm_median (Hilar Lymphadenopathy)	fpkm_mean (Hilar Lymphadenopathy)
GNG2_TSS18014	2.30007750013939e-08	0.378001111966541	4.52248315238946e-06	209	208	170	2.26327	3.3047382277512	2.24182380091477e-05	NA	0.0123729780967011	-2.24182380091477e-05	203	202	166	2.20995	3.27860573694581
GCH1_TSS30510	0.0003883806679582	0.245491357939439	0.00923021886957448	209	209	204	4.72506	5.4735436937799	0.00017961699415087	NA	0.0278253938635781	-0.00017961699415087	203	203	198	4.7202	5.43678380295566
SYNE2_TSS16945,TSS1711,TSS22406	2.56874672435698e-11	0.444069910175544	2.3449905364746e-08	209	209	168	2.43776	3.86285644976077	2.62913152131331e-05	NA	0.0123729780967011	-2.62913152131331e-05	203	203	163	2.37108	3.83729851724138
DPF3_TSS24213,TSS35469	9.1722343151549e-06	0.304293176044499	0.00056088871131501	203	195	21	0.391423	0.510954900956938	0.000443627122332549	NA	0.0462838892813971	-0.000443627122332549	197	189	20	0.380537	0.509874272413793
TC2N_TSS15706,TSS15930	1.0390064665793e-07	0.361141031748791	1.4051875286896e-05	207	205	109	1.03737	1.86901702105263	0.000175379998732181	NA	0.0278253938635781	-0.000175379998732181	201	199	105	1.01698	1.83060304630542
ASB2_TSS10290,TSS25101	4.13087103571341e-06	0.3152922526112	0.000287708976958775	194	170	38	0.354814	0.623911778803828	0.000106117511006748	NA	0.0211387769790818	-0.000106117511006748	188	165	37	0.339292	0.619281058965517
BCL11B_TSS27034	2.85039092992495e-12	0.462704967960078	4.85725617065412e-09	206	198	73	0.633631	1.15132941727273	9.59488164197256e-06	NA	0.0105648333277311	-9.59488164197256e-06	200	193	69	0.619519	1.13331925128079
GPR132_TSS30533	5.8526735299386e-07	0.340533763677602	5.77525819600542e-05	206	203	128	1.18441	1.54090603162679	0.0001399006364387	NA	0.0253617033192172	-0.0001399006364387	200	197	123	1.1442	1.51722195374384
RASGRP1_TSS8855	1.92567605957338e-10	0.425941715044335	9.46580879976061e-08	209	209	163	2.0543	3.19589926794258	1.19656724940342e-05	NA	0.0113954492392685	-1.19656724940342e-05	203	203	159	2.03208	3.16445229064039
DAPK2_TSS33783	8.86933459716704e-09	0.388181495564297	2.02418805034095e-06	200	183	77	0.59444	1.18065313827751	0.000148158980337636	NA	0.0261142250668558	-0.000148158980337636	194	177	73	0.588366	1.1594908270936
SYNM_TSS34567	0.000157818554449788	0.260907073756345	0.004790973955215	197	120	1	0.126993	0.171999961913876	1.56034866935721e-05	NA	0.0113954492392685	-1.56034866935721e-05	191	116	1	0.125822	0.169971161280788
NLRC3_TSS14670	7.01372508972802e-11	0.435164811908722	4.59686735944969e-08	207	206	130	1.43093	2.4020147384689	4.58488797938796e-06	NA	0.00901494781854889	-4.58488797938796e-06	201	200	126	1.42143	2.36399406571429
PRKCB_TSS17400	0.000125436668723068	0.264690640823653	0.00400785836153793	208	208	158	1.70821	2.24461156937799	6.38430516388627e-07	NA	0.00587255904482368	-6.38430516388627e-07	202	202	152	1.68677	2.21978186206897
IL21R_TSS14281,TSS4541	3.38153234241081e-06	0.317984647952485	0.000246298459899104	205	199	100	0.959957	1.46859268709183	8.95466745575085e-05	NA	0.0188559572873759	-8.95466745575085e-05	199	193	96	0.937375	1.4503610817842
SEPT1_TSS3220	2.0407001240857e-10	0.425403378240185	9.50272539486207e-08	208	208	196	4.81238	8.13327097129187	1.41001425492121e-05	NA	0.0113954492392685	-1.41001425492121e-05	202	202	190	4.80409	7.89808799507389
NKD1_TSS3837	1.59652952799718e-05	0.296381142441181	0.00085913455295023	193	69	1	0.060144	0.0965866702870813	0.000377410011726067	NA	0.0424510766729085	-0.000377410011726067	187	67	1	0.0593947	0.0947709553694581
GNAO1_TSS29948	1.28072376461691e-06	0.330688219377632	0.000109854295796553	208	194	40	0.645462	0.765754293110048	0.000519057218887557	NA	0.0498782765864092	-0.000519057218887557	202	188	38	0.630119	0.75537039044335
NLRC5_TSS42	2.06418496695424e-07	0.353132185956902	2.44455211309448e-05	209	209	209	9.59746	11.2534526794258	1.14873421322008e-06	NA	0.00587255904482368	-1.14873421322008e-06	203	203	203	9.5902	11.1650290640394
ZNRF1_TSS35402	4.59013832863175e-08	0.370394816008832	7.47315451071059e-06	205	201	58	0.664654	0.912066740047847	0.00025948353369791	NA	0.0350992150288605	-0.00025948353369791	199	195	56	0.6626	0.904233422019704
CPNE7_TSS19730	6.96065730375429e-08	0.365714944944644	1.01091682580263e-05	200	180	77	0.607079	1.38269142057416	0.000457642885780241	NA	0.0468177485602994	-0.000457642885780241	194	176	74	0.607079	1.36006592857143
FAM101B_TSS30306	6.73997889364261e-10	0.414100278630886	2.29707467333865e-07	206	204	149	1.69692	2.57768335741627	3.99708909060486e-05	NA	0.0142598238778773	-3.99708909060486e-05	200	198	145	1.69615	2.54926507241379
TLCD2_TSS15440	0.00199746565599598	-0.214648359690743	0.0285554919647166	209	209	209	5.06956	5.29911196172249	0.000188379311782518	NA	0.0284920922394849	0.000188379311782518	203	203	203	5.12235	5.35946502463054
P2RX5_TSS12718	4.3783192464877e-08	0.370921179643017	7.22027214577239e-06	200	182	62	0.599645	1.00296835027033	8.55737496162671e-05	NA	0.0188559572873759	-8.55737496162671e-05	194	176	58	0.595084	0.994767877864529
ATP2A3_TSS26016	1.29026783359803e-11	0.450028621312537	1.49911527702724e-08	209	209	192	3.18073	4.74448931578947	0.00016322952766291	NA	0.0274494076091555	-0.00016322952766291	203	203	186	3.17065	4.66642156157635
ACAP1_TSS17528	3.49556323197307e-10	0.420363540299382	1.37461679649944e-07	209	209	199	4.26146	7.29895793301435	0.000324099788935512	NA	0.0396248364932871	-0.000324099788935512	203	203	194	4.24194	7.15320095073892
HS3ST3B1_TSS7808	2.0020334515562e-05	0.293082146829322	0.00101940193337108	208	196	28	0.365773	0.529076080956938	0.00015408348591343	NA	0.0266116755637377	-0.00015408348591343	202	190	24	0.360581	0.516481117832512
SLFN12L_TSS15211	1.38073561778271e-05	0.298476670681843	0.000772275341928751	204	199	112	1.07289	1.80124513732057	0.000169589797496479	NA	0.0277907196634165	-0.000169589797496479	198	194	108	1.06775	1.77461839802956
PLXDC1_TSS22967	1.42663325565852e-07	0.357469421006887	1.82330863239437e-05	203	138	11	0.170586	0.307492113971292	4.52376157885374e-05	NA	0.0146369455338077	-4.52376157885374e-05	197	134	11	0.170586	0.307097786305419
IKZF3_TSS27733,TSS29524	2.68071452359514e-09	0.400492558315826	7.44801564539297e-07	209	207	138	1.4621	2.46949757607655	0.000361779244785449	NA	0.041843616633307	-0.000361779244785449	203	201	134	1.45399	2.45487865221675
HLF_TSS22427	7.73018726047972e-07	0.33707459518768	7.2643866384236e-05	195	131	13	0.154282	0.305211244497608	9.24711272149105e-05	NA	0.0190617296995188	-9.24711272149105e-05	189	127	12	0.1494	0.299619921182266
MSX2P1_TSS29717	0.000204851336771884	0.256539473820181	0.00589662727390329	99	28	0	0	0.0494584507177033	1.77961268707767e-05	NA	0.0116637640754852	-1.77961268707767e-05	94	25	0	0	0.0464197645320197
PSTPIP2_TSS28471	5.63812740560271e-06	0.311055334476068	0.000373357965322826	209	209	204	4.53493	5.09686786602871	2.90371034288351e-06	NA	0.00618514500620379	-2.90371034288351e-06	203	203	198	4.51031	5.06270208866995
MEX3C_TSS6116	0.00070060217613303	0.234838760772797	0.013936258540184	206	206	199	2.31559	2.44857414832536	0.000179613148586146	NA	0.0278253938635781	-0.000179613148586146	200	200	193	2.30399	2.43031136453202
BCL2_TSS20723	8.31810759164596e-08	0.363689452466314	1.17469142624344e-05	208	206	170	1.81542	2.25534995598086	7.9395985302305e-06	NA	0.010493219464158	-7.9395985302305e-06	202	200	166	1.81331	2.23009378719212
CD226_TSS14812,TSS30052	9.05563487703049e-06	0.304473115171701	0.00055642087281677	205	202	116	1.21365	1.7766807861244	0.000401679480831922	NA	0.044255729351486	-0.000401679480831922	199	196	112	1.14909	1.75540950394089
TNFSF14_TSS27579	1.01082621598181e-06	0.333699690121898	9.06586979182846e-05	204	201	127	1.18979	1.64942039703349	7.44455528957095e-05	NA	0.0179519129959173	-7.44455528957095e-05	198	195	123	1.18979	1.64582094078818
ICAM1_TSS170	1.52063248539894e-05	0.29708580861272	0.000834096286679878	209	209	209	17.0734	18.7117527751196	0.000315271400708471	NA	0.0389306873116388	-0.000315271400708471	203	203	203	16.6991	18.6246986699507
CYP4F22_TSS6115	6.80559200725137e-06	0.308459990466401	0.000437079741953147	188	137	17	0.189949	0.34141741062201	0.000404197782590872	NA	0.0442970209606394	-0.000404197782590872	182	132	16	0.187175	0.337027155270936
JAK3_TSS2274	1.01741276329399e-09	0.410105117048305	3.29190982817186e-07	209	207	159	1.91512	3.17893387751196	0.000149693476414713	NA	0.0261142250668558	-0.000149693476414713	203	201	155	1.8812	3.09937479507389
ZNF507_TSS30693	1.022151697523e-06	0.333558625157969	9.1353914476872e-05	200	158	7	0.216019	0.32349932937799	4.85868593391712e-05	NA	0.0148852137198691	-4.85868593391712e-05	194	153	7	0.213841	0.318830434679803
RELB_TSS28992	0.000133652196632316	0.263651065318722	0.00420207109239683	207	207	204	2.7998	3.364297784689	0.000123301524119619	NA	0.0231743401325116	-0.000123301524119619	201	201	198	2.79205	3.310309591133
IL4I1_TSS24439,TSS29594	2.22409761089233e-07	0.352248224356312	2.60780546018436e-05	208	208	207	5.46152	6.84765942105263	3.52835263057472e-05	NA	0.0139720059084229	-3.52835263057472e-05	202	202	201	5.4601	6.74319920689655
SLA2_TSS26439	3.09307938680081e-11	0.442442485661806	2.63540674020051e-08	207	206	146	1.78232	2.80458343923445	0.000370126277150364	NA	0.0424251021087015	-0.000370126277150364	201	200	141	1.7747	2.77910751625616
PPP1R16B_TSS11572	8.60246069276297e-12	0.453483472813103	1.0470833227034e-08	209	208	163	2.09606	3.41611994497608	3.17802860856322e-05	NA	0.0131021918166911	-3.17802860856322e-05	203	202	159	2.03316	3.37783681527094
PLCG1_TSS1695	6.26014452967204e-12	0.456165381587088	8.4218712801551e-09	209	209	209	4.00441	5.23605277511962	0.000240795370037324	NA	0.033633718325268	-0.000240795370037324	203	203	203	3.96555	5.1463497044335
NFATC2_TSS11321,TSS27718	6.08576246823967e-10	0.41508281234894	2.13448582530314e-07	208	207	152	1.65408	2.52637979569378	3.56533474633796e-05	NA	0.0139720059084229	-3.56533474633796e-05	202	201	147	1.64644	2.49221302610837
CASS4_TSS28755,TSS30185	1.81482096479628e-06	0.326193456693894	0.000144964495878618	206	203	97	0.953591	1.363749345311	0.000292811284023073	NA	0.0376108001553455	-0.000292811284023073	200	197	93	0.945349	1.34074001068966
ZNF831_TSS20169	1.6019233467943e-10	0.427643491688679	8.71207716327852e-08	204	169	27	0.291919	0.507969614210526	0.000321099752381771	NA	0.0394597633203387	-0.000321099752381771	198	164	26	0.289155	0.503180404778325
TMPRSS3_TSS15446,TSS19569,TSS20009	8.44961776675484e-07	0.335959327900972	7.85384289949165e-05	182	145	18	0.204024	0.37252195645933	0.000439557761514503	NA	0.0462838892813971	-0.000439557761514503	177	140	17	0.200708	0.370642275369458
UBASH3A_TSS7178	1.02787819163348e-10	0.431707122827445	6.25561772770082e-08	205	199	121	1.3045	2.02666295167464	4.4781059116353e-05	NA	0.0146369455338077	-4.4781059116353e-05	199	193	117	1.2551	1.99273471871921
ITGB2-AS1_TSS32326	5.52423159787674e-08	0.368321993521644	8.50631830562213e-06	204	197	113	1.1057	2.0268671277512	6.86936035131543e-05	NA	0.0175587719939974	-6.86936035131543e-05	198	191	110	1.1057	1.97514810689655
MIAT_TSS7965	2.27959645149472e-10	0.424373486169987	1.02225903327468e-07	209	207	137	1.58455	3.0678700110048	2.24182380091477e-05	NA	0.0123729780967011	-2.24182380091477e-05	203	201	133	1.54273	3.01329325763548
APOL3_TSS3419,TSS5040	1.61530280177031e-06	0.32770327795384	0.00013233575293606	209	209	209	11.6819	13.1568916746411	0.000342455029130478	NA	0.0403386774175306	-0.000342455029130478	203	203	203	11.6564	13.1186468472906
IL2RB_TSS32311	1.77364520885004e-11	0.447289457521768	1.81344580733664e-08	209	208	192	3.72647	5.833840184689	0.000177911156823479	NA	0.0278253938635781	-0.000177911156823479	203	202	187	3.7261	5.78765550541872
APOBEC3C_TSS16140	5.60212038573756e-05	0.277544392091627	0.0022269953216149	209	209	209	26.6005	28.3055174641148	0.000487586279933246	NA	0.0482119234111547	-0.000487586279933246	203	203	203	26.569	28.2340401477833
APOBEC3G_TSS23486	4.54977014621614e-10	0.41786456828634	1.73577126429001e-07	209	209	209	17.5753	20.5898524401914	0.000303850104771051	NA	0.0384490719210536	-0.000303850104771051	203	203	203	17.3675	20.5684569458128
MEI1_TSS28708	0.00349181985948151	0.203105906058449	0.0409155323409255	204	199	18	0.444608	0.512327905741627	0.000209068489391593	NA	0.030363634416696	-0.000209068489391593	198	193	18	0.435456	0.509312838916256
SCUBE1_TSS3149	3.30988721883159e-07	0.347492293747572	3.56979017723857e-05	189	111	9	0.110735	0.248480788899522	5.28783106493461e-05	NA	0.0154862157264818	-5.28783106493461e-05	183	107	9	0.110137	0.247128290049261
CERK_TSS17622	0.00191027089813198	0.215545587697661	0.027633522596011	209	209	209	7.49052	8.22545325358852	0.000298285863029341	NA	0.0379327609198656	-0.000298285863029341	203	203	203	7.46361	8.17877699507389
MAPK11_TSS16672	3.90282327515297e-08	0.372198104475182	6.66618981302668e-06	203	199	62	0.638078	0.90674814354067	0.000494095621675978	NA	0.0482119234111547	-0.000494095621675978	197	194	60	0.638078	0.905688363054187
P2RY8_TSS20289	9.89108166547705e-13	0.471289084800969	2.29841762228417e-09	208	206	126	1.28026	2.14348618191388	0.000441705853683701	NA	0.0462838892813971	-0.000441705853683701	202	200	122	1.25773	2.11147579812808
CXCR3_TSS967	4.05785004744072e-12	0.459786301671706	5.76237250347958e-09	202	200	156	2.50364	4.13879098803828	3.63909337643064e-05	NA	0.0139720059084229	-3.63909337643064e-05	196	194	151	2.50364	4.07397570197044
GPR174_TSS27218	9.27395851110149e-06	0.304137955808901	0.000564408698814917	191	184	91	0.818488	1.39493388133971	0.000122036555439077	NA	0.0231195041015383	-0.000122036555439077	185	178	87	0.795209	1.37587845418719
P2RY10_TSS25200	1.42338984175551e-06	0.329333835455574	0.000120086940182677	199	195	91	0.874331	1.33818824784689	2.67185880193083e-06	NA	0.00618514500620379	-2.67185880193083e-06	193	190	87	0.856142	1.32001951625616
ITM2A_TSS6954	6.61890287930423e-08	0.366284780483211	9.72647404254727e-06	209	206	158	2.00753	3.40745899043062	0.000399880849818912	NA	0.044248287455503	-0.000399880849818912	203	200	154	1.98509	3.357762
SH2D1A_TSS30904	3.12326102231589e-08	0.374657416226084	5.54400520773726e-06	201	188	76	0.663915	1.12194827703349	0.000443524073217125	NA	0.0462838892813971	-0.000443524073217125	195	183	72	0.657047	1.10395241921182
DDX26B_TSS25422	0.00304404570463397	0.205997964532998	0.0375888175150478	209	209	201	2.27777	2.4835429569378	0.000478926951797067	NA	0.0481962669877355	-0.000478926951797067	203	203	195	2.2766	2.47217506403941
CD40LG_TSS4143	3.88564784765036e-09	0.396726847996518	9.83376679542484e-07	206	206	162	2.58731	4.25902380861244	0.00017454133153139	NA	0.0278253938635781	-0.00017454133153139	200	200	158	2.58731	4.20172177832512
