tracking_ID	pvalue (Lymphocyte)	corr_coef (Lymphocyte)	fdr (Lymphocyte)	fpkm>0_num (Lymphocyte)	fpkm>0.1_num (Lymphocyte)	fpkm>1_num (Lymphocyte)	fpkm_median (Lymphocyte)	fpkm_mean (Lymphocyte)	pvalue (Bronchial Wall Thickening)	corr_coef (Bronchial Wall Thickening)	fdr (Bronchial Wall Thickening)	fpkm>0_num (Bronchial Wall Thickening)	fpkm>0.1_num (Bronchial Wall Thickening)	fpkm>1_num (Bronchial Wall Thickening)	fpkm_median (Bronchial Wall Thickening)	fpkm_mean (Bronchial Wall Thickening)
PRDM1_TSS16731,TSS30061	1.12519199131958e-07	0.36022253455727	1.49641474606548e-05	206	204	127	1.29282	1.86578941578947	5.03904541630135e-05	0.280519934068953	0.00950075477024009	206	204	127	1.29282	1.86578941578947
SCML4_TSS32503,TSS9590	1.31072996289049e-10	0.429487535011448	7.44523746254306e-08	204	189	81	0.63486	1.15214363856459	5.86819186474731e-05	0.278144195163275	0.0103446105003314	204	189	81	0.63486	1.15214363856459
THEMIS_TSS11521,TSS3012	5.06532865526606e-08	0.369294288624428	8.04602393734364e-06	207	201	112	1.08552	2.03631658038277	0.000168990230093327	0.261016568970694	0.0194073045436149	207	201	112	1.08552	2.03631658038277
ZC3H12D_TSS11859	4.30563842963311e-05	0.281607152536527	0.00181911444462565	208	208	62	0.76351	0.944607248803828	0.00064643309472601	0.237461905682226	0.0404104194978093	208	208	62	0.76351	0.944607248803828
ZBTB2_TSS23127	0.00060334808595481	0.237582218690278	0.0126515015792378	209	209	209	4.68294	4.83186736842105	0.000343382777283737	0.248850197539459	0.0284974258771091	209	209	209	4.68294	4.83186736842105
SYNE1_TSS17246,TSS33718	6.81790443275376e-07	0.338641080855291	6.57631906436297e-05	209	209	74	0.733832	1.00511580861244	1.40975493614052e-05	0.299592449762066	0.00549724221793166	209	209	74	0.733832	1.00511580861244
CCR6_TSS15799,TSS20563	1.79594568755581e-05	0.294670624429118	0.000938776435983928	208	205	131	1.37228	2.12305273827751	0.000229414807812904	0.255843644604024	0.0225495233926763	208	205	131	1.37228	2.12305273827751
GLCCI1_TSS29894	0.000811906865860688	0.232100666331138	0.0153955129067248	208	203	82	0.847063	1.0551380337799	0.000135291553884088	0.264714546596633	0.0165463512384267	208	203	82	0.847063	1.0551380337799
LOC100506178_TSS23162	0.00123851215516925	0.224077842956445	0.0205702463926454	148	63	1	0.0494152	0.104513786124402	1.95453160980638e-05	0.294828700179505	0.00638159431043302	148	63	1	0.0494152	0.104513786124402
ABCB1_TSS12396	1.06662899382479e-06	0.333018712861527	9.40141507281223e-05	197	141	10	0.179237	0.285990054832536	0.000720846323086014	0.235445093374689	0.0427533421590226	197	141	10	0.179237	0.285990054832536
CDK6_TSS10640,TSS17533	1.97297327560185e-05	0.293296504026306	0.00100862339795318	209	205	60	0.662732	0.827723595406699	4.43667706415865e-05	0.28248906981374	0.00875883711475371	209	205	60	0.662732	0.827723595406699
PVRIG_TSS10408	1.42351014730844e-06	0.329332749032091	0.000120086940182677	200	191	46	0.488162	0.722468277990431	0.00061592017670613	0.238351507384148	0.0390658452525692	200	191	46	0.488162	0.722468277990431
TCAF2_TSS17748,TSS27449,TSS2942	8.34133597192685e-05	0.271276850475305	0.00293681664984053	197	141	2	0.152875	0.226534573588517	0.000252298597312814	0.254212610499079	0.0240634494250479	197	141	2	0.152875	0.226534573588517
EPHA1_TSS30610	4.02210906114395e-11	0.440126568752089	3.02379793270295e-08	204	177	29	0.323228	0.536256248277512	0.000552934674909277	0.240324481983051	0.0370959664707507	204	177	29	0.323228	0.536256248277512
GIMAP5_TSS17510	2.29962459804211e-05	0.291041913182464	0.00113463163336733	209	195	188	3.79885	4.6358184767651	0.000191732212300856	0.258892917410227	0.0205918784816058	209	195	188	3.79885	4.6358184767651
CSGALNACT1_TSS11995,TSS26235,TSS4047	0.000312500086131088	0.249301505984094	0.00783119088391837	203	173	30	0.318641	0.546479908660287	4.80723784469998e-05	0.281250067295135	0.00923893282318618	203	173	30	0.318641	0.546479908660287
DUSP4_TSS11832,TSS35696	3.91193017469583e-08	0.37217227196518	6.66618981302668e-06	208	198	79	0.698707	1.10442946464115	0.000225843199409596	0.256111782699519	0.0223751086050725	208	198	79	0.698707	1.10442946464115
SNAI2_TSS33924	0.00132979775711118	-0.222699127154141	0.0216504642243819	202	196	117	1.13173	1.29441421722488	3.90998282322257e-05	-0.284429206935665	0.00832858924536602	202	196	117	1.13173	1.29441421722488
PDE7A_TSS27686,TSS8654	0.00211926782205908	0.213452986657402	0.0295998872028288	208	208	203	2.44174	2.90904549760766	1.22380366604982e-05	0.30162902243975	0.00496534055680942	208	208	203	2.44174	2.90904549760766
MYC_TSS15543	7.20394416541025e-05	0.273602619109937	0.00262758985668749	207	207	206	4.25449	4.91106254066986	0.00085948133457083	0.232152609881366	0.0467429838148191	207	207	206	4.25449	4.91106254066986
DENND3_TSS19159	0.00196236607416222	0.215005156197774	0.0281797973155397	209	209	208	5.28075	5.74191068421053	3.46935151903227e-05	0.28625178148117	0.00790608243800284	209	209	208	5.28075	5.74191068421053
CORO2A_TSS20932,TSS22985	2.63285231575746e-05	-0.289034496435469	0.00125322789651911	209	209	209	22.4344	22.3545371291866	0.000258189746478372	-0.253815052226801	0.0244429189249395	209	209	209	22.4344	22.3545371291866
TNFSF8_TSS11185	0.00438490878121478	0.198220497319161	0.0472803823454423	208	208	155	1.64713	2.04119125358852	0.00016850682858859	0.261064544415661	0.0194073045436149	208	208	155	1.64713	2.04119125358852
TRAF1_TSS10088,TSS10913,TSS12784	2.35946917479739e-08	0.377723913897477	4.60384668526689e-06	209	208	208	3.45725	4.27023429473684	0.000129353506011204	0.265454320449381	0.016287709197795	209	208	208	3.45725	4.27023429473684
FAM102A_TSS27745,TSS28229	2.96132129109835e-13	0.48078713349988	1.13760554235486e-09	208	208	207	4.33932	6.13919118181818	0.000827091009359633	0.232875541846803	0.0462801278270529	208	208	207	4.33932	6.13919118181818
RALGDS_TSS13171,TSS14319,TSS20402,TSS31005	0.000561577362271262	0.238888178747672	0.0120705510788276	209	209	209	31.8993	33.3884459330144	0.000460414144812411	0.243636977018657	0.033624702730143	209	209	209	31.8993	33.3884459330144
SARDH_TSS13303,TSS25151	9.15381830804987e-07	0.334952332116284	8.32671707373889e-05	195	165	37	0.374472	0.58198833076555	1.41942015720625e-05	0.299493688237714	0.00549724221793166	195	165	37	0.374472	0.58198833076555
DBH-AS1_TSS15307	0.00385037555519088	0.20102251195497	0.0433756939472164	171	121	21	0.167591	0.371366221052632	1.8966683400828e-05	0.295270388535172	0.00629619992738396	171	121	21	0.167591	0.371366221052632
AKR1C3_TSS27896,TSS3470	0.00364487534351258	-0.202193997076432	0.0420427159997857	209	209	209	42.8864	47.3417968899521	3.4363103545515e-06	-0.319267082518972	0.00320545937275026	209	209	209	42.8864	47.3417968899521
SPOCK2_TSS25443,TSS27340	2.13830510882871e-13	0.483302164846898	1.13760554235486e-09	209	208	197	5.26395	8.61235243301435	0.000749580495473558	0.234717395193236	0.0436933014178305	209	208	197	5.26395	8.61235243301435
STAMBPL1_TSS19314	4.84860312215667e-06	0.313118303695564	0.000330493718414524	205	198	84	0.840054	1.05705898181818	0.000304365868546606	0.250962454820427	0.0270135276594437	205	198	84	0.840054	1.05705898181818
ANKRD22_TSS21907	0.00253332793169159	0.209810001474445	0.0334664662650097	200	186	74	0.572189	0.990218796650718	0.000102563864878314	0.269245378055167	0.0148114968935287	200	186	74	0.572189	0.990218796650718
DUSP5_TSS20173	1.41511646161168e-07	0.357563863902354	1.81767798368121e-05	209	209	205	3.38332	3.71189055502392	0.000402493980990577	0.246040643517554	0.0312453560856841	209	209	205	3.38332	3.71189055502392
AFAP1L2_TSS17654	0.0033039182943706	0.204276149008884	0.0395002130600594	155	59	1	0.0416491	0.0904212969856459	0.000207037943432205	0.257592278793656	0.0211683874882823	155	59	1	0.0416491	0.0904212969856459
ADAM8_TSS4574	6.77456378558301e-09	0.390998000776475	1.61092508041991e-06	208	207	184	2.4087	3.47483703444976	6.88677079092805e-05	0.275624415357064	0.0114306979342151	208	207	184	2.4087	3.47483703444976
DENND5A_TSS12877	0.000498226302006085	-0.241051301211042	0.011056931650529	209	209	209	60.6601	60.1269454545455	0.000230972319773599	-0.255727930247337	0.0225495233926763	209	209	209	60.6601	60.1269454545455
AMPD3_TSS14989,TSS22629,TSS25071,TSS25967,TSS36176	0.000419904495483427	0.244108858753682	0.00977520838711464	208	207	116	1.18702	1.63070045933014	5.14220448696598e-06	0.313791000342534	0.00345894444450888	208	207	116	1.18702	1.63070045933014
SLC43A1_TSS14866,TSS9610	5.69193713789408e-05	0.277296853993536	0.00225118074862508	188	150	9	0.200723	0.314768272248804	0.000201336184242934	0.258065982948354	0.0207702635928997	188	150	9	0.200723	0.314768272248804
CD6_TSS4778	2.36759316022033e-14	0.499781136201967	5.30211275368229e-10	208	208	208	6.57103	9.70740995215311	0.000722205075732842	0.235410085273263	0.0427533421590226	208	208	208	6.57103	9.70740995215311
DGAT2_TSS13748	2.24792182831251e-05	-0.291377762732135	0.00111724285823557	208	207	203	4.8078	5.35869074832536	0.000419294576651015	-0.245312042085451	0.0319928020112734	208	207	203	4.8078	5.35869074832536
MYO7A_TSS21748,TSS8185	5.06791539420338e-08	0.369288574168627	8.04602393734364e-06	208	205	105	1.00335	1.57458260555024	2.22609200869973e-05	0.292908150095811	0.00677394498028258	208	205	105	1.00335	1.57458260555024
SYTL2_TSS15012,TSS1743,TSS3351,TSS9599	0.000301373431970195	0.249931239620583	0.00765746152543754	207	204	97	0.959184	1.18524245933014	0.000401957704480475	0.246064361894908	0.0312453560856841	207	204	97	0.959184	1.18524245933014
ETS1_TSS21595,TSS35401	2.02206559097853e-10	0.425488562533449	9.50272539486207e-08	209	209	208	5.38477	8.25492674162679	0.000130001042926447	0.265372123354631	0.0162890032266809	209	209	208	5.38477	8.25492674162679
CCND2_TSS27869	8.15971691336498e-08	0.363908697286681	1.16519845822638e-05	208	208	166	1.59757	2.15908054066986	0.00010569958071272	0.268756568780202	0.0151571870013963	208	208	166	1.59757	2.15908054066986
ENO2_TSS27326	2.46388187642797e-07	0.3510308580256	2.82418316786436e-05	204	197	86	0.810917	1.11595570287081	5.94639316860265e-05	0.277936705863052	0.0104066194108889	204	197	86	0.810917	1.11595570287081
CLSTN3_TSS25679	7.00568174451035e-11	0.435175133848599	4.59686735944969e-08	209	208	194	2.75558	3.50686680669856	0.000750415058973733	0.234696646412037	0.0436933014178305	209	208	194	2.75558	3.50686680669856
KLRB1_TSS24007	2.41467155106916e-08	0.377472231035381	4.64070823435179e-06	202	202	182	3.82605	6.61825223923445	6.63550628464911e-05	0.276211726516323	0.0111619221878353	202	202	182	3.82605	6.61825223923445
